,term,entity_id,text_1,text_2,text_3,text_4,text_5
12,berber,300443574,Berber (language),[],"Traditionally in scholarship, Berber was classified as one language. In modern classifications, it is considered a group of languages.",,[]
14,berber,300263734,Guanche (culture or style),"['Guanchen', 'Guanches (culture or style)', 'Guantschen']","Style and culture of the Berber people of the same name who lived in the Canary Islands. They do not exist as a distinct group in modern times, having since the sixteenth century become assimilated into the Iberian world.",,[]
15,berber,300021528,Almohad,"['Almohades', 'al-Muwahhidun']","Refers to the art and culture associated with the Islamic Berber dynasty that ruled in North Africa and southern Spain (1130-1269). This period is notable because it was the first time the whole Maghrib was united under one dynasty. The Almohads rose up against the Almoravids in 1121 and conquered Marrakesh in 1147. The dynasty declined in power when it was defeated by Alfonso VIII in 1212, losing Andalusia, and in 1269 when they lost Marrakesh to the Berber Marinids. The Almohad courts at Marrakesh and Seville were centers of Islamic art and learning, especially philosophy. Almohad architecture is known for its juxtaposition of puritanically simple design with ornate decoration. Enormous congregational mosques were built in Seville, Rabat and Marrakesh. Simple interiors are relieved by voluptuous, lobed arches and other details. Repetitive use of an architectural unit such as an arcade or bay to create directed vistas and a deep sense of space is another typical feature. Austere exteriors strongly contrast with the richly decorated, gigantic square minarets (late 12th century) of the three mosques. These minarets are elaborately fenestrated and each face has different latticed designs done in raised stonework. The mosque of Tinmal, with its characteristically Maghribi T-shape, is considered to be an Almohad masterpiece. The location of the minaret behind the mihrab is an important innovation at Tinmal. Almohad mosques tend to be enlarged at the expense of their courtyards. Other arts such as bookmaking, metalwork, and luxury textiles flourished as well. Several copies of the Koran reveal that paper began to replace parchment during this period. A binding on a magnificent multi-volume Koran (1256) is the earliest dated example of gold tooling. Textiles, like bookbindings, show a taste for geometric patterns.",,[]
16,berber,300266586,tighremts,['tighremt'],Distinctive structures typically used as fortified collective storage bins or communal refuges in Berber settlements.,,[]
17,black,300015878,Bwa,"['Black Bobo (Bwa)', 'Bobo Oule (Bwa)', 'Bobo-Oule (Bwa)', 'Bobo-Ule', 'Bobo Wule', 'Boua', 'Bua (culture or style)', 'Bwaba (Bwa)', 'Bwamu (Bwa)', 'Red Bobo (Bwa)', 'Tara (Bwa)']",Term used to describe works produced by the African people of the same name living in Burkina Faso.,,[]
18,black,300015881,Gurunsi,"['Gorise', 'Gourounsi', 'Gourounsis', 'Gruinse', 'Grunshi', 'Grunsi', 'Grusi', 'Grussi', 'Gurenne', 'Gurense', 'Gurinse', 'Jaman']",Style and culture of the group of African peoples referred to by that collective name living in Burkina Faso between the Black Volta and the Red Volta  rivers.,,[]
19,black,300018125,African American,"['Afro-American', 'Black (African American)', 'Negro (African American)']","Designates the styles, culture, and heritage of  Americans of African descent in North America. The styles capture the essence of the African American experience and how personal and political rebellion and triumphs over prejudice and social adversity have enriched and contributed to the music, art, and literature of American culture as a whole.",,[]
20,black,300082545,Bobo,"['Black Bobo (Bobo)', 'Bobo Fing', 'Bobo-Fing', 'Bobofing', 'Bobo Madere', 'Bwaba (Bobo)', 'Bwanu (Bobo)', 'Sia (Bobo)']",Style and culture of the African people of the same name living in northwestern Burkina Faso and Mali.,,[]
21,black,300262962,Cajun,"['Cagian', 'Cajan', 'Cajen', 'Cajian']","Refers to the culture and style of works produced in the southern Louisiana bayou lands by the descendents French Canadian immigrants who were driven out by the British when they captured the French colony of Acadia (which was centered in what is now Nova Scotia) in the 18th century. One characteristic that defines the culture is the use of a distinctive patois, which comprises archaic French words and idioms derived from the English, Spanish, German, American Indian, and black cultures in southern Louisiana.",,[]
22,black,300386963,Turkic (culture or style),[],"Ethnicity, culture, and styles of various peoples whose members speak Turkic languages and who are historically connected with the Tujue, the name given by the Chinese to the nomadic people who in the 6th century CE founded an empire stretching from what is now Mongolia and the northern frontier of China to the Black Sea.",,[]
23,black,300311322,caleseros,['calesero'],"Coachmen in colonial Latin America, usually depicted stereotypically as black men, usually slaves, who drove calesas, or carriages. Their extravagant uniforms and ornamentation were indications of their owners' wealth. In Cuba, caleseros are distinctive characters of the colonial period and are usually portrayed in images as garishly dressed dandies.",,[]
24,burma,300120165,Pagán (Burmese style),[],"Refers to a style named for the former capital of ancient Burma from the 11th to the end of the 13th century. Known as the central religious and intellectual nexus of the country, featuring Buddhist shrines and walled citadels built in carved brick, stucco, and terra-cotta, and temples and shrines dedicated to spirit deities of animist origins.",,[]
25,colored,300136737,kingwood (wood),"['violet wood (kingwood, wood)', 'violet-wood (kingwood, wood)', 'violete (wood)', 'violetta (wood)']","Rare and expensive wood figured with golden markings, from the species Dalbergia cearensis native to South America, mainly Brazil. The sapwood is white in color, with clearly defined variegated colored heartwood. It is varied from violet-brown to almost black, and streaked with violet brown, black, blackish-violet, or golden yellow. Because of the small size of the trees, its uses are restricted to decorative work, such as inlay and turnery.",,[]
26,colored,300206370,Clutha glass,"['glass, Clutha']","A type of glass characterized by its mainly greenish, turquoise, yellow, brown-green, or smoky black color accented by air bubbles, streaks of pink and white, and speckles of aventurine. To produce Clutha glassware, a worker used a gather of pale ruby or pale yellow glass, then rolled it over a marver lightly sprinkled with bits of colored glass and mica flakes. The gather was reheated and blown and tooled into the finished product. It was originally made by James Couper & Sons, Glasgow. It is called ""Clutha"" from Gaelic for ""cloudy.""",,[]
27,colored,300028517,whiteprints,"['whiteprint', 'white prints']","Copies made by light-sensitive processes, often the diazo process, usually of line drawings, in which black or colored lines appear on a white background.",,[]
28,colored,300107622,White Slip (pottery style),"['Slip, White']","Refers to the pottery style found in Cyprus during the Late Cypriote period from about 1600 to 1050 BCE. The style is generally characterized by vessels with a thick, creamy white slip that are decorated with dark colored paint.",,[]
29,colored,300041515,benizuri-e,"['beni-suri-e', 'beni-zuri-e']","Japanese prints in which colors, red (beni) and usually green, were printed rather than hand-colored.",,[]
30,colored,300310389,Panthera onca (species),"['jaguar (species)', 'jaguars (species)']","Largest New World cat, once found from the U.S.-Mexican border southward to Patagonia, Argentina, but with habitat now greatly reduced. Coloration is orange to tan, with black spots arranged in rosettes with a black spot in the center. The base color of the jaguar varies greatly from white to black; although brown and black jaguars appear to be solid-colored, spots are always faintly visible.",,[]
31,colored,300011162,topaz (mineral),[],"An aluminum silicate containing fluorine that is formed by fluorine-bearing vapours given off during the last stages of the crystallization of igneous rocks. The topaz that is valued as a gemstone occurs in prismatic crystals that are transparent and lustrous, of white (colorless), yellow, brown, pale blue, pink, red, or pale green color, found in Brazil, Mexico, Saxony, Scotland, Japan, the Ural Mountains, and elsewhere. Colorless topaz may be mistaken for diamond when brilliant cut. Colored topaz may be unstable and bleached by sunlight. It is believed that the topaz identified by modern mineralogists was unknown to ancient Greece and Rome and the writers of the Old Testament; the stone called ""topazos"" by the ancients was probably the minerals chrysolite, peridot, or yellow sapphire.",,[]
32,colored,300128349,black-and-white prints (photographs),"['black-and-white print (photograph)', 'black-and-white photoprints', 'black and white photoprints', 'black and white prints (photographs)', 'photoprints, black-and-white', 'prints, black-and-white (photographic prints)']","Photographic prints having images composed of gray tones, black, and white; may include one hue as a result of process, toning, discoloration, or the use of a colored support.",,[]
33,descent,300429105,personnel parachutes,['personnel parachute'],"Parachutes designed to slow the descent of persons falling from aircraft, specifically in a military context.",,[]
34,disabled,300250130,Canis familiaris (species),"['dog (species)', 'dogs (species)']","Domesticated species of Canis, formerly believed to be descended from Canis lupus, gray wolves; however, recent studies suggest that gray wolves and domestic dogs instead have a common ancestor, now extinct. Dogs come in a variety of shapes, and sizes and over 400 distinct breeds. All domestic or feral dogs are descended from a single common ancestral species. For more than 12,000 years, it has lived with humans as a hunting companion, protector, and as herders and guardians of sheep, goats, and cattle. Today, dogs are employed as aids to the blind and disabled, or for police work. In Western art, dogs have generally come to symbolize faithfulness and loyalty, however, in other cultures they can symbolizes a varity of traits, ranging from unclean to seducer.",,[]
35,disabled,300038191,invalids' chairs,"[""invalid's chair"", ""chairs, invalids'""]","Term applied to a variety of mid-19th-century chairs designed especially for those who are sick or disabled and which often have ratchet mechanisms for raising and lowering the arms, back, or footrest or with large wheels for ease of motion. Use ""touring chairs"" for late 19th- and early 20th-century chairs intended primarily for tourists' use on boardwalks.",,[]
36,dwarf,300197021,dwarf ale glasses,"['dwarf ale glass', 'copa dwarf ale', 'ale glasses, dwarf', 'ales, dwarf', 'dwarf ales', 'glasses, dwarf ale']","Term applied to small short-stemmed ale glasses of 3- to 4-ounce capacity, especially those made in England from the early 17th until the early 19th century.",,[]
43,eskimo,300102585,Katladlit,"['Eskimo, Greenlandic', 'Greenland Eskimo', 'Greenlandic Eskimo', 'Kalaallit', 'Greenland Inuit']",,,[]
46,eskimo,300102572,Western Arctic Inuit,"['Arctic Inuit, Western', 'Eskimo, Mackenzie', 'Inuit, Mackenzie', 'Inuit, Western Arctic', 'Inuvialuit', 'Mackenzie Eskimo', 'Mackenzie Inuit']",,,[]
48,eskimo,300102454,Inupiaq,"['Alaskan Eskimo, North', 'Eskimo, North Alaskan', 'Inupiat', 'Inuppiat', 'North Alaskan Eskimo']",,,[]
51,eskimo,300134111,Baffin Island Inuit,"['Baffinland Eskimo', 'Baffinland Inuit', 'Eskimo, Baffinland', 'Inuit, Baffin Island', 'Nunatsiaqmiut']",,,[]
53,ethnic group,300262752,Dyula (culture or style),"['Diola (Dyula)', 'Dioula (culture or style)', 'Diula', 'Djola (Mande style)', 'Djula', 'Dyoura', 'Gyula', 'Joola (Mande style)', 'Jula', 'Juula']",Describes works produced by the African ethnic group of the same name inhabiting Côte d'Ivoire and neighboring countries.,,[]
54,ethnic group,300262946,Nkanu,"['Bakanu', 'Bankanu', 'Kano (Kongo)', 'Kanu', ""N'Kanu""]","Style and culture of the African ethnic group of the same name, closely related to the Yaka, and inhabiting the Democratic Republic of the Congo.",,[]
55,ethnic group,300262739,Gbi,"['Gbe', 'Gbee', 'Gbei', 'Gbi-Doru', 'Gbi-Dowlu', 'Gbii', 'Ge (Kru-speaking peoples style)']",Style and culture of the African ethnic group of the same name inhabiting Central Liberia.,,[]
56,ethnic group,300386534,Slavic (Ancient European culture or style),"['Slav (Ancient European culture or style)', 'Slavonic (Ancient European culture or style)', 'Slavonian']","Culture, nationality, and styles of the Slavic linguistic and ethnic group that came from Asia in the third or second millennium BCE, spread steadily across eastern Europe, and played an important role in the Medieval world, particularly during the Slavic migrations.",,[]
57,ethnic groups,300404360,Hun (culture),"['Hunnic', 'Hunnish', 'Hunnian']","Culture and ethnicity of nomadic, warlike, Asiatic pastoralist people, the Huns, who invaded southeastern Europe ca. 370 CE; through the mid-5th century, they built up an enormous empire reaching into central Europe. Appearing from beyond the Volga River some years after the middle of the 4th century, it is not known whether the Huns were a single people or a confederation of diverse ethnic groups.",,[]
58,ethnic groups,300260665,Malagasy (culture or style),"['Madagascan', 'Madagascar', 'Madagascarian', 'Madagasikara', 'Madagaskar', 'Malagash', 'Malegass', 'Mallegass']",Style and culture of African ethnic groups inhabiting the island of Madagascar.,,[]
59,ethnic groups,300193868,Turkish (culture or style),[],"Refers to the culture and styles of the Turks, who comprise various ethnic groups that historically lived a nomadic life on the vast Eurasian steppe and spoke Turkic languages, or Turkey, which is a nation in Asia Minor and southeastern Europe, having coastlines on the Aegean, Black, and Mediterranean seas.",,[]
60,exotic,300056557,romanticism (form of expression),['romantic (form of expression)'],"Refers to the approach to visual art, literature, theater, and music that emphasizes the emotional, dramatic, or exotic.",,[]
61,exotic,300055783,exoticism,[],Interest in or adoption of the exotic.,,[]
62,homo,300310320,Primates (order),"['primates', 'primate', 'humans, apes, monkeys, lemurs, and kin']","Order containing around 300 or more species in 16 families including humans, apes, monkeys, lemurs, and kin, characterized in general by relatively rounded skulls, flattened faces, short jaws and noses, forward-facing eyes, and an opposable digit on hands and feet (except in humans), and most of which are are are descended from agile tree-dwellers, illustrated in features of the skull, teeth, and limbs. Several species, including Homo sapiens, no longer live in trees but nonetheless retain many of these features. The brains of primates have a unique fissure, called the Calcarine sulcus, which separates the first and second visual areas on each side of the brain. Only primates have flat nails, rather than the claws and hooves of other mammals, and opposable digits. Most modern primate species live in the tropics or subtropics, although a few also inhabit temperate regions. The earliest primates date to the Early Eocene Epoch (54.8 million to 49 million years ago) or perhaps to the Late Paleocene Epoch (57.9 million to 54.8 million years ago).",,[]
63,homo,300019260,Lower Paleolithic,"['Paleolithic, Lower']","Refers to the earliest part of the Paleolithic Period, including most of the Pleistocene Epoch, from about 2,000,000 to about 250,000 Before Present. The earliest phase of the Lower Paleolithic period is characterized by the production of simple pebble tools by early hominids. Later Lower Paleolithic tradition includes the ""Chopper chopping-tool industry,"" which is named for surviving stone tools, and which is widely distributed in the Eastern Hemisphere and is believed to have been the work of Homo erectus, who also probably made wood and bone tools.",,[]
64,immigrants,300005505,Creole cottages,"['Creole cottage', 'Acadian houses', 'cottages, Creole', 'Creole houses', 'grenier houses', 'houses, Acadian', 'houses, Creole', 'houses, grenier']","Side-gabled vernacular buildings of simple massing, normally having their front walls moved inward to make an integral porch under a single steep roofline; the form was originally brought to Louisiana by French Canadian (Acadian) immigrants with a knowledge of long-span roof framing techniques.",,[]
65,indian,300017740,Navajo (culture or style),['Navaho (culture or style)'],"The style and culture of a populous North American Indian group who live primarily in New Mexico, Arizona, and Utah, speaking an Apachean language which is classified in the Athabaskan language family. At some point in prehistory, the Navajo and Apache migrated to the Southwest from Canada, where most other Athabaskan-speaking peoples still live; although the exact timing of the relocation is unknown, it is thought to have been between 1100 and 1500 CE. These early Navajo were mobile hunters and gatherers; after moving to the Southwest, however, they adopted many of the practices of the sedentary, farming Pueblo Indians near whom they settled.",,[]
66,indian,300264541,Nyingma,"['Nyingmapa', 'rNying-ma-pa', 'rNying-ma', 'The Old Order', 'Rnying-ma-pa', 'rnying.ma']","The second largest school of Tibetan Buddhism, sometimes called the 'old order.' It traces its roots to the Indian Vajrayana master Padmasambhava (8th century), regarded as the 'second Buddha,' and claims to transmit his original teachings. The school's origins are in the first diffusion of Buddhism from India and Central Asia to Tibet in the 8th and 9th centuries. Nyingma became a distinct order in the 10th century. The school emphasizes religious practice and the mystical aspects of the Vajrayana tradition over scholarly work, and includes shamanistic practices and local divinities borrowed from the indigenous Bon religion. Some of the school's ideas are considered heretical by later teachings of Tibetan Buddhism.",,[]
67,indian,300438518,Shinnecock (style or culture),['Shinnecock Indian Nation'],"Style and culture of an Algonquian-speaking Native American tribe from New York, specifically Long Island. Were federally recognized in 2010 as the ""Shinnecock Indian Nation.""",,[]
69,indians,300387114,Ancient American,[],General term for the styles and cultures of the Paleo-Indians of the Americas; also may refer generally to any of the cultures of Americas prior to the arrival of European colonists.,,[]
70,indians,300017740,Navajo (culture or style),['Navaho (culture or style)'],"The style and culture of a populous North American Indian group who live primarily in New Mexico, Arizona, and Utah, speaking an Apachean language which is classified in the Athabaskan language family. At some point in prehistory, the Navajo and Apache migrated to the Southwest from Canada, where most other Athabaskan-speaking peoples still live; although the exact timing of the relocation is unknown, it is thought to have been between 1100 and 1500 CE. These early Navajo were mobile hunters and gatherers; after moving to the Southwest, however, they adopted many of the practices of the sedentary, farming Pueblo Indians near whom they settled.",,[]
71,indians,300017557,Malecite,"['Etchemin', 'Maliseet', 'Malecites', 'Maliseets', 'Malécite', 'Malisit', 'Wolastoqiyik', ""Saint John's Indians"", ""St. John's Indians""]","Refers to the culture of the Maliseet, a Native American tribe belonging to the loose confederation of eastern American Indians known as the Wabanaki Alliance, together with the Passamaquoddy, Penobscot, Micmac, and Abnaki Indians. The Maliseet mainly live in Canada, especially New Brunswick, with one group across the border in nearby Maine.",,[]
74,indians,300017559,Micmac (culture or style),"[""Mi'kmaq (culture or style)"", ""Mi'kmawi'simk"", ""Mi'kmaw"", 'Mikmaq', ""Lnu'k"", ""L'nu'k"", 'Porcupine Indians']","Refers to the culture of the Micmac, a Native American tribe belonging to the loose confederation of eastern American Indians known as the Wabanaki Alliance, together with the Passamaquoddy, Penobscot, Malecite, and Abnaki Indians. The Micmac tribe inhabit eastern Canada and Maine in the United States.",,[]
76,indians,300017530,Diegueño,"['Diegueno', 'San Diegueño', 'Yahano']","Refers to the culture of the Diegueño, a group of Yuman-speaking Native Americans who historically inhabit large areas extending on both sides of what is now the United States-Mexican border in California and Baja California. They were named after the mission of San Diego; the Diegueño were one of the major groups of so-called Mission Indians.",,[]
77,indians,300055999,shamanism,['shamanistic'],"Refers generally to the religious practices of some northern Asian peoples who believe that good and evil spirits inhabit the world and can be summoned or heard through inspired priests acting as mediums. Shamanism is also found amongst the pre-Chrisitian Lapps, the Inuit, the Plains Indians of North America, some Australian Aborigines, and some other peoples. The term was originally used by the Tungus people of Siberia.",,[]
78,indigenous,300019040,Mewar,['Udaipur'],"A school of miniature painting associated with the Rajasthani State of Mewar, which was an important site for Rajput culture. The people of this region were rigorous upholders of Hindu tradition and were the last Rajput power to succumb to the Mughals. Mewar is one of the most important and prolific schools of Rajasthani painting from the 17th century or earlier. The style is characterized by bold outlines, vibrant coloration, and somewhat archaic conventions such as showing consecutive episodes of action in one image. Mewar's artistic traditionalism generally stood up to Mughal, Deccani, and European influences due to the conservatism of this particular Rajput court as well as to the traditional artist family structure. Artists consistently included Mewar-specific details such as local architecture and flora and fauna. The indigenous tradition of mythological and poetical manuscript illustration underwent a renaissance here in the 17th century. The 18th century saw more Mughal-inspired court portraiture and reportage. The style faded after 1947 when the princely states were dissolved and royal patronage came to an end.",,[]
79,indigenous,300107847,Indigenismo,['Indigenism'],"Refers to the movement in Latin America in the early 20th century advocating a new social and political role for the indigenous peoples of regions formerly dominated by European elites. The movement became influential with the presidency of Lßszaro Cßsrdenas (1934-1940) and sought to revitalize Indian heritage through art and revolutionary movements, such as Aprismo, a social movement in Peru whose members proposed to rename Latin America, ""Indo-America"".",,[]
80,indigenous,300435506,Mattaponi,[],"Culture of an Algonquian indigenous tribe in the Commonwealth of Virginia, located on land granted to the tribe by an act of the Virginia General Assembly in 1658.",,[]
81,indigenous,300438843,land acknowledgement statements,"['land acknowledgement statement', 'territorial acknowledgement statements', 'land acknowledgements', 'territorial acknowledgements']",Formal statements that recognize the unique and enduring relationships that exist between indigenous peoples and their traditional territories.,,[]
82,indigenous,300438780,Thao,[],"Cultures and styles of the Thao people lived in Taiwan. The Thao people primarily live in Yuchi Township and Shuili Township, Nantou County. Thao used to be categorized as one of the branches of the Tsou people. In 2001 it gained official recognition as an indigenous people. Thao’s social organization revolves around patriarchal clans and families, passing on hereditary roles from generation to generation. Tribal politics, economy and religious office follow the organization of clans as well. The major festival of the Thao people is the worship of ancestral spirits in August in the Lunar calendar.",,[]
83,indo,300107847,Indigenismo,['Indigenism'],"Refers to the movement in Latin America in the early 20th century advocating a new social and political role for the indigenous peoples of regions formerly dominated by European elites. The movement became influential with the presidency of Lßszaro Cßsrdenas (1934-1940) and sought to revitalize Indian heritage through art and revolutionary movements, such as Aprismo, a social movement in Peru whose members proposed to rename Latin America, ""Indo-America"".",,[]
84,indo,300380043,Illyrian,[],"The style and culture of Illyria, an ancient country and later a Roman province that comprised the European eastern Adriatic coast and hinterland, inhabited by the Indo-European Illyrians. The name was apparently reference to a single Illyrian tribe that was the first to come into contact with the ancient Greeks, but the Greeks applied the name ""Illyrian"" to all people of similar language and customs in the area.",,[]
85,indo,300386028,Adivasi,['Adivasis'],"The styles and cultures of various indigenous tribal populations located within the Indian subcontinent and retaining their ancient African/Austric languages, generally limited to those whose ancestral presence in the area precedes the Dravidian settlement of ca. 2000 BCE and various Aryan (Indo-European) invasions ca. 1500 BCE. In the constitution of India, in 1950 most of these groups were listed as Scheduled Tribes, targeted for social and economic development; used as the general term for the Indian scheduled tribes, who are usually descendents of these people.","derived from Sanskrit for ""original dweller""",[]
86,indo,300020502,Italic (ancient Italian culture or style),['Italiote (ancient Italian style)'],"Refers to the cultures and styles that existed on the ancient Italian peninsula before the development and expansion of the Roman culture. It includes cultures of numerous tribes who spoke around forty different languages or dialects, and whose cultures varied greatly. The term excludes Greeks who colonized the area, and it generally excludes the Etruscans. In the strictest sense, the term only refers to cultures that spoke Italic languages, including Latin, Faliscan, Osco-Umbrian, South Picene, and Venetic, which are generally held to be Indo-European languages that share many common features, and are distinct from Etruscan and Greek. In some contexts the term includes Etruscans along with other pre-Roman cultures.",,[]
87,indo,300387870,Armenian (language),"['hye', 'hy', 'Hayeren', 'Haieren']","Language that forms a separate branch of the Indo-European language family, spoken primarily in Armenia, but also in Georgia, Russia, Iran, and elsewhere. Armenian, like Greek, is a single language. Speakers of Armenian are recorded by the 6th century BCE, but the oldest Armenian texts date from the 5th century CE.",,[]
88,inuit,300438490,ice scratchers,"['ice scratcher', 'aiggatet', 'kumiġaun', 'sikunun kumiġaun', 'kumekeregaasiq', 'scratchers, ice']","Hunting tools used by Alaska Native and Inuit communities. Consists of a carved wooden handle, usually in the shape of an animal's paw, terminating in several carved points imitating the appearance of claws. Often, claws of other animals such as seals are lashed to these points with fiber. Sometimes a bead or circular depression is placed in the middle of the paw shape, relating to pierced hand designs common in Alaska Native and Inuit material culture. Used to imitate the sounds of seals scratching the ice and attract the attention of seals when hunting.",,[]
89,native,300411977,"pidgins (language, general)","['pidgin', 'pidgeon (language, general)']","Languages containing lexical and other features from two or more languages, characteristically with simplified grammar and a smaller vocabulary than the languages from which the pidgin language is derived. Pidgins have no native speakers, as the populations that use them during occasional trade contacts. The term originally referred to languages that developed out of sporadic and limited contacts between Europeans and non-Europeans.",,[]
90,native,300026026,workshops (organizations),"['workshop (organization)', 'shops (workshops, organizations)', 'shop (workshop, organization)']","It the context of visual and decorative arts, refers to groups of artists or craftsmen collaborating to produce works, usually under a master's name. The workshop typically included trained artists as well as a number of apprentices, who were learning a trade by practicing progressively more sophisticated tasks associated with the production of art works or decorative objects. Different people in the workshop generally performed different tasks associated with producing a work; for example, one person would apply the gilded background of a painting and another would paint the primary figures. The term is typically applied to groups active prior to the mid-17th century. The meaning of the term overlaps with ""studios (organizations),"" although there is often a subtle distinction in usage: ""Studios (organizations)"" typically refers to groups active in the 17th century and later, when the master artist or architect took on pupils rather than apprentices, and the emphasis of the pupil was on honing his native artistic skills rather than on learning a trade. ""Workshops (organizations)"" typically refers to earlier groups where the emphasis is on organized collaboration, smooth teamwork, a division of labor, and where apprentices are learning a trade rather than being trained as ""artists"" in the modern sense of the term. The phrases ""studio of"" or ""workshop of"" are often used to signify a work produced by persons in an artist's studio or workshop, but without the direct participation of the master's hand.",,[]
91,native,300249545,lodges (Native American structures),['lodge (Native American structure)'],"Use generally to refer to various types of Native North American dwellings and ritual buildings, usually with regard to Plains Indians tribes; when possible use a more specific term.",,[]
94,native,300343731,tribal art,"['tribal arts', 'art, tribal', 'ethnographic art']","Refers to the art and certain artifacts of small-scale societies, even when the societies are not strictly speaking tribal in social structure. The rubric is typically applied to works of Native Americans, Oceania, and sub-Saharan Africa. The characteristics that define creators of tribal art are 1. isolation, politically and economically, from advanced civilizations; 2. oral traditions in rather than literacy; 3. small, independent population groupings, usually in villages of no more than a few hundred inhabitants who live a life of face-to-face social interaction and informal social control; 4. a low level of labor and craft specialization; 5. subsistence by hunting, fishing, and gathering and/or small-scale agriculture; 6. little technology beyond hand tools, often of stone rather than metal; and 7. slow rates of cultural change prior to European contact.",,[]
95,native,300443479,BIPOC,"['black, indigenous and people of color', 'black, indigenous, people of color']","A term used to describe that portion of all people, primarily in the United States, but perhaps used more widely, who are black, that is, dark-skinned peoples of Africa, Oceania, and Australia or their descendants, without regard to perceived actual skin tone. Indigenous refers to people of ethnic groups native to the Americas. People of color being a broad term for any non-Anglo-Saxon people.The term BIPOC is meant to be inclusive of those who are affected by racism, discrimination, or oppression based on ethnicity or race-based tropes.",,[]
