,term,entity_id,text_1,text_2,text_3,text_4,text_5
72,calcutta,Q5018915,Calcutta,,['muziekgroep uit Verenigde Staten van Amerika'],['muziekgroep'],[]
73,calcutta,Q1120959,Calcutta,,['plaats en ressort in Suriname'],"['ressort', 'dorp']",[]
74,calcutta,Q6150862,Janbazar,,wijk in Calcutta,['buurt of wijk'],[]
75,dwerg,Q101600,bruine dwerg,"['L-dwerg', 'T dwerg', 'Y-dwerg', 'Y dwerg', 'L dwerg', 'T-dwerg']",['Hemellichaam tussen gasreus en ster in'],['astronomisch objecttype'],['substellair object']
82,dwerg,Q214045,dwerg,,['mythisch wezen'],['mythisch menselijk ras'],[]
83,dwergen,Q2755014,Dwergen,['Dwergen Warhammer'],['Warhammer'],['ras in Warhammer'],['dwerg in een fictiewerk']
85,eskimo,Q67201518,De Eskimo-schat,,['aflevering van Wickie de Viking'],['aflevering van televisieserie'],[]
86,etniciteit,Q110904399,Italianen,,"inwoners of staatsburgers van Italië, ongeacht etniciteit","['bevolking', 'inwoner', 'natie']",[]
87,etnische groep,Q179671,natiestaat,"['Natiestaten', 'Natie-staat', 'Nationale staat']",soeverein land van een etnische groep,[],['soevereine staat']
88,etnische groep,Q1261777,Servische Amerikanen,,etnische groep Serven in de Verenigde Staten,['etnische groep'],[]
89,etnische groep,Q60741209,Indo-Māori,['Māori Indians'],etnische groep in Nieuw-Zeeland van mensen met gemengde Māori en Indiase afkomst,['etnische groep'],['Maori']
90,etnische groep,Q3003133,Kroaten in de Verenigde Staten van Amerika,,etnische groep,"['etnische groep', 'diaspora']",[]
91,exotisch,Q114718881,Stilleven met exotisch fruit en een witte kaketoe,,['schilderij van Andries Beeckman'],['schilderij'],[]
92,exotisch,Q114718860,Portret van een man; op de achtergrond een exotisch landschap met kokospalmbomen,,['schilderij van Jacobus Leveck'],['schilderij'],[]
93,exotisch,Q3912863,De Sims 3: Exotisch Eiland,,['computerspel van Maxis'],['uitbreidingspakket'],[]
94,exotisch,Q844144,Tropisch fruit,"['Tropische vrucht', 'Exotisch fruit']",,[],"['vrucht', 'groente']"
95,exotisch,Q1065449,exoot,"['faunavervalsing', 'exotisch', 'exoten', 'floravervalsing', 'inwijkeling']",,[],['soort']
96,exotisch,Q1068126,exotisch atoom,,,[],['atoom']
97,exotisch,Q1904455,Exotisch avontuur,,['boek van Gérard de Villiers'],['geschreven werk'],[]
98,exotische,Q1836236,Kleur op doek. Hoe exotische weefsels worden gekleurd,,,['tijdelijke tentoonstelling'],[]
99,exotische,Q21716445,Schepen in een storm bij een exotische havenstad,,"['schilderij van Bonaventura, I Peeters']",['schilderij'],[]
100,exotische,Q2436606,Exotische R4,,,[],['differentieerbare variëteit']
101,exotische,Q2682400,Exotische Liefde,,['televisieprogramma uit België'],['televisieprogramma'],[]
102,exotische,Q2261087,Handel in exotische dieren,,,[],['handel']
103,exotische,Q98968213,collectie Houtzager,"['Houtzager collectie', 'Collectie Elisabeth Houtzager']",collectie exotische voorwerpen,['particuliere kunstverzameling'],[]
104,gay,Q134371,Gay,,,['bestuurlijke indeling van Rusland'],[]
105,gaye,Q14628473,Gaye Sendah,,['plaats in Atjeh'],['gampong'],[]
106,gaye,Q3271783,,,discografie van Marvin Gaye,['Wikimedia-artiestendiscografie'],[]
107,gaye,Q1221105,Gaye,,['gemeente in Frankrijk'],['Franse gemeente'],[]
108,gehandicapten,Q47486184,Katholieke Vereniging voor Gehandicapten,,,['Katholieke Vereniging Gehandicapten'],[]
109,gehandicapten,Q2701029,Katholieke Vereniging Gehandicapten,,,['vereniging'],[]
110,gekleurde,Q55349970,"Gekleurde vormgeving. Kunst-design en het dagelijks leven - Stefaan Annerel, Etienne Bossut, Franck Bragigand, Maurizio Cattelan, Pieter De Bruyne, Sylvie Fleury, Stefaan Dheedene, Grayson Perry, David Neirings, Jorge Pardo, Philippe Tonnard...",,['tentoonstelling'],['tijdelijke tentoonstelling'],[]
111,gekleurde,Q1064433,Black Economic Empowerment,['Zwarte Economische Bemachtiging'],Zuid-Afrikaanse regelgeving met als doel de gekleurde bevolking meer bij de economie te betrekken,['overheidsplan'],[]
112,handicap,Q55350418,"Buiten-gewoon Creatief 99, kunstenfestival van mensen met een mentale handicap",,['tentoonstelling'],['tijdelijke tentoonstelling'],[]
113,homo,Q26936735,Homosaurus,,dataset met termen voor het beschrijven van LHBTIQ (Lesbisch/Homo/Biseksueel/Transgender/Intersekse/Queer)-publicaties en -erfgoed,['gecontroleerde woordenlijst'],[]
114,homo,Q303593,Novus homo,,['latijnse uitdrukking'],"['Latijnse uitdrukking', 'sociale status']",[]
115,homo,Q179234,cro-magnonmens,"['Cro-Magnon mens', 'Homo sapiens diluvialis', 'Cro magnon', 'Cro-Magnon']",,['klasse van organismen bekend onder één bepaalde gemeenschappelijke naam'],['mens']
116,homo,Q270141,uomo universale,['Homo universalis'],['geleerde op verschillende gebieden van wetenschap'],['bezigheid'],['intellectueel']
117,homoseksualiteit,Q33487,homofobie,"['Lesbofobie', 'Homohaat', 'Homofobisch', 'Homophobie']",haat voor of afkeer van homoseksuelen en homoseksualiteit,['vooroordeel'],"['discriminatie', 'vooroordeel']"
118,homoseksualiteit,Q1280134,LGBT rechten in België,,"Geschiedenis, cultuur en juridische situatie rond homoseksualiteit in België",['LGBT-rechten per land of territorium'],[]
119,homoseksualiteit,Q718858,homoseksualiteit in nazi-Duitsland,,,['aspect van de geschiedenis'],['homoseksualiteit']
120,indiaan,Q94393944,LEDA 470151,,sterrenstelsel in Indiaan,['sterrenstelsel'],[]
121,indiaan,Q89477753,LEDA 466172,,sterrenstelsel in Indiaan,['sterrenstelsel'],[]
122,indiaan,Q94344359,LEDA 346535,,sterrenstelsel in Indiaan,['sterrenstelsel'],[]
123,indiaan,Q78134047,LEDA 129673,,sterrenstelsel in Indiaan,['sterrenstelsel'],[]
124,indiaan,Q109379374,De Kleine Indiaan,,"['standbeeld door Adri Blok in Gouda, Nederland']",['standbeeld'],[]
125,indiaan,Q94723081,LEDA 417991,,sterrenstelsel in Indiaan,['sterrenstelsel'],[]
126,indiaan,Q94344134,LEDA 476955,,sterrenstelsel in Indiaan,['sterrenstelsel'],[]
127,indiaan,Q94344444,LEDA 339463,,sterrenstelsel in Indiaan,['sterrenstelsel'],[]
128,indiaan,Q18347124,De dankbaarheid van den Indiaan,,['korte stomme film uit Verenigde Staten van Amerika'],['korte film'],[]
129,indiaan,Q94344124,LEDA 379872,,sterrenstelsel in Indiaan,['sterrenstelsel'],[]
130,indianen,Q100342034,Indianen van Mexico,,['Tentoonstelling uit 1981'],"['tentoonstelling', 'tijdelijke tentoonstelling']",[]
131,indianen,Q100340723,Indianen van het Hoge Land,,['Tentoonstelling uit 1997'],['tijdelijke tentoonstelling'],[]
132,indisch,Q269145,Indo-Arische migratie-theorie,,theorie van migraties van Indo-Arische volkeren naar het Indisch Subcontinent,['menselijke migratie'],[]
133,indisch,Q513839,betrekkingen van het Indisch Subcontinent met de Grieks-Romeinse wereld,,,[],['internationale betrekkingen']
134,indisch,Q6569456,Lijst van bekende Indische Nederlanders en Nederlanders van Indisch-Nederlandse afkomst,['Lijst van bekende Indische Nederlanders'],['Wikimedia-lijst'],['Wikimedia-lijst'],[]
135,indisch,Q9089,hindoeïsme,,overheersende inheemse religieuze traditie van het Indisch subcontinent,"['religie', 'wereldreligie', 'levensstijl', 'cultuur', 'exoniem']","['religie in India', 'staatsgodsdienst']"
136,indische,Q2116909,Indische Nederlanders,"['Indo-Europeanen', ""Indo's"", 'Indische gemeenschap']",['Nederlanders van Nederlands-Indische afkomst'],['etnische groep'],[]
139,indische,Q100342394,"Chineesche, Japansche en Indische kunst",,['Tentoonstelling uit 1941'],['tijdelijke tentoonstelling'],[]
140,indische,Q55369680,Met passer en kompas. Zuid-Nederlands kapitaal en kennis als 16de-eeuwse bouwstenen voor de Verenigde Oost-Indische Compagnie,,['tentoonstelling'],['tijdelijke tentoonstelling'],[]
141,indische,Q99763627,Indische antilope,,['standbeeld in Groningen'],['standbeeld'],[]
142,indische,Q98496136,"Rijksinstelling van onderwijs in Indische taal-, land- en volkenkunde","['rijksinstelling voor onderwijs in Indisch taal-, land en volkenkunde']",['onderwijsinstelling in Leiden'],['onderwijsinstelling'],[]
143,indische,Q55352200,Indische Mogoljuwelen van de 18de en 19de eeuw,,['tentoonstelling'],['tijdelijke tentoonstelling'],[]
144,indische,Q129864,Eerste oorlog van de Indiase onafhankelijkheid van 1857,"['Indische Muiterij', 'Sepoy-opstand', 'Indische Opstand van 1857', 'Muiterij van Sepoy', 'Eerste Indiase Onafhankelijkheidsoorlog']",['Oorlog voor Indiase onafhankelijkheid door mensen en staten van India tegen de Oost-Indische Compagnie en de Britse Kroon'],"['oorlog', 'opstand']",[]
147,indo,Q185682,Unie van Indochina,"['Frans-Indochina', 'Frans Indo-China', 'Unie van Indo-China', 'Unie van Indo China', 'Frans Indo China', 'Frans Indochina']",,"['federatie', 'historisch land', 'kolonie']",[]
151,indo,Q1661685,Indo-Sassanids,,['historisch land'],"['historisch land', 'beschaving']",[]
152,indo,Q146715,Illyriërs,['Illyriers'],Indo-Europese stam uit de oudheid,['etnische groep'],['stam']
153,inheems,Q106713,Mesties,['Mestiezen'],term om een ​​persoon aan te duiden met Iberisch en inheems Amerikaans bloed,['Casta'],[]
154,inheems,Q48199,Samen,"['Saami', 'Saamen', 'Lappen', 'Sami', 'Laplanders', 'Samen (volk)']",inheems volk,"['etnische groep', 'inheemse bevolking']",['Fins-Oegrische volkeren']
155,inheems,Q100342147,Inheems Chili,,['Tentoonstelling uit 1994'],"['tentoonstelling', 'tijdelijke tentoonstelling']",[]
156,inheems,Q106904381,Elisa Loncón Antileo,,"inheems onderzoekster uit Chili, voorzitter van de Chileense Constitutionele Conventie",['mens'],[]
157,inheems,Q114463515,endemisch dier,,inheems dier en beperkt tot een bepaalde geografische plaats,[],"['dier', 'endemische soort']"
158,inheems,Q169480,inheems,,,[],['soort']
159,inheemse,Q97180954,Mariápolis-Caquetá,,inheemse gemeenschap,['gehucht'],[]
160,inheemse,Q6522465,Lengilo,"['Lengilo taal', 'Lengiloe', 'Lengiloe taal', 'Lengilu', 'Lengilu taal']","inheemse taal gesproken door Lengilo mensen afkomstig uit het noordoosten van Nunukan Regency in Oost-Kalimantan, Indonesië","['taal', 'levende taal']",[]
161,inheemse,Q1711697,wildpark,,dierentuin die hoofdzakelijk inheemse wilde dieren in natuurlijke omheiningen houdt,[],['dierentuin']
162,inheemse,Q492901,Kalispel,,inheemse Indiaanse stam van de Verenigde Staten,['Native Americans in the United States'],['Salish peoples']
163,inheemse,Q735035,heemtuin,,"omheind landschapselement met inheemse, wilde flora en fauna",[],"['park', 'tuin']"
164,inheemse,Q5914051,Categorie:Cultuur van de inheemse bevolking van de Verenigde Staten,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
165,inheemse,Q1758236,natuurgodsdienst,"['Natuurreligies', 'Natuurreligie', 'Natuur-religie', 'Natuurgodsdiensten', 'Natuur-religies', 'Inheemse godsdienst']",,[],['religie']
166,inheemse,Q105999586,Wikidata-eigenschap gerelateerd aan etnische groepen of inheemse volkeren,,,['type Wikidata-eigenschap'],['Wikidata-eigenschap']
167,inheemse,Q9089,hindoeïsme,,overheersende inheemse religieuze traditie van het Indisch subcontinent,"['religie', 'wereldreligie', 'levensstijl', 'cultuur', 'exoniem']","['religie in India', 'staatsgodsdienst']"
168,inheemse,Q1921707,Mayareligie,,"huidige inheemse godsdienst in Midden Amerika, dat vermengd is met katholicisme",[],['Inheems Amerikaanse religie']
169,jap,Q2643970,"Trump, Trump-JAP",,['motorfietsmerk uit Verenigd Koninkrijk'],['historische motorfietsfabrikant'],[]
170,jap,Q2653669,Haxel-JAP,,['motorfietsmerk uit Verenigd Koninkrijk'],['historische motorfietsfabrikant'],[]
171,jap,Q2251069,Rex-JAP,,['motorfietsmerk uit Verenigd Koninkrijk'],['historische motorfietsfabrikant'],[]
172,jap,Q3283057,Bounds-JAP,,['motorfietsmerk uit Verenigd Koninkrijk'],['historische motorfietsfabrikant'],[]
173,jap,Q2970399,Marvel-JAP,,['motorfietsmerk uit Verenigd Koninkrijk'],['historische motorfietsfabrikant'],[]
174,jap,Q1930438,Martin-JAP,,['motorfietsmerk uit Verenigd Koninkrijk'],['historische motorfietsfabrikant'],[]
175,jap,Q2869670,Slade-JAP,,['motorfietsmerk uit Verenigd Koninkrijk'],['historische motorfietsfabrikant'],[]
176,kaukasisch,Q266278,Sjoesjanik Mamikonjan,['Susanna van Gruzië'],gemalin uit Kaukasisch Iberië (440-475),['mens'],[]
177,kaukasisch,Q33852,Abchazo-Adygeïsche talen,"['Noordwest-Kaukasische talen', 'Noordwest-Kaukasisch', 'Abchazo-Adygeische talen', 'Noordwest-Kaukasische taal', 'Circassische talen', 'Abchazische-Abazijnse talen']",['taalfamilie'],['taalfamilie'],['Noord-Kaukasische talen']
178,knecht,Q61743222,De aanminnige knecht,,['schilderij van Nicolas Lancret'],['schilderij'],[]
179,knecht,Q47534070,De knecht van Elia ziet een kleine regenwolk,,['prent van Magdalena de Passe'],['prent'],[]
180,knecht,Q110451969,Zonder titel,,schilderij van Christoph Knecht,['schilderij'],[]
181,knecht,Q103842797,,,schilderij van Frederick Knecht Detwiller,['schilderij'],[]
182,knecht,Q64504183,Visverkoopster en een knecht in een interieur met een jonge vrouw die vis uitkiest,,['schilderij door Quirijn van Brekelenkam'],['schilderij'],[]
183,knecht,Q17324118,Rebecca ontvangt geschenken van Abrahams knecht,,['schilderij van Hendrick Heerschop'],['schilderij'],[]
184,knecht,Q22236396,Meid en knecht in de keuken,,"['tekening van Noordelijke Nederlanden, 16de eeuw Anonieme meester']",['tekening'],[]
185,madras,Q5256034,demografie van Madras Presidency,,,['demografie van land of regio'],[]
186,madras,Q62096406,Madras Street,,"['straat in Christchurch, Nieuw-Zeeland']",['straat'],[]
187,madras,Q6907355,Moolakadai,,"wijk in Madras, India",['buurt of wijk'],[]
188,madras,Q6728478,Madras Cooperative Farm,,['nederzetting in Iran'],['woonplaats'],[]
189,madras,Q4738371,Alwarpet,,"wijk in Madras, India",['buurt of wijk'],[]
190,madras,Q12496012,Madras Hulu,,['plaats in Noord-Sumatra'],['kelurahan'],[]
191,madras,Q7292642,Rangarajapuram,,"wijk in Madras, India",['buurt of wijk'],[]
192,marron,Q26226353,Morne Marron,,['berg in Haïti'],['berg'],[]
193,marrons,Q2129967,Dag van de Marrons,,['Surinaamse feest- en gedenkdag'],['feest- of gedenkdag'],[]
194,metis,Q298607,Metis (PTRK),,,"['antitankraket', 'Draadgeleid wapen']",['antitankraket']
195,mongools,Q1195193,Mongools paard,"['Mongoolse paarden', 'Mongoolse paard']",['paardenras'],['paardenras'],[]
196,mongools,Q30583750,Categorie:Land in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
197,mongools,Q309585,Tochtamysj,,Mongools Khan van de Witte Horde,['mens'],[]
198,moor,Q109714508,Am Moor,,"['straat in Bad Schwartau, Duitsland']",['straat'],[]
199,moor,Q106285467,Im Langen Moor,,"['straat in Mölln, Duitsland']",['straat'],[]
200,moor,Q909271,Brenner Moor,,"['natuurgebied in Bad Oldesloe, Duitsland']",['Naturschutzgebiet'],[]
201,moor,Q19010907,De Moor,['De Moor (West-Graftdijk)'],"['straat in West-Graftdijk, Nederland']",['straat'],[]
203,moor,Q1643393,Satzer Moor,,"['natuurgebied in Bad Driburg, Duitsland']",['Naturschutzgebiet'],[]
204,moor,Q19010906,De Moor,,"['straat in Uitgeest, Nederland']",['straat'],[]
205,moor,Q31680853,Moor Hill,,['berg in Verenigde Staten van Amerika'],['berg'],[]
206,moor,Q19251895,Het Moor,['Het Moor (Niekerk)'],"['straat in Niekerk, Nederland']",['straat'],[]
208,moors,Q7986026,station West Moors,,['spoorwegstation in het Verenigd Koninkrijk'],['spoorwegstation'],[]
209,moors,Q49051413,Moors Mountain,,['berg in Verenigde Staten van Amerika'],['berg'],[]
210,moors,Q31305043,Moors-Berg,,"['heuvel in Rijnland-Palts, Duitsland']",['heuvel'],[]
211,moors,Q1734523,North Yorkshire Moors Railway,,['spoorlijn in Verenigd Koninkrijk'],['toeristische spoorweg'],[]
212,moren,Q5619086,Gunnar Morén,['Gunnar Moren'],['Zweeds muzikant'],['mens'],[]
213,moren,Q1749646,Saint James the Moor-slayer,,representatie van de apostel Jakobus als een legendarisch figuur die de Christenen hielp de Islamitische Moren te verslaan,"['artistiek thema', 'legende']",[]
214,moren,Q15998848,Henrik Morén,"['Henrik Moren', 'Henrik Hjalmar Simon Morén']",['Zweeds wielrenner (1887-1956)'],['mens'],[]
215,neger,Q315416,Neger,,['rivier in Duitsland'],['rivier'],[]
216,neger,Q24056416,Arbeider,['Neger'],['schilderij van Nola Hatterman'],['schilderij'],[]
217,neger,Q28791149,Talsystem der Neger,,,['beschermd gebied'],[]
218,ontdekken,Q78895552,"Wikipedia - Ontdekken, gebruiken, bijdragen",,['uitgave van Florence Nibart-Devouard'],"['editie, versie of vertaling']",[]
219,oriëntaals,Q964755,paasmis,,"mis die in de rooms-katholieke, oosters-orthodoxe en oriëntaals-orthodoxe kerken gevierd wordt op de ochtend van de paaszondag",[],['Heilige mis']
220,oriëntaals,Q9045265,Categorie:Langpootmug uit het Oriëntaals gebied,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
221,oriëntaals,Q9101094,Categorie:Steltmug uit het Oriëntaals gebied,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
222,oriëntaals,Q9092679,Categorie:Schietmot uit het Oriëntaals gebied,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
223,page,Q59,PHP,"['Personal Home Page', 'Hypertext Preprocessor']","[""scripttaal ontworpen voor het genereren van webpagina's""]","['scripttaal', 'objectgeoriënteerde programmeertaal', 'multi-paradigmaprogrammeertaal', 'imperatieve programmeertaal', 'vrije software', 'programmeertaal']",[]
224,pages,Q66107704,,,schilderij van Jules Eugene Pages,['schilderij'],[]
225,pages,Q20200538,,,schilderij van Jules Eugene Pages,['schilderij'],[]
226,pages,Q29911245,Studie van twee pages,,['tekening van Leandro Bassano'],['tekening'],[]
227,pages,Q64520995,"Portret van een onbekende krijgsman met twee pages, mogelijk als de H. George",,['schilderij van Peter Paul Rubens'],['schilderij'],[]
228,pages,Q115593098,"Familieportret met Hendrick de Sandra, Margaretha Tortarolis en Anne Maria De Sandra vergezeld door twee pages",,['schilderij van anonieme schilder'],['schilderij'],[]
229,pages,Q7124319,Pages,,['muziekgroep uit Verenigde Staten van Amerika'],['muziekgroep'],[]
230,primitief,Q2071812,primitief,,['geld'],['term'],[]
231,primitieve,Q4117214,leven van primitieve mensen,,,[],[]
232,primitieve,Q7243552,Primitieve baptisten,,,"['religie', 'christelijke organisatie']",['baptisme']
233,primitieve,Q103817,inheemse bevolking,"['Natives', 'oorspronkelijke bewoners', 'inheemsen', 'oorspronkelijke bevolking', 'inheemse volken', 'inheems volk', 'inheemse volkeren', 'primitieve volkeren', 'oorspronkelijke culturen']",,[],"['bevolkingsgroep', 'volk', 'etnische groep', 'minderheid']"
234,queer,Q94494095,500 Queer Scientists,,,"['website', 'campagne', 'organisatie']",[]
