,term,URI,aat_bow,cs_scopeNote_tfidf
3279,eskimo,300411929,"['greenland', 'alaska', 'canada', 'eskaleut', 'spoken', 'russia', 'family', 'siberia', 'eskimo', 'language', 'united', 'aleut']",0.807
3280,eskimo,300411929,"['greenland', 'alaska', 'canada', 'eskaleut', 'spoken', 'russia', 'family', 'siberia', 'eskimo', 'language', 'united', 'aleut']",0.807
3281,eskimo,300411929,"['greenland', 'alaska', 'canada', 'eskaleut', 'spoken', 'russia', 'family', 'siberia', 'eskimo', 'language', 'united', 'aleut']",0.807
3282,eskimo,300388281,"['language', 'eskimo']",0.583
3283,eskimo,300388363,"['kalaallisut', 'inuit', 'spoken', 'greenlandic', 'eskimo', 'people', 'language', 'aleut', 'kal']",0.645
3284,hermaphrodites,300233041,"['square', 'foremast', 'fore', 'topsail', 'watercraft', 'carried', 'aft', 'vessel', 'rigged', 'brig', 'brigantine', 'schooner', 'masted', 'hermaphrodite', 'mainmast']",0.383
3285,hermaphrodites,300386060,"['male', 'organism', 'organ', 'gamete', 'intersexual', 'reserve', 'intersex', 'intersexuals', 'person', 'context', 'people', 'sex', 'hermaphrodite', 'female']",0.939
3286,hermaphrodite,300389935,"['male', 'belonging', 'hermaphroditic', 'characteristic', 'nature', 'combining', 'hermaphrodite', 'female']",0.832
3287,hermaphrodite,300386060,"['male', 'organism', 'organ', 'gamete', 'intersexual', 'reserve', 'intersex', 'intersexuals', 'person', 'context', 'people', 'sex', 'hermaphrodite', 'female']",0.939
3288,hermaphrodite,300386060,"['male', 'organism', 'organ', 'gamete', 'intersexual', 'reserve', 'intersex', 'intersexuals', 'person', 'context', 'people', 'sex', 'hermaphrodite', 'female']",0.939
3289,gay,300400510,"['gay', 'transsexual', 'general', 'lgb', 'lgbt', 'transgender', 'term', 'glbt', 'lesbian', 'lgbtq', 'behavior', 'transvestite', 'attraction', 'bisexual']",0.884
3290,gay,300400510,"['gay', 'transsexual', 'general', 'lgb', 'lgbt', 'transgender', 'term', 'glbt', 'lesbian', 'lgbtq', 'behavior', 'transvestite', 'attraction', 'bisexual']",0.884
3291,gay,300400510,"['gay', 'transsexual', 'general', 'lgb', 'lgbt', 'transgender', 'term', 'glbt', 'lesbian', 'lgbtq', 'behavior', 'transvestite', 'attraction', 'bisexual']",0.884
3292,gay,300391091,"['gay', 'expressed', 'louis', 'alcoholometers', 'lussac', 'hydrometer', 'physicist', 'determination', 'chemist', 'invented', 'alcoholic', 'alcoholometer']",0.72
3293,gay,300391091,"['gay', 'expressed', 'louis', 'alcoholometers', 'lussac', 'hydrometer', 'physicist', 'determination', 'chemist', 'invented', 'alcoholic', 'alcoholometer']",0.72
3294,gay,300391091,"['gay', 'expressed', 'louis', 'alcoholometers', 'lussac', 'hydrometer', 'physicist', 'determination', 'chemist', 'invented', 'alcoholic', 'alcoholometer']",0.72
3295,gay,300391091,"['gay', 'expressed', 'louis', 'alcoholometers', 'lussac', 'hydrometer', 'physicist', 'determination', 'chemist', 'invented', 'alcoholic', 'alcoholometer']",0.72
3296,gay,300391091,"['gay', 'expressed', 'louis', 'alcoholometers', 'lussac', 'hydrometer', 'physicist', 'determination', 'chemist', 'invented', 'alcoholic', 'alcoholometer']",0.72
3297,gay,300400507,"['gay', 'male', 'men', 'sexuality', 'sexual', 'relation', 'homosexuality', 'condition', 'state', 'behavior', 'attraction', 'homosexual']",0.926
3298,gay,300055188,"['gay', 'sexuality', 'member', 'one', 'general', 'sexual', 'toward', 'desire', 'homosexuality', 'romantic', 'queer', 'characterized', 'homosexual', 'love', 'sex']",0.93
3299,gay,300055475,"['gay', 'ceremony', 'wedding', 'bond', 'social', 'legal', 'union', 'construct', 'wedlock', 'husband', 'spousehood', 'wife', 'couple', 'matrimony', 'marriage', 'instituting']",0.75
3300,indo,300387803,"['documented', 'attested', 'continues', 'one', 'albania', 'albanian', 'poorly', 'presumably', 'least', 'sqi', 'balkan', 'language']",0.852
3301,indo,300375623,"['java', 'tree', 'indicum', 'valuable', 'specie', 'canarium', 'indo', 'malaysia', 'native', 'almond', 'resin', 'source']",0.638
3302,indo,300375429,"['tree', 'endosperm', 'leaning', 'specie', 'coconut', 'coco', 'embryo', 'fruit', 'tropic', 'among', 'featherlike', 'somewhere', 'edible', 'nucifera', 'palm']",0.518
3303,indo,300245452,"['style', 'ferehan', 'fereghan', 'carpet', 'ferghan', 'indo', 'feraghan', 'made', 'india']",0.541
3304,indo,300245452,"['style', 'ferehan', 'fereghan', 'carpet', 'ferghan', 'indo', 'feraghan', 'made', 'india']",0.541
3305,indo,300245452,"['style', 'ferehan', 'fereghan', 'carpet', 'ferghan', 'indo', 'feraghan', 'made', 'india']",0.541
3306,indo,300245452,"['style', 'ferehan', 'fereghan', 'carpet', 'ferghan', 'indo', 'feraghan', 'made', 'india']",0.541
3307,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3308,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3309,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3310,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3311,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3312,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3313,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3314,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3315,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3316,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3317,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3318,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3319,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3320,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3321,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3322,indo,300187635,"['ispahan', 'rug', 'design', 'palmettes', 'persian', 'floral', 'carpet', 'isfspahan', 'indo', 'incorporating', 'borrowed', 'herat', 'isfahan', 'scrolling', 'ispahans', 'vine', 'field']",0.586
3323,indo,300263420,"['cupola', 'indian', 'saracenic', 'vista', 'fusion', 'architecture', 'painstaking', 'indo', 'polychrome', 'onion', 'indic', 'charcterized', 'mughal', 'arcaded', 'precise', 'british', 'anglo']",0.694
3324,indo,300012931,"['pili', 'indicum', 'canarium', 'elemi', 'manilla', 'odor', 'malleable', 'malaysia', 'indo', 'obtained', 'pungent', 'resin', 'manila']",0.462
3325,indo,300019487,"['portable', 'expense', 'germanic', 'culture', 'danish', 'migration', 'sweden', 'period', 'people', 'obscure', 'associated', 'speaker', 'celtic']",0.897
3326,indo,300386821,"['style', 'portuguese', 'goa', 'culture', 'indo', 'colonized', 'synthesis', 'occurring', 'india']",0.825
3327,indo,300019470,"['scandinavia', 'style', 'culture', 'galatia', 'transylvania', 'celt', 'vitality', 'british', 'east', 'persisted', 'vigorous', 'isle', 'keltic', 'celtic']",0.779
3328,indo,300386028,"['adivasi', 'dweller', 'various', 'scheduled', 'targeted', 'sanskrit', 'precedes', 'invasion', 'original', 'retaining', 'derived', 'listed', 'dravidian', 'adivasis', 'austric', 'constitution']",0.817
3329,indo,300244536,"['jason', 'style', 'milesian', 'caucasian', 'modern', 'separating', 'culture', 'mountain', 'caucasus', 'turkic', 'area', 'quest', 'fleece']",0.796
3330,indo,300018969,"['style', 'aryavarta', 'lustration', 'placed', 'form', 'creeper', 'nāgara', 'dikpalas', 'uttaravedi', 'topmost', 'indo', 'north', 'offset', 'rchitectural', 'aryan', 'niche', 'indian', 'amalaka', 'architectural', 'nagara']",0.765
3331,indo,300019089,"['burmese', 'style', 'moan', 'considered', 'talaing', 'replacing', 'mwun', 'mun', 'burma', 'pali', 'culture', 'môn', 'talien', 'talain', 'funan', 'mon', 'pegu', 'derogatory', 'introducing', 'cambodian', 'ancient']",0.832
3332,indo,300386793,"['firmly', 'borrowing', 'distinguishing', 'culture', 'unrelated', 'tamil', 'dravidian', 'language', 'date', 'lexical', 'loanword']",0.878
3333,indo,300245464,"['interpretation', 'style', 'rug', 'produced', 'persian', 'carpet', 'indo', 'imitation', 'textile', 'sarouk', 'india']",0.685
3334,indo,300411847,"['gender', 'pronoun', 'related', 'inflection', 'class', 'masculine', 'agreement', 'neuter', 'noun', 'feminine', 'require', 'language', 'concept', 'grammatical']",0.785
3335,indo,300311514,"['tyrian', 'genus', 'murex', 'snail', 'linnaeus', 'taxon', 'predatory', 'murexes', 'superfamily', 'defined', 'muricoidea']",0.557
3336,indo,300107847,"['presidency', 'aprismo', 'movement', 'lßszaro', 'rename', 'social', 'latin', 'america', 'revitalize', 'indigenismo', 'cßsrdenas', 'indigenism']",0.785
3337,indo,300237436,"['rug', 'design', 'persian', 'indo', 'red', 'moghul', 'woven', 'motif', 'india', 'field']",0.537
3338,indo,300237436,"['rug', 'design', 'persian', 'indo', 'red', 'moghul', 'woven', 'motif', 'india', 'field']",0.537
3339,indo,300237436,"['rug', 'design', 'persian', 'indo', 'red', 'moghul', 'woven', 'motif', 'india', 'field']",0.537
3340,indo,300237436,"['rug', 'design', 'persian', 'indo', 'red', 'moghul', 'woven', 'motif', 'india', 'field']",0.537
3341,indo,300245465,"['interpretation', 'geometric', 'medallion', 'carpet', 'turkoman', 'indo', 'repeating', 'textile', 'overall', 'turkestani', 'historic']",0.738
3342,indo,300387870,"['armenian', 'armenia', 'oldest', 'haieren', 'recorded', 'separate', 'russia', 'iran', 'georgia', 'hayeren', 'hye', 'language', 'speaker']",0.789
3343,indo,300380043,"['adriatic', 'comprised', 'hinterland', 'illyria', 'illyrian', 'apparently', 'european', 'greek', 'custom', 'ancient']",0.819
3344,indo,300404787,"['flourished', 'branch', 'indo', 'iranian', 'south', 'indic', 'language', 'associated', 'spoke', 'aryan', 'india']",0.792
3345,indo,300386787,"['early', 'brahminism', 'religion', 'indus', 'wave', 'compilation', 'vedic', 'religious', 'hinduism', 'revolves', 'vedism', 'veda', 'successive', 'mythic', 'vision', 'ancient']",0.851
3346,indo,300386148,"['current', 'indochinese', 'cambodia', 'indo', 'malaysia', 'lao', 'kampuchea', 'thailand', 'nationality', 'nation', 'chinese', 'vietnam', 'burma']",0.697
3347,indo,300019356,"['grave', 'style', 'культура', 'expansion', 'tumulus', 'yamna', 'neolithic', 'technology', 'burial', 'archaeological', 'culture', 'ямная', 'yamnaya', 'pit', 'wheel', 'key', 'believe', 'barrow', 'kurgan', 'emphasis']",0.749
3348,indo,300386794,"['son', 'one', 'sicel', 'thracian', 'japhetic', 'messapian', 'balto', 'tocharian', 'european', 'associated', 'arian', 'germanic', 'culture', 'paionian', 'indo', 'cognate', 'noah', 'aryan', 'lusitanian', 'japheth', 'biblical', 'liburnian']",0.923
3349,indo,300386794,"['son', 'one', 'sicel', 'thracian', 'japhetic', 'messapian', 'balto', 'tocharian', 'european', 'associated', 'arian', 'germanic', 'culture', 'paionian', 'indo', 'cognate', 'noah', 'aryan', 'lusitanian', 'japheth', 'biblical', 'liburnian']",0.923
3350,indo,300386794,"['son', 'one', 'sicel', 'thracian', 'japhetic', 'messapian', 'balto', 'tocharian', 'european', 'associated', 'arian', 'germanic', 'culture', 'paionian', 'indo', 'cognate', 'noah', 'aryan', 'lusitanian', 'japheth', 'biblical', 'liburnian']",0.923
3351,indo,300386794,"['son', 'one', 'sicel', 'thracian', 'japhetic', 'messapian', 'balto', 'tocharian', 'european', 'associated', 'arian', 'germanic', 'culture', 'paionian', 'indo', 'cognate', 'noah', 'aryan', 'lusitanian', 'japheth', 'biblical', 'liburnian']",0.923
3352,indo,300386794,"['son', 'one', 'sicel', 'thracian', 'japhetic', 'messapian', 'balto', 'tocharian', 'european', 'associated', 'arian', 'germanic', 'culture', 'paionian', 'indo', 'cognate', 'noah', 'aryan', 'lusitanian', 'japheth', 'biblical', 'liburnian']",0.923
3353,indo,300019239,"['feature', 'style', 'culture', 'indochinese', 'scope', 'dai', 'ing', 'sculptural', 'portico', 'dong', 'woodwork', 'vietnamese', 'featuring', 'viet', 'grandiose']",0.663
3354,indo,300400843,"['deity', 'religion', 'britain', 'wider', 'venerated', 'celt', 'geographical', 'polytheism', 'peaking', 'extending', 'paganism', 'distribution', 'ancient', 'celtic']",0.855
3355,indo,300404070,"['europe', 'live', 'gipsy', 'modern', 'agreed', 'culture', 'repeated', 'gypsy', 'itinerant', 'romani', 'language', 'rom', 'india']",0.829
3356,indo,300020502,"['italic', 'italiote', 'style', 'culture', 'faliscan', 'greek', 'excludes', 'roman', 'term', 'includes', 'etruscan', 'language', 'spoke', 'ancient', 'italian']",0.833
3357,indo,300386788,"['aranyaka', 'subtlety', 'literature', 'vedic', 'intonation', 'samhita', 'corpus', 'orally', 'brahmana', 'veda', 'upanishad']",0.709
3358,indo,300312336,"['word', 'siculi', 'inhabited', 'sicily', 'mainland', 'sikeloi', 'archaeologically', 'sicels', 'relative', 'arriving', 'latecomer', 'identify']",0.857
3359,indo,300440783,"['maharashtrian', 'shivaji', 'maharastra', 'maharashtra', 'maharastrian', 'ethnolinguistic', 'belgaum', 'marathi', 'karnataka', 'state', 'district', 'maratha']",0.622
3360,indo,300042108,"['indian', 'chordophone', 'lutelike', 'hollow', 'setars', 'muslim', 'music', 'sitar', 'pear', 'hollowed', 'sittars', 'gourd', 'satars', 'hindustani', 'fretted']",0.523
3361,indo,300400847,"['borderland', 'religion', 'hotan', 'borrowing', 'much', 'iranian', 'well', 'khotan', 'diverse', 'ancient', 'linguistically']",0.846
3362,indo,300388458,"['european', 'documented', 'attested', 'fall', 'spoken', 'indo', 'family', 'ine', 'settlement', 'sizable', 'southwest', 'language']",0.851
3363,indo,300388458,"['european', 'documented', 'attested', 'fall', 'spoken', 'indo', 'family', 'ine', 'settlement', 'sizable', 'southwest', 'language']",0.851
3364,indo,300388458,"['european', 'documented', 'attested', 'fall', 'spoken', 'indo', 'family', 'ine', 'settlement', 'sizable', 'southwest', 'language']",0.851
3365,indo,300388458,"['european', 'documented', 'attested', 'fall', 'spoken', 'indo', 'family', 'ine', 'settlement', 'sizable', 'southwest', 'language']",0.851
3366,indo,300400836,"['italic', 'religion', 'inhabitant', 'sicily', 'ascendancy', 'roman', 'colonizer', 'etruscan', 'christianity', 'peninsula', 'ancient', 'italian']",0.812
3367,indo,300018874,"['influx', 'religion', 'developing', 'due', 'pastoral', 'culture', 'bce', 'nomadic', 'age', 'vedic', 'followed', 'period', 'vedism', 'spoke']",0.775
3368,indo,300400848,"['europe', 'religion', 'belief', 'branch', 'practice', 'indo', 'family', 'slavic', 'people', 'european', 'ancient']",0.873
3369,indo,300393149,"['european', 'celto', 'extinct', 'iberian', 'indo', 'celtiberian', 'part', 'western', 'language', 'peninsula', 'celtiberians']",0.78
3370,indo,300388277,"['eng', 'flemish', 'germanic', 'frisian', 'spoken', 'indo', 'closely', 'german', 'belgium', 'language', 'dutch', 'english']",0.73
3371,indo,300388457,"['language', 'indo', 'aryan']",0.674
3372,indo,300388693,"['italic', 'tiber', 'oldest', 'power', 'spoken', 'spread', 'latin', 'political', 'increase', 'existing', 'lat', 'language', 'lower']",0.806
3373,indo,300388760,"['mkd', 'old', 'modern', 'bulgarian', 'extinct', 'indo', 'unrelated', 'slavonic', 'macedonian', 'slavic', 'language']",0.771
3374,indo,300404714,"['commentary', 'pali', 'chronicle', 'book', 'literary', 'indo', 'pli', 'language', 'literature', 'theravada', 'pāli', 'canonical', 'aryan', 'buddhist']",0.744
3375,indo,300389057,"['punjab', 'vocabulary', 'sikh', 'general', 'punjabi', 'grammar', 'hindi', 'panjabi', 'language', 'urdu', 'gurmukhi']",0.618
3376,indo,300445659,"['vernacular', 'around', 'general', 'bce', 'indo', 'century', 'pra', 'middle', 'prakrit', 'language', 'aryan', 'india']",0.817
3377,indo,300445660,"['word', 'transliterated', 'vernacular', 'indo', 'century', 'several', 'pra', 'version', 'middle', 'prakrit', 'language', 'aryan']",0.829
3378,indo,300389150,"['indo', 'romany', 'romani', 'people', 'language', 'rom', 'aryan']",0.615
3379,indo,300443579,"['european', 'spoken', 'indo', 'primarily', 'slavonic', 'descendant', 'slavic', 'people', 'language']",0.882
3380,orientals,300443579,"['european', 'spoken', 'indo', 'primarily', 'slavonic', 'descendant', 'slavic', 'people', 'language']",
3381,oriental,300443579,"['european', 'spoken', 'indo', 'primarily', 'slavonic', 'descendant', 'slavic', 'people', 'language']",
3382,colored,300429301,"['mourning', 'loop', 'deceased', 'arm', 'around', 'individual', 'band', 'upper', 'armband', 'commemorate', 'fabric', 'worn']",0.581
3383,colored,300391224,"['table', 'lit', 'eve', 'advent', 'wreath', 'sunday', 'optionally', 'christmas', 'candle', 'four']",0.456
3384,colored,300379832,"['dating', 'quarried', 'creamy', 'stone', 'miocene', 'leccese', 'golden', 'italy', 'city', 'limestone', 'lecce', 'salento', 'pietra']",0.602
3385,colored,300375431,"['indica', 'indian', 'drupe', 'greatly', 'specie', 'bce', 'mango', 'fruit', 'weighing', 'assam', 'pound', 'mangifera', 'common', 'plum', 'domesticated', 'india']",0.716
3386,colored,300375023,"['smithii', 'blanco', 'flower', 'shed', 'palo', 'striking', 'prima', 'cybistax', 'primavera', 'specie', 'mexico', 'crown', 'firm', 'shaped', 'white', 'duranga', 'donnell', 'cover', 'mahogany', 'tabebuia', 'vera', 'inlaying', 'trumpet']",0.721
3387,colored,300404150,"['altocumulus', 'lamina', 'partly', 'corona', 'patch', 'roll', 'pass', 'moon', 'cloud', 'sun', 'diffuse']",0.506
3388,colored,300250193,"['referring', 'robust', 'streamlined', 'specie', 'taper', 'body', 'plural', 'tuna', 'fish', 'genus', 'individual', 'tunnyfishes', 'singular', 'crescent', 'thunnus', 'different', 'tunny', 'able', 'blooded', 'tail', 'forked']",0.758
3389,colored,300261234,"['iridescent', 'shallow', 'referring', 'baltic', 'variety', 'oily', 'silvery', 'streamlined', 'headed', 'herring', 'sea', 'plural', 'clupea', 'genus', 'individual', 'singular', 'multiple', 'variously', 'small']",0.761
3390,colored,300310641,"['phoenicopteridae', 'ciconiiformes', 'flamingo', 'long', 'previously', 'downturned', 'winged', 'legged', 'family', 'necked', 'wading', 'bird']",0.572
3391,colored,300435309,"['anisoptera', 'damselfly', 'fly', 'veined', 'membranous', 'zygoptera', 'dragon', 'pair', 'dragonfly', 'aerial', 'wing', 'suborder', 'freshwater']",0.547
3392,colored,300252276,"['multicolored', 'genus', 'fratercula', 'cliff', 'puffin', 'compressed', 'parrot', 'offshore', 'laterally', 'breeding', 'grooved', 'monastic', 'sea', 'bottlenose', 'diving']",0.6
3393,colored,300266502,"['thrush', 'male', 'genus', 'bluebird', 'breast', 'chat', 'bird', 'le', 'brightly', 'blue', 'coloration', 'sialia', 'female']",0.603
3394,colored,300410248,"['mating', 'decaying', 'pharomachrus', 'specie', 'trogon', 'quetzalcoatl', 'mocinno', 'plume', 'guatemalan', 'lush', 'vibrantly', 'quetzal', 'stump', 'resplendant']",0.619
3395,colored,300252337,"['tentatcles', 'digestive', 'anemone', 'polyp', 'order', 'anemonies', 'actinaria', 'coelenterate', 'budding', 'fission', 'stinging', 'actiniaria', 'sea', 'invertebrate', 'terrestrial']",0.639
3396,colored,300310179,"['cypraeoidea', 'suddenly', 'cowrie', 'shell', 'ovulidae', 'withdraw', 'cypraeacea', 'mantle', 'touched', 'brilliantly', 'superfamily', 'cypraeidae', 'confuse']",0.609
3397,colored,300256337,"['fly', 'hummingbird', 'securing', 'smallest', 'family', 'backwards', 'wing', 'humming', 'bird', 'hummer', 'hover', 'body', 'bladelike', 'trochilidae', 'muscled']",0.585
3398,colored,300183871,"['board', 'six', 'slightly', 'ply', 'thicker', 'eight', 'stiffer', 'thickness', 'railroad', 'poster']",0.534
3399,colored,300263269,"['orleans', 'indian', 'carnival', 'london', 'masquerade', 'black', 'toronto', 'brooklyn', 'masker', 'haiti', 'nation', 'vividly']",0.611
3400,colored,300263291,"['constrasting', 'glued', 'builder', 'proposed', 'model', 'strip', 'alternating', 'checkerboard', 'distinguish', 'edge', 'sectional']",0.655
3401,colored,300261825,"['leather', 'cordwain', 'spanish', 'goatskin', 'solely', 'nonporous', 'tanned', 'outer', 'rump', 'vegetable', 'pigskin', 'horsehide', 'curried', 'cordovan', 'cordova']",0.723
3402,colored,300265241,"['gem', 'utilizing', 'differently', 'work', 'coupled', 'pietra', 'visual', 'commessi', 'dura', 'individually', 'commesso']",0.693
3403,colored,300252278,"['seabird', 'bill', 'fratercula', 'burrow', 'arctica', 'specie', 'puffin', 'arctic', 'deep', 'plumage', 'coast', 'atlantic', 'brightly', 'nest']",0.488
3404,colored,300263572,"['law', 'leather', 'buckram', 'book', 'binding', 'legal', 'expensive', 'sheepskin', 'sheep', 'calf', 'superceded']",0.653
3405,colored,300390937,"['burnt', 'coal', 'oxidation', 'washed', 'gangue', 'mining', 'percentage', 'heap', 'waste', 'pyrite']",0.56
3406,colored,300310660,"['facial', 'referring', 'relatively', 'patch', 'parrot', 'tropical', 'colorful', 'macaw', 'large', 'beak', 'featherless']",0.735
3407,colored,300435263,"['attractive', 'shell', 'genus', 'colored', 'strongly', 'often', 'large', 'nodipecten', 'thick', 'scallop']",0.745
3408,colored,300311499,"['ware', 'porcelain', 'cane', 'work', 'bamboo', 'wedgwood', 'carved', 'invented', 'visual', 'biscuit', 'bambooware', 'woven']",0.588
3409,colored,300010730,"['marble', 'colored', 'stone', 'tile', 'squarish', 'piece', 'tessera', 'making', 'mosaic', 'small', 'glass', 'component']",0.635
3410,colored,300311590,"['armenian', 'earth', 'hydrated', 'foundation', 'gold', 'mixture', 'ocher', 'bole', 'red', 'silicate', 'least', 'natural']",0.79
3411,colored,300438439,"['arrowhead', 'varies', 'patterning', 'métis', 'fingerwoven', 'fléchés', 'assumption', 'sash', 'québec', 'fléché', 'ceintures', 'ceinture', 'arrow', 'assomption', 'yarn']",0.675
3412,colored,300265323,"['aloha', 'hula', 'surfing', 'hawaiian', 'outrigger', 'tourist', 'peaked', 'shirt', 'popularity', 'dancer', 'fabric']",0.456
3413,colored,300264568,"['air', 'tight', 'balloon', 'toy', 'lighter', 'rubber', 'largr', 'inflated', 'fictional', 'lifelike', 'handled']",0.529
3414,colored,300053915,"['superseded', 'cuerda', 'technique', 'seca', 'tile', 'intermingling', 'employed', 'prevented', 'pottery', 'involved', 'ridge', 'impressing', 'cuenca']",0.737
3415,colored,300193779,"['worsted', 'requires', 'carried', 'carpet', 'brussels', 'heavy', 'body', 'yarn', 'pattern', 'multiframed', 'picked']",0.673
3416,colored,300417882,"['alternately', 'twisted', 'chine', 'weave', 'crêpe', 'raw', 'yarn', 'weft', 'crepe', 'normal', 'chain', 'two']",0.539
3417,colored,300411513,"['earth', 'interspersed', 'rubble', 'parterre', 'broderie', 'pruned', 'geometrically', 'planted', 'lawn', 'boxwood', 'space', 'garden']",0.564
3418,colored,300178452,"['initial', 'size', 'tone', 'imprimatura', 'paint', 'wash', 'provide', 'applied', 'glaze', 'top', 'layer', 'ground', 'veil']",0.674
3419,colored,300127198,"['effect', 'filter', 'image', 'dimensional', 'anaglyph', 'three', 'photograph', 'stereoscopic', 'viewed', 'contrasting', 'produce']",0.737
3420,colored,300128349,"['photoprints', 'process', 'black', 'print', 'result', 'toning', 'white', 'hue', 'composed', 'support', 'photographic', 'photograph', 'discoloration', 'tone']",0.845
3421,colored,300264818,"['literati', 'required', 'deliberately', 'adversity', 'bamboo', 'ink', 'integrity', 'emphasizing', 'calligraphy', 'subtly', 'brushwork']",0.734
3422,colored,300419346,"['brass', 'wax', 'collecting', 'work', 'creating', 'memorial', 'visual', 'rubbing', 'monumental', 'plaque', 'transfer', 'hobby']",0.659
3423,colored,300138684,"['process', 'shaped', 'stone', 'regularly', 'method', 'piece', 'pattern', 'durable', 'mosaic', 'picture', 'glass', 'decorating']",0.681
3424,colored,300227774,"['worsted', 'wool', 'graphed', 'woolwork', 'supply', 'work', 'victorian', 'berlin', 'phenomenon', 'yarn', 'pattern', 'canvas', 'wook', 'chart']",0.675
3425,colored,300053436,"['stencil', 'technique', 'print', 'colored', 'pochoir', 'illustration', 'hand', 'printed', 'series', 'monochrome', 'adding', 'using']",0.704
3426,colored,300233407,"['effect', 'laminating', 'technique', 'mokume', 'colored', 'together', 'metal', 'decorative', 'alloy', 'different', 'produce']",0.772
3427,colored,300046090,"['especially', 'colored', 'child', 'beany', 'skullcap', 'collegian', 'often', 'round', 'beanie', 'brightly', 'small', 'worn']",0.779
3428,colored,300435261,"['pedro', 'alebrijes', 'mâche', 'fantastical', 'linares', 'alebrije', 'papier', 'creature', 'mexican', 'imade', 'art', 'attributed']",0.567
3429,colored,300262587,"['mbenge', 'izi', 'fabricated', 'dish', 'grass', 'imbenge', 'basketry', 'recent', 'wire', 'zulu', 'foodstuff', 'telephone', 'lid']",0.514
3430,colored,300041515,"['green', 'japanese', 'benizuri', 'rather', 'print', 'suri', 'hand', 'colored', 'usually', 'printed', 'zuri', 'red', 'beni']",0.767
3431,colored,300025345,"['make', 'paper', 'dominotier', 'profession', 'france', 'hand', 'printed', 'decorative', 'example', 'block', 'dominotiers', 'wallpaper']",0.699
3432,colored,300018988,"['although', 'compete', 'lithograph', 'kalighat', 'depicted', 'demonstrates', 'pilgrim', 'watercolor', 'inexpensively', 'calcutta']",0.739
