term,mean_rm,mean_wm
moor,0.5899883361484008,0.5669848181286191
moors,0.5866053611601104,0.5417291232885614
mulatto,0.528994384743039,0.48954026585700783
mulattoes,0.6466241735773764,0.5736202402482601
mulattos,0.6954169541713324,0.5042350721067
métis,0.555863534919212,0.5471080337885298
native,0.7686473121220819,0.6720852046565676
natives,0.7828578443911922,0.6946363158031628
negro,0.5214846208454883,0.5164242855771052
negroes,0.6761092396881144,0.6560685481353973
negros,0.5640907683620735,0.5678705141194549
oriental,0.6365211026399895,0.6282498401408895
orientals,0.578202332077258,0.5934675462706542
page,0.5541987255687894,0.6540306075278413
pages,0.5692575891998254,0.6708282240211929
primitive,0.7004403921273398,0.6563787095193219
primitives,0.7152041048279842,0.6618916709503601
primitivism,0.7173728925569383,0.6418389224572255
pygmy,0.6018558329791812,0.5801367140599873
pygmys,nan,nan
queer,0.6161652477369344,0.5989045518960517
queerer,0.7438624794369332,0.7095218608268952
queerest,0.438020641475362,0.363676722185294
queers,0.5629178531005329,0.5375546047262795
race,0.4713560078555688,0.508526616458749
races,0.5649755444709036,0.577745308651071
retarded,0.7758795491689728,0.6538566647493089
roots,0.0,0.5867515390419248
second world,0.7164951394014827,0.7450576583835982
servant,0.5695900108773081,0.49150981049215425
servants,0.6746302526600784,0.6247275879238621
slave,0.6359193563694036,0.5753941471013624
slaves,0.6756377621696757,0.5885189565147815
southern rhodesia,0.6334564534247099,0.6624123933806991
third world,0.6843591950290502,0.7785568751022061
traditional,0.6341824435042472,0.6129974803806457
traditionals,nan,nan
trans,0.6346823106732843,0.6509146930350846
transs,nan,nan
transvestite,0.6359297334476591,0.6136405925676337
transvestites,0.6451347966596013,0.5984371681496489
tribe,0.6807863806675277,0.5986762929095767
tribes,0.7448584451506997,0.6685548792396987
western,0.7372316209707452,0.5635663072867467
westerns,0.6964251266431127,0.6006431613179966
white,0.6267925611097789,0.6578609471494369
whiter,0.5477216147648178,0.5915811905290295
whites,0.6248851721262764,0.6406073241508498
whitest,0.4405129537213948,0.4674896842860764
