,term,entity_id,text_1,text_2,text_3,text_4,text_5
21,barbarian,Q59582349,The Balkans during the reign of Justinian : barbarian invasions and imperial responses,,['doctoral thesis by Alexander Constantine Sarantis'],['thesis'],[]
22,barbarian,Q4388317,Conversation with a Barbarian: Interviews with a Chechen Field Commander on Banditry and Islam,,['book'],['written work'],[]
23,barbarian,Q99691584,"Warfare and Society in the Barbarian West, 450–900",,['book published in 2003'],['book'],[]
24,barbarians,Q112333158,New Order Of Barbarians,,"['transcription of Dr. Richard Day’s 1969 remarks about implementation of the “New World System""']",['lecture'],[]
25,barbarians,Q113577293,"Greeks, Romans and Barbarians: spheres of interaction, by Barry Cunliffe",,['book review published in Archaeologia Cambrensis in 1990'],['book review'],[]
26,barbarians,Q97394741,"Greeks, Romans and Barbarians: Spheres of Interaction",,['book published in 1988'],['book'],[]
27,barbarians,Q89943967,Branding Barbarians: A Study into the Use of Renewable Heritage Tourism Destinations as Platforms for Decolonial Options,,['thesis'],['doctoral thesis'],[]
28,barbarians,Q59624039,Narrative point of view in translation : a systemic functional analysis of the Arabic translations of J.M. Coetzee's 'Waiting for the Barbarians',,['doctoral thesis by Komail Hussain H. Al Herz'],['thesis'],[]
29,batavia,Q38164557,Batavia Shipwreck Site and Survivor Camps Area 1629 - Houtman Abrolhos,,['historic national heritage site in Geraldton WA'],['historical cultural heritage site'],[]
30,batavia,Q5453284,First Methodist Church of Batavia,,"['church building in Illinois, United States of America']",['church building'],[]
31,batavia,Q95690836,Deli-Batavia Maatschappij,,,"['business', 'enterprise', 'colonial society', 'plantation']",[]
32,batavia,Q5881001,Holland Land Office,,"1815 building in Batavia, New York, that housed the offices of the company that oversaw the development of Western New York",['office building'],[]
33,batavia,Q106494090,Deli-Batavia Rubber Maatschappij,,,"['organization', 'business', 'colonial society', 'plantation']",[]
34,batavia,Q106651867,Batavia-Arak Maatschappij,['N.V. Batavia-Arak Maatschappij'],['business; colonial society'],"['business', 'colonial society']",[]
36,batavia,Q42335755,"SCAPIN-1591: Establishment And Operation Of A Direct Radiotelegraph Circuit Between Tokyo, Japan, And Batavia, Netherlands East Indies",['SCAPIN-1591'],['order by Supreme Commander for the Allied Powers'],['Supreme Commander for the Allied Powers Instruction Note'],[]
37,batavia,Q850526,Betuwe,"['Batavia', 'Insula Batavorum']",['historical and geographical region in the Netherlands'],['geographic region'],[]
38,batavia,Q7888253,United Methodist Church of Batavia,,"['church building in Batavia, United States of America']",['church building'],[]
40,berber,Q25185697,Category:Berber-speaking countries and territories,,['Wikimedia category'],['Wikimedia category'],[]
41,berber,Q21039444,Suakin-Berber Railway,,['short-lived military project that never reached completion'],[],[]
42,berber,Q7598268,Standard Moroccan Berber,"['Standard Moroccan Tamazight', 'zgh', 'Standard Moroccan Amazigh']","['standardised form of Berber language of Morocco (including all regional accents), written in Tifinagh alphabet']","['language', 'modern language']",['Northern Berber']
44,berber,Q4891027,Berber Arabic alphabet,,['Arabic-based alphabet for various Berber languages in the Middle Ages; in modern times mostly supplanted by Tifinagh or Latin-based orthographies'],['Arabic script based alphabet'],[]
46,berber,Q110516589,Algerians and North Africans in New Caledonia: historical anthropology of the Arab-Berber community from 1864 to the present day,,['Book'],"['book', 'written work']",[]
47,berber,Q404150,Amazighe flag,"['Berber flag', 'Amazigh flag']",['national flag used by many Amazighe populations in North Africa'],['flag'],[]
48,berber,Q61053330,Standard Algerian Berber,,['language'],['language'],['Northern Berber']
49,berber,Q1071266,Berber Spring,,"['period of political protest and civil activism in 1980, claiming recognition of the Berber identity and language in Algeria']",['rebellion'],[]
51,berber,Q16936691,Sheliff Basin Berber,,['Berber variety of Algeria'],['language variety'],['Western Algerian Zenatic']
53,berber,Q112870992,"An overview of sugar culture in Morocco, particularly within a Berber community in Rastabouda",,"[""2007 master's thesis by Georgia-Rose Travis at University of Canterbury""]","[""master's thesis""]",[]
54,berbers,Q793201,Berber calendar,,agricultural calendar traditionally used by Berbers,['calendar'],['Julian calendar']
55,berbers,Q2712462,traditional Berber religion,,set of beliefs and deities adhered to by the ancient Berbers,['religion'],[]
56,berbers,Q13275088,Category:NA-importance Berbers articles,,['Wikimedia category'],['Wikimedia category'],[]
57,berbers,Q8885542,Category:Unknown-importance Berbers articles,,['Wikimedia category'],['Wikimedia category'],[]
58,berbers,Q8603939,Category:Low-importance Berbers articles,,['Wikimedia category'],['Wikimedia category'],[]
59,berbers,Q8509640,Category:High-importance Berbers articles,,['Wikimedia category'],['Wikimedia category'],[]
60,black,Q105958972,Notable Black American Women,,['reference book'],['biographical dictionary'],[]
61,black,Q1501447,Black Legend (Spain),"['Spanish Black Legend', 'Leyenda Negra']",['supposed tendency in historical writing demonising Spain and the Spanish Empire'],['aspect of history'],['black legend']
63,black,Q106830522,Racism against Black Americans,,['Racism against US citizens of African descent'],[],[]
64,black,Q365539,Black Canadians,"['African Canadians', 'Canadians of African ethnicity', 'Afro-Canadians']",['racial or ethnic group in Canada with African ancestry'],"['ethnic group', 'ethnic group']","['Canadians', 'Black people']"
65,black,Q388315,African Brazilian,"['Black Brazilian', 'Afro Brazilian']",['racial or ethnic group of Brazilians with African ancestry'],['ethnic group'],"['Black people', 'Afro Latin Americans']"
66,black,Q20251258,Afro-Finns,"['Black Finns', 'Black African immigration to Finland', 'Black Africans in Finland', 'Finnish people of Black African descent']",['racial or ethnic group in Finland with Black African ancestry'],['ethnic group'],"['Black people', 'demographics of Finland', 'Black Europeans of African ancestry']"
71,black,Q3779980,Maafa,"['Black Holocaust', 'African Holocaust', 'Holocaust of Enslavement']",['demographic history related to the enslaving of Black Africans'],['genocide'],[]
73,black,Q86309895,Category:Black (human racial classification),,['Wikimedia category'],['Wikimedia category'],[]
74,black,Q86735,Afro-Germans,"['Black Germans', 'Imperial Negroes']",['racial or ethnic group in Germany with African ancestry'],['ethnic group'],"['Germans', 'Black people']"
75,blacker,Q19078870,"Blacker, Valentine (DNB00)",,['entry in Dictionary of National Biography'],['biographical article'],[]
76,blacker,Q107431542,"An Introduction to the Literature of Vertebrate Zoology: Based Chiefly On the Titles in the Blacker Library of Zoology, the Emma Shearer Wood Library of Ornithology, the Bibliotheca Osleriana and Other Libraries of Mcgill University, Montreal",,"['bibliography published in London: Oxford University Press, H. Milford, 1931']","['version, edition, or translation', 'bibliography']",[]
77,blacker,Q108837781,The Blacker the Ink: Constructions of Black Identity in Comics and Sequential Art,,['book edited by Frances Gateward and John Jennings'],['book'],[]
78,blacker,Q19048093,"Vignoles, Charles Blacker (DNB00)",,['entry in Dictionary of National Biography'],['biographical article'],[]
79,blacker,Q21483330,"Blacker, George (DNB00)",,['entry in Dictionary of National Biography'],['biographical article'],[]
80,blacker,Q66765178,"Blacker, Valentine",,['entry in Dictionary of Indian Biography'],['biographical article'],[]
81,blacks,Q19039958,"'Slavery, Blacks and the priesthood'",,,['oration'],[]
82,blacks,Q23900409,Giessen Blacks,['Germanic League'],"['radical fraternity movement in Giessen, Germany']",['Burschenschaft'],[]
83,blacks,Q60791206,The Identity Question: Blacks and Jews in Europe and America,['The Identity Question'],['book by Robert Philipson'],['non-fiction work'],[]
84,blacks,Q11678010,The Association to Stop Racism Against Blacks,,['Japanese civil rights organization'],[],[]
85,blacks,Q109437266,"Minor transethnicity: Chinese, First Nations, and Blacks in multilingual Chinese Canadian fiction",,['dissertation by Yan Lu'],['doctoral thesis'],[]
86,bombay,Q56344527,"Convocation Addresses of the Universities of Bombay and Madras/Part 2/E. B. Powell, Esq., M.A.",,['Second Convocation Address of the University of Madras'],['article'],[]
87,bombay,Q27069096,John Bellasis,,1747-1808; Alternative names: John Bellas; Titles or roles: major-general and commander of the forces at Bombay,['human'],[]
88,bombay,Q107055858,The Burning Sun,"['Hong Kong Baptist University Library Digital Scholarship Services', 'Documentary Film Reviews']",Social Development  Synopsis from the Films Division of India:  A film about the living conditions of slum dwellers in the city of Bombay.,['document'],[]
89,bombay,Q63155583,Frederick Ayrton,,"Frederick Ayrton (1812-1873) 1835 Frederick Ayrton of Bombay City and presently residing at 13 Bulstrade Street and studying under William Brunton, be...",['human'],[]
90,bombay,Q93703518,"Delimitation of Council Constituencies (Maharashtra) Order, 1951",,"Original name Delimitation of Council Constituencies (Bombay) Order, 1951; name changed by S.O. 563 (E) dated 6 August 1997","['proclamation', 'delegated legislation']",[]
91,bombay,Q2627082,Bombay State,"['Bombay Province', 'province of Bombay', 'Mumbai State', 'state of Bombay', 'state of Mumbai', 'Mumbai Province', 'province of Mumbai']",['former state of India'],"['state of India', 'province of India', 'former administrative territorial entity']",[]
95,bombay,Q107055692,Bombay: Our City,"['Hong Kong Baptist University Library Digital Scholarship Services', 'Documentary Film Reviews']","[""A documentary feature on the daily battle for survival of Bombay's slum-dwellers and the insularity of its elite.""]",['document'],[]
97,burma,Q4765854,Shan States,['British Shan States'],"historic (1885-1948) name for Minor Kingdoms (analogous to Princely state of British India) ruled by Saopha (similar to Thai royal title Chao Fa Prince/Princess) in areas of today's Burma, China, Laos and Northern Thailand from c.1215 to c.1959","['historical country', 'petty kingdom']",['historical country']
98,burma,Q7675176,Tagaung Kingdom,,ancient Burmese city-state in Northern Burma,[],[]
99,burma,Q865714,Burmese name,,naming system of Burma/Myanmar,[],"['full name', 'anthroponym from a specific origin']"
100,burma,Q67700201,"LORD MOUNTBATTEN INSPECTS BRITISH 36TH DIVISION AREA, CENTRAL BURMA ; STRENGTHENING BRIDGE, CHAWKMOW, BURMA (NAID 17303)",,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[]
101,burma,Q99584857,Elephants and Empire in Colonial Burma: Exhibiting Historical Photographs in Myanmar and the UK,,['AHRC Research Grant (2016)'],"['research grant', 'research project']",[]
102,burma,Q2376315,British rule in Myanmar,"['British Myanmar', 'British Burma', 'British occupation of Myanmar']",['1824–1948 British colonial rule on Burma'],"['historical country', 'vassal state', 'colony', 'dominion of the British Empire']",[]
104,burma,Q67687938,"JAPANESE PRISONERS, MYITKYINA, BURMA ; RIVER CROSSING DURING EVACUATION, KAWOLIN, BURMA ; HINDUS CELEBRATE ECLIPSE, CALCUTTA, INDIA ; MARSHAL WEI (NAID 15450)",,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[]
105,burma,Q67698557,"CREMATIONOF HINDU SOLDIER, PAUBATIN (?), NEAREST SPELLING PAUNGBYIN, BURMA ; CAPTURE OF JAPANESE SEA MINE, MANAWA, BURMA ; DE GAULLE VISITS COLMAR, FRANCE (NAID 17118)",,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[]
106,burma,Q3446298,Mon kingdoms,,political establishments by the Mon-speaking people that ruled large sections of present-day Burma (Myanmar) at various times between c.800–c.1757,['historical country'],[]
107,calcutta,Q51520313,"Posthumous papers bequeathed to the honorable the East India company, and printed by order of the government of Bengal ..",,"Calcutta :Bishop's College Press,1847-1848. | Multiple institutions",['publication'],[]
108,calcutta,Q107058893,"Setting up of Production Centres at Bombay, Calcutta, Madras and New Delhi for Production of T.V. films","['Hong Kong Baptist University Library Digital Scholarship Services', 'Archival Documents of Official Film']","['This folder contains 4 documents. These documents are mainly about statement of the queries and the reply furnished by the Films Division/TV Centre in Delhi; Proposal for setting up of Centres at Bombay,  …']",['document'],[]
109,calcutta,Q67687938,"JAPANESE PRISONERS, MYITKYINA, BURMA ; RIVER CROSSING DURING EVACUATION, KAWOLIN, BURMA ; HINDUS CELEBRATE ECLIPSE, CALCUTTA, INDIA ; MARSHAL WEI (NAID 15450)",,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[]
110,calcutta,Q107058759,[Response to Letter on March 26 1973 on Setting up of Regional Production Centres at Calcutta and Madras by Diverting A Part of Documentary Production Work from Bombay to These Two Centres],"['Hong Kong Baptist University Library Digital Scholarship Services', 'Archival Documents of Official Film']","['This folder has 6 documents that are about the decentralisation of documentary and short film production of the FD by setting up of regional production centre of the FD at Calcutta and Madras, and the  …']",['document'],[]
112,calcutta,Q51416687,On the importance of larval characters in the classification of mosquitoes,,"Calcutta,Office of the superintendent of government printing, India,1906. | Smithsonian Libraries View Book",['publication'],[]
113,calcutta,Q107058892,"Proposal for Setting up 4 Centres at New Delhi, Bombay, Calcutta and Madras, for Production of TV films","['Hong Kong Baptist University Library Digital Scholarship Services', 'Archival Documents of Official Film']","['This folder contains 4 documents. These documents are mainly about statement of the queries and the reply furnished by the Films Division/TV Centre in Delhi; Proposal for setting up of Centres at Bombay,  …']",['document'],[]
114,caucasian,Q29008195,"Cutaneous responses to topical methyl nicotinate in black, oriental and caucasian subjects",,['final grant report published in 1987'],['report'],[]
115,caucasian,Q65353181,"Differences in Ovarian Reserve Markers and Vitamin D Between Infertile Indian, Arabian and Caucasian Population",,['clinical trial'],['clinical trial'],[]
116,caucasian,Q64677140,A Trial Investigating the Possible Difference in Development of Type 2 Diabetes Between Caucasian and Japanese Subjects,,['clinical trial'],['clinical trial'],[]
117,caucasian,Q67125520,Comparison of Calcium Metabolism in Caucasian and Asian Postmenopausal Women of Chinese Descent and the Use of Strontium as a Qualitative Marker of Calcium Metabolism,,['clinical trial'],['clinical trial'],[]
118,caucasian,Q65090850,Caucasian Hunter-Gatherer,,['anatomically modern human genetic lineage identified in 2015'],[],[]
119,caucasian,Q7129609,Caucasian,"['Caucasoid', 'Europid', 'a white person', 'white people']",['outdated classification of humans'],['race (human categorization)'],['human']
120,caucasian,Q64725228,A Bridging Trial Comparing Sugammadex (Org 25969) at Reappearance of T2 in Japanese and Caucasian Participants. Part A: Japanese Participants (P05956),,['clinical trial'],['clinical trial'],[]
121,caucasian,Q65470762,A Bridging Trial Comparing Sugammadex (Org 25969) at Reappearance of T2 in Japanese and Caucasian Participants. Part B: Caucasian Participants (P05971),,['clinical trial'],['clinical trial'],[]
122,caucasians,Q64336553,Angle Closure (Glaucoma) in Caucasians,,['clinical trial'],['clinical trial'],[]
123,colored,Q111734197,Dorothy Dorothy Photograph Collection,,black-and-white photographic prints and negatives as well as colored transparencies of Dorothy Dorothy from approximately 1910 - 1985,['photo archive'],[]
124,colored,Q2722041,copper,"['copper color', 'copper colour', 'copper-colored', 'copper-coloured']",['reddish brown color'],['color'],['color']
125,colored,Q110699729,square,,one of the black- or white-colored spaces of a chessboard,[],['square']
126,colored,Q1627085,honey,['honey-colored'],"['color of honey, similar to the color of amber']",['color'],"['color', 'brown']"
127,colored,Q87069490,ombré and sombré hair,"['gradient colored hair', 'gradient coloured hair', 'ombré', 'ombre hair', 'sombré', 'shatush']","['the blending of one hair color hue to another, usually moving tints and shades from light to dark']",['technique'],"['multicoloured hair', 'hair coloring']"
128,colored,Q599820,muumuu,,"loose dress, usually brightly colored or patterned, worn especially by Hawaiian women, or as a housecoat",[],"['dress', 'housecoat']"
129,colored,Q3402019,llawt'u,"['llauto', 'llautu', 'llawthu']","outfit of the ruling Sapa Incas: variety of turban with the colours of the Tahuantinsuyo, traditionally woven from the wool of the vicuña with different-colored plaits; had a stripe of wool called the maskapaycha with a symbol of the quriqinqi",[],['turban']
130,colored,Q67085833,colored vinyl,['coloured vinyl'],"['use with P1552 to indicate that a vinyl record is anything other than black in color; qualify with P5422, P462 where applicable']",['quality'],[]
131,coolie,Q3568519,William Cooley,['William Coolie'],['Florida Pioneer'],['human'],[]
132,coolie,Q4036526,Coolie itch,,['medical condition'],[],['acarodermatitis']
133,coolies,Q114655389,Fight of Coolies,,,['drawing'],[]
134,coolies,Q7727562,The Coolies,,['US musical group'],['musical group'],[]
135,coolies,Q23758885,Coolies Round the Food Vendor's Stall,,['painting by George Chinnery'],['painting'],[]
136,coolies,Q104308634,Scartlea,,"townland in Coolies, County Kerry, Ireland",['townland'],[]
137,descent,Q640624,Areal feature,,linguistic feature arising through language contact rather than common descent,[],[]
138,descent,Q30588174,prestack,,fibered category satisfying full and faithful (but not necessarily effective) descent,[],['fibered category']
139,descent,Q56457535,On the relation of imperfect functioning of the testis to imperfect descent,,['doctoral thesis'],['doctoral thesis'],[]
140,descent,Q16950364,Maltese in Egypt,,"We all take very strong exception to Maltese-Egyptians as our Nationality. We were definitely recognised, even by the Egyptian Government as British Subjects of Maltese descent.",['ethnic group'],[]
141,descent,Q64335784,"A Study To Investigate Palbociclib (PD-0332991) Pharmacokinetics In Healthy Subjects Of Japanese Descent Relative To Healthy Non-Asian Subjects, And To Determine If Changes In Palbociclib Dose Result In Proportional Changes In Palbociclib Plasma",,['clinical trial'],['clinical trial'],[]
142,developing nations,Q1144513,G20 developing nations,,['trade negotiations bloc of 20+ developing nations'],['geopolitical group'],[]
144,developing nations,Q110867855,Robert E. Marshak Lectureship,['Marshak Lectureship'],travel support award for physicists from developing nations or Eastern Europe,['award'],[]
145,developing nations,Q67620122,VICE PRESIDENT HUBERT HUMPHREY ON URBAN DEVELOPMENT IN DEVELOPING NATIONS (NAID 125481),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[]
146,disabled,Q92273135,A Balanced Reach Training Platform to Address Balance Disorders in Older and Neurologically Disabled Veterans,,['clinical trial'],['clinical trial'],[]
147,disabled,Q105974436,disability and climate change,"['Climate change and disability', 'Effects of climate change on the disabled']",['intersectional topic related to the effects of climate change on those with disability'],['principle'],[]
148,discover,Q114345534,Discover and explain how careers in science can improve human conditions and relate these careers to the work of great national and international scientists and science educators,['B7.5.3.1.1'],"['basic 7, strand 5, sub-strand 3, content standard 1, indicator 1 for Ghana Science Basic 7 national Curriculum']",['Indicator'],['Realise how careers in science can improve life of human sand research about Ghanaian and internationally recognized scientists and science educators and model after them']
149,discover,Q112181328,Optical Technology Center,,"The Optical Technology Center is a multidisciplinary center at Montana State University, offering opportunities to learn and work together to find solutions to practical problems and to discover new applications for optical technology.","['research institute', 'research center']",[]
150,discover,Q26963042,The 2 AM Principle: Discover the Science of Adventure,,,['literary work'],[]
151,discover,Q110043630,"""Sporting Discoveries, or the Miseries of Driving:""...You Discover a New Way of Bringing Your Equipage into a Small Compass",,['watercolour by Henry Thomas Alken'],['watercolor painting'],[]
152,discover,Q110043633,"""Sporting Discoveries, or the Miseries of Driving:""... Trying a New Match you Discover That They are Not Only Alike in Color, Weight and Action, but in Disposition",,['watercolour by Henry Thomas Alken'],['watercolor painting'],[]
153,discover,Q112883671,Autoethnographic Journey to Discover the Heart and Art of My Nursing Practice,,"[""2010 master's thesis by Peter John Kimble at Victoria University of Wellington""]","[""master's thesis""]",[]
154,discover,Q110043571,"""Sporting Discoveries, or the Miseries of Driving:""...You Discover You Have Obtained a Steady One",,['watercolour by Henry Thomas Alken'],['watercolor painting'],[]
155,discover,Q110142387,[Hunting Discoveries]... Discover if you intend to do the thing well...,,['etching by Henry Thomas Alken'],"['etching print', 'print']",[]
156,discover,Q77619598,Subliminal Influence: Discover The Power of Positive Thinking and Mental Reprogramming,,"[""book by D'Vaughn Bell""]",['literary work'],[]
157,discover,Q110043626,"""Sporting Discoveries, or the Miseries of Driving:""... Up and Down, or the Endeavor to Discover Which Way Your Horse is Inclined to Come Down, Backwards or Forwards",,['watercolour by Henry Thomas Alken'],['watercolor painting'],[]
158,dwarf,Q5871,white dwarf,['degenerate dwarf'],['type of stellar remnant composed mostly of electron-degenerate matter'],"['spectral class', 'stellar evolution', 'astronomical object type', 'physical theory']","['dwarf star', 'compact star', 'massive compact halo object']"
160,dwarf,Q17480821,fictional brown dwarf,,['brown dwarf that only exists in a fictional universe'],[],['fictional astronomical object']
162,dwarf,Q5656368,Dwarf elephant,,"['prehistoric elephant species, compare Q2605305']",['organisms known by a particular common name'],[]
163,dwarf,Q82228624,US 3871,,white dwarf in the constellation Aries,"['white dwarf', 'blue object']",[]
164,dwarf,Q66311406,Dwarf,,['fictional species in the Marvel Cinematic Universe'],['fictional humanoid species'],['fictional extraterrestrial']
165,dwarf,Q3406262,Dwarf galaxy problem,,['the fact that the number of observed dwarf galaxies is orders of magnitude lower than expected from numerical cosmological simulations'],[],[]
167,dwarf,Q5178691,WISE 1405+5534,['WISEPC J140518.40+553421.4'],brown dwarf in the constellation Ursa Major,"['brown dwarf', 'infrared source']",[]
168,dwarfs,Q3138431,"timeline of white dwarfs, neutron stars, and supernovae",,['chronological list of developments in knowledge and records'],['timeline'],[]
169,dwarfs,Q16999315,That's the Short and Long of It,,extended play by Tall Dwarfs,['extended play'],[]
170,dwarfs,Q1684335,Dwarfs and pygmies in ancient Egypt,,['cultural treatment of dwarfs and pygmies in ancient Egypt'],[],[]
172,dwarfs,Q111807950,four dwarfs support the sky,"['A665.2.1.2', 'A665.2.1.2. Four dwarfs support the sky.']","[""narrative motif documented in Thompson's Motif-Index of Folk-Literature""]","['narrative motif', 'motif']",[]
174,dwarfs,Q3335212,Dwarfs,,['humanoid race in the Discworld fictional universe'],['character race'],['dwarf in a work of fiction']
175,dwarves,Q5790640,Creation of the Dwarves,,,['fictional occurrence'],[]
176,dwarves,Q8448234,Category:Fictional dwarves,,['Wikimedia category'],['Wikimedia category'],[]
177,eskimo,Q65951655,Sarqaq,,"Pre-Columbian Eastern Eskimo styles, Eskimo (culture or style), [Pre-Columbian Arctic and Subarctic styles], Pre-Columbian North American styles, [Pre-Columbian North American styles and periods], Pre-Columbian (American), Americas, The, [styles, per",[],[]
178,eskimo,Q27992,Alutiiq,"['Pacific Gulf Yupik', 'Alutiiq language']",Eskimo–Aleut language spoken in southwestern Alaska,"['language', 'modern language']","['Yupik', 'Eskimo-Aleut']"
179,eskimo,Q49637714,Eskimo Islands,,"['island in North Slope Borough, United States of America']",['island'],[]
180,eskimo,Q2268108,Independence II culture,"['Independence 2 culture', 'Independence Two culture']","Paleo-Eskimo culture that flourished in northeastern Greenland (700 BCE to 80 BCE), north and south of the Independence Fjord",['archaeological culture'],[]
181,eskimo,Q3784315,Kivalliq,"['Kivallirmiutut', 'Caribou Eskimo', 'Keewatin', 'Kivalliq dialect']",['Dialect of Eastern Canadian Inuktitut'],['dialect'],['Inuvialuktun']
182,eskimo,Q21550920,Punuk,['Punuk Culture'],"Pre-Columbian Maritime area styles, Pre-Columbian Western Eskimo styles, Eskimo (culture or style), , Pre-Columbian North American styles, , Pre-Columbian (America",['archaeological culture'],[]
183,eskimo,Q22423345,Eskimo Lakes,['Husky Lakes'],"['group of lakes in the Northwest Territories, Canada']",['group of lakes'],[]
184,eskimos,Q60474532,A Woman from the Land of Eskimos,,"['painting by Léon Cogniet (French, 1794-1880) (1980.249)']",['painting'],[]
185,eskimos,Q5339046,Edmonton Eskimos,,"['also known as Edmonton Gray Birds, a Canadian baseball team']",['baseball team'],[]
186,eskimos,Q4927438,Blond Eskimos,,['Light-haired Inuit from the Coronation Gulf area of Canada'],[],[]
187,ethnic group,Q17157099,Racial fetishism,,Sexually fetishizing a person or culture belonging to a specific race or ethnic group,[],[]
188,ethnic group,Q107182188,multicultural newspaper,,"newspaper about multicultural issues, racial equality or diversity and/or covering issues of more than one ethnic group",['newspaper genre'],['newspaper']
189,ethnic group,Q3075017,Black people in France,['African immigration to France'],racial and multi-ethnic group,['human population'],[]
190,ethnic group,Q106727146,aspect by ethnic group,['aspect by ethnicity'],,['Wikidata metaclass'],['aspect']
191,ethnic group,Q106537557,music by ethnic group,['music by ethnicity'],['overview of music and music traditions originating from distinct ethnic group'],['Wikidata metaclass'],"['aspect by ethnic group', 'music']"
193,ethnic group,Q108788952,ethnic group by residency,,['grouping of distinct ethnic groups by place of residence'],[],"['ethnic group', 'aspect in a geographic region']"
194,ethnic group,Q3704243,ethnographic group,,group that has cultural traits that make it stand out from the larger ethnic group it is a part of,[],['ethnic group']
195,ethnic groups,Q65716734,Category:Historical ethnic groups by continent,,['Wikimedia category'],['Wikimedia category'],[]
196,ethnic groups,Q112950552,One Size Does Not Fit All: Longitudinal Research into Immigrant Professionals' Perceived Lived Experience of Cross-Cultural Adjustment: A Comparative Study of Three Ethnic Groups in the New Zealand Context,,['2019 doctoral thesis by Yulia Taylor at University of Otago'],['doctoral thesis'],[]
197,ethnic groups,Q16141544,Ethnic groups in Chinese history,,['ethnicities of significance to the history of China'],[],[]
198,ethnic groups,Q3021105,ethnic groups of the United States,"['race and ethnicity in the United States', 'race in the United States', 'ethnicity in the United States']",['diverse American populations'],[],['ethnography']
199,ethnic groups,Q110645198,Ethnic groups in Indonesia by province,,['demography about ethnicities in Indonesia'],[],['ethnic group in Indonesia']
200,ethnicities,Q110645198,Ethnic groups in Indonesia by province,,demography about ethnicities in Indonesia,[],['ethnic group in Indonesia']
201,ethnicities,Q5404320,Ethnicities in Iran,,"[""polyethnic country's demography""]",['ethnic group'],[]
202,ethnicity,Q30103,minority group,"['special populations', 'minority groups', 'demographic minority', 'minority', 'minorities']","group of people by practices, race, religion, ethnicity, or other characteristics who are fewer in numbers than the main groups of those classifications",[],['group of humans']
203,ethnicity,Q7278939,Race and ethnicity in censuses,,['Ethnic identity questions on national censuses'],[],[]
204,ethnicity,Q7278941,Race and ethnicity in Colombia,,['subject'],['aspect in a geographic region'],[]
205,ethnicity,Q111972519,ethnic gender group,,social group of people who share same ethnicity and gender,[],['population group']
206,ethnicity,Q3021105,ethnic groups of the United States,"['race and ethnicity in the United States', 'race in the United States', 'ethnicity in the United States']",['diverse American populations'],[],['ethnography']
