entity_id,term,text_1,text_2,text_3,text_4,text_5,check,cannot_decide
300263109,dwerg,planeten,[],"In algemene zin is een planeet een betrekkelijk groot natuurlijk lichaam dat een baan rond de zon of een andere ster beschrijft en geen energie afkomstig van inwendige kernfusiereacties uitstraalt; een natuurlijk object dat een baan beschrijft rond een ster die geen bruine dwerg is maar groter is dan een asteroïde. In specifieke zin beantwoordt een planeet aan de volgende definitie: een object dat een baan rond de zon beschrijft, groot genoeg is om een ronde vorm te hebben gekregen door de krachten van de eigen zwaartekracht, en met een overheersende plaats in het gebied rond de beschreven baan.",,[],FALSE,FALSE
300102572,eskimo,West-Groenland Eskimo,[],,,[],TRUE,FALSE
300417373,etniciteit,biraciaal,[],"Concept met betrekking tot meer dan één afzonderlijk volk, gebaseerd op sociaal gedefinieerde eigenschappen, etniciteit, taal of cultuur. Deze term wordt gebruikt voor zowel mensengroepen als individuen.",,[],TRUE,FALSE
300263173,etnische groep,Bondjo,[],"Te gebruiken om werken te beschrijven van de gelijknamige Afrikaanse etnische groep die leeft in de Democratische Republiek Congo, de Centraal-Afrikaanse Republiek en de republiek Congo.",,[],TRUE,FALSE
300025929,etnische groep,minderheden,['minderheid'],"Te gebruiken voor kleinere groepen in een grotere samenleving die het doelwit zijn van vooroordelen of discriminatie door de meerderheid. Gebruik 'etnische groepen' voor groepen die zich onderscheiden van de meerderheid door hun nationale, religieuze, taalkundige, culturele of soms raciale achtergronden.",,[],TRUE,FALSE
300391091,gay,alcoholmeters van Gay Lussac,['alcoholmeter van Gay-Lussac'],De alcoholmeter van Gay-Lussac is een hydrometer die is uitgevonden door de Franse natuur- en scheikundige Louis Gay-Lussac. Dit instrument wordt in België en Frankrijk gebruikt voor de wettelijke bepaling van het alcoholgehalte in graden Gay-Lussac. Dit is nodig voor het bepaling van de hoogte van de accijnsheffing. Eén graad Gay-Lussac komt overeen met één volumeprocent ethanol in een vermenging van ethanol en water bij een exacte temperatuur van 15°C.,,[],FALSE,FALSE
300025926,gehandicapte,lichamelijk gehandicapten,['lichamelijk gehandicapte'],"Zij die gebukt gaan onder een lichamelijk gebrek dat hen kan beperken in hun mogelijkheden om zich aan te passen aan de eisen van het dagelijks leven, vooral wanneer beweging een rol speelt.",,[],TRUE,FALSE
300068848,handicap,drempelloos ontwerp,[],"Het maken van gebouwen bestemd voor algemene toegang of gebruik, ongeacht een eventuele handicap van de indivuele gebruiker.",,[],TRUE,FALSE
300163812,handicap,buitengewone mensen,['buitengewoon mens'],Personen die opvallen door hun handicaps of talent.,,[],TRUE,FALSE
300393250,homo,menselijk,[],De cultuur van de soort Homo sapiens.,,[],FALSE,FALSE
300265019,homoseksueel,kalosinscripties,[],"Liefdesinscripties die op sommige Oudgriekse vazen worden aangetroffen en die meestal een uiting van mannelijke homoseksuele liefde betreffen. Een kalosinscriptie heeft als vorm 'die-en-die [is] kalos,"" waarbij kalos mooi of knap betekent, met een erotische connotatie. De namen zijn in de regel die van aristocratische inwoners van Athene. De kalosinscripties die in verband kunnen worden gebracht met bekende historische figuren hebben een belangrijke rol gespeeld bij het vaststellen van de chronologie van Attische vaasschilderingen; ze werden namelijk vermoedelijk geschreven toen de betreffende persoon nog jong was. Voor vrouwen zijn ook kale-inscripties gevonden, maar de verhouding tussen kalos- en kale-inscripties is ruim 20 op 1; de vrouwen die in deze inscripties werden geprezen, waren waarschijnlijk courtisanes. Het merendeel van de kalosinscripties is tussen 550 en 450 v. Chr. geproduceerd.",,[],TRUE,FALSE
300400510,homoseksueel,LHBT,['LGBT'],"Algemene term voor de aantrekkingskrachten en gedragingen van lesbiennes, homoseksuelen, biseksuelen en transgenders/transseksuelen/travestieten.",,[],TRUE,FALSE
300251739,indiaan,oostelijke Mono,[],"Verwijst naar de cultuur van de oostelijke Mono, een indiaanse groep uit centraal Californië die een taal spreekt die behoort tot de Numic-groep van de Uto-Azteekse-familie en gerelateerd is aan Noordelijk Paiute. De oostelijke Mono, vertonen, net als de indianen van Owens Valley aan de andere kant van de bergketen, gelijkenis met hun indiaanse buren van het Grote Bekken. De oostelijke en westelijke Mono dreven vroeger handel met elkaar.",,[],TRUE,FALSE
300379660,inheems,inheemse bevolking,[],De oorspronkelijke of vroegst bekende bewoners van een kolonie of land.,,[],TRUE,FALSE
300017447,inuk,Eskimo,[],"Wordt gebruikt met betrekking tot de inheemse Arctische cultuur vóór contact met Europa. Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke, hedendaagse inheemse volkeren.",,[],TRUE,FALSE
300055999,inuk,sjamanisme,[],"Verwijst in het algemeen naar de religieuze praktijken van sommige Noord-Aziatische volkeren die geloven dat goede en slechte geesten de wereld bevolken, en dat zij via priesters, die als medium fungeren, deze geesten kunnen oproepen of met hen kunnen communiceren. Sjamanisme komt ook voor bij de voorchristelijke Lappen, de Inuit, de Prairie-Indianen van Noord-Amerika, sommige Australische Aboriginals en verschillende andere volken. De term werd oorspronkelijk gebruikt door het Tungus-volk van Siberië.",,[],TRUE,FALSE
300265219,islamiet,donatisme,[],"Geloofsleer voortvloeiend uit een schisma dat zich in circa 311 n. Chr. in Christelijk Noord-Afrika voordeed. De sekte van de donatisten ontstond door onenigheid over de verkiezing van Cæcilianus tot bisschop van Carthago. De plaatselijke bisschoppen wijdden zijn rivaal Donatus, aan wie de sekte zijn naam ontleent. De sekte werd soms vervolgd, maar bleef bestaan tot de verovering door de Islamieten gedurende de 7de en 8ste eeuw.",,[],TRUE,FALSE
300411945,kaukasisch,Noord-Kaukasisch (taalgroep),[],"Groep van twee duidelijk omschreven taalfamilies die worden gesproken in de Kaukasus, vooral in het noorden.

",,[],TRUE,FALSE
300004376,mohammedaan,harems,['harem'],"De voor vrouwen bestemde, afgezonderde gedeelten in de woningen van (aanzienlijke) mohammedanen.",,[],TRUE,FALSE
300386437,mongool,Mongools,[],"Nationaliteit, cultuur of stijl van de moderne staat Mongolië. Gebruik 'Mongools (cultuur of stijl)' voor de historische Centraal-Aziatische etnische groep van nauw verwante tribale volkeren die vooral op de Mongoolse Hoogvlakte leven.",,[],TRUE,FALSE
300052763,ontdekken,brandverklikkers,['brandverklikker'],Sensoren en onderling verbonden controleapparaten die branden of de effecten ervan ontdekken en alarmsystemen activeren.,,[],FALSE,FALSE
300387384,ontdekken,locatiebepaling van site,[],"Het proces van het ontdekken van een archeologische site voor opgraving door middel van luchtfotografie, afstandswaarneming of andere middelen, zoals de statistische voorspelling van de locatie van archeologische sites op grond van milieuvariabelen.",,[],FALSE,FALSE
300056500,primitivisme,primitieve kunst,[],"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",,[],TRUE,FALSE
300016430,pygmee,Pygmee,[],"Te gebruiken om werken te beschrijven van bepaalde Afrikaanse volkeren die leven in Kameroen, Equatoriaal-Guinea, de Democratische Republiek Congo, Congo, de Centraal-Afrikaanse Republiek, Rwanda en Burundi. De term Pygmee heeft soms een negatieve bijklank. Waar mogelijk verdient het gebruik van de specifieke naam van een subgroep de voorkeur.",,[],TRUE,FALSE
300233279,slaaf,slavenschepen,"['slavenschip', 'slavenhaler', 'slavenhalers']",Te gebruiken voor schepen die mensen vervoerden om als slaven te worden verkocht; soms speciaal voor dit doel ontworpen.,,[],TRUE,FALSE
300393224,slaaf,negrospirituals,['negrospiritual'],Documenten met verschillende religieuze gezangen die worden geassocieerd met Afrikaans-Amerikaanse christenen uit het zuiden van de Verenigde Staten; ze kwamen oorspronkelijk van Afrikaanse slaven die Afrikaanse muzikale elementen aanbrachten in hymnen die oorspronkelijk uit Europa kwamen.,,[],TRUE,FALSE
300120077,stam,Natchez,[],"Verwijst naar de cultuur van een Noord-Amerikaanse indianenstam die op de oostzijde van de Beneden-Mississippi woonde toen Europese kolonisten in de vroege 18de eeuw arriveerden in het gebied. Hun taal behoorde tot het Macro-Algonquian fylum en de Muskogean-familie; ze hadden een landbouwcultuur, verwant aan die van andere Muskogean-stammen. Ze worden vaak beschouwd als de laatste overlevenden van de grote Mississippi-cultuur. Hun voorstellingswereld wordt gekenmerkt door verwijzingen naar zonnedienst en vuur, en naar hun Groene Maïs midzomerfestival. Hun cultuur raakte in verval en het volk raakte verspreid na de komst van Europeanen.",,[],TRUE,FALSE
300411958,trans,Trans-Nieuw-Guinea (taalfamilie),[],"Grote familie Papoeatalen die worden gesproken op Nieuw-Guinea en eilanden daaromheen.

",,[],TRUE,FALSE
300310568,wit,dassen (dieren),['das'],"Algemene term die verwijst naar leden van tien of meer soorten vleeseters met een stevige gedrongen romp die behoren tot de familie der marterachtigen, aangetroffen in verschillende delen van de wereld, bekend om hun graafvermogen en soms met een of meer witte strepen op hun kop. De soorten verschillen in grootte, habitat en kleurstelling, maar alle zijn nachtdieren en hebben anale reukklieren, sterke kaken en aan hun voorpoten grote, zware klauwen waarmee ze naar voedsel graven en ondergrondse holen bouwen.",,[],FALSE,FALSE
300393256,zwart,korowais,[],"Traditionele Maori-mantels of -matten, gemaakt van vlas en versierd met zwarte gedraaide kwastjes. Ze konden door mannen en vrouwen worden gedragen.",,[],FALSE,FALSE
