item,instance_of
http://www.wikidata.org/entity/Q16823819,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q16984810,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q17011948,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q17050661,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q17068081,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q17111307,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q17112591,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q17130746,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q18973425,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q18986590,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q20825920,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q21070717,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q21088778,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q22833386,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q23018238,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q23043453,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q23719438,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q24965086,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q28679032,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q29093219,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q30315326,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q30598504,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q30602818,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q30603936,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q31821011,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q47005895,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q55611664,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q55630850,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q55657493,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q56661036,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q59604415,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q61838206,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q64102969,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q65045683,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q65229498,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q65303355,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q65794649,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q80996540,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q85865182,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q95530210,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q97352327,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q98968151,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q102112271,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q102931604,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q102947518,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q104563535,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q104787097,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q105554633,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q106434947,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q109017490,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q109391487,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q110442848,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q110898250,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q112659251,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q113126434,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q113621766,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q114829786,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q115651682,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q117538548,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q117803563,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q117871613,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q118324158,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q118611222,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/Q120074101,http://www.wikidata.org/entity/Q545779
http://www.wikidata.org/entity/L176804-S1,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/L314481,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/L179585,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q45991,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q113886,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q134313,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q393942,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q423621,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q477579,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q548665,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q668979,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q692062,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q704597,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q820343,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q830171,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q851389,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q855230,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q858215,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q891534,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q930918,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1130557,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1143834,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1194204,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1285250,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1396226,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1455718,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1527157,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1532765,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1631473,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1687786,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1722974,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1797042,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1937101,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1942418,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q1957678,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q2030889,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q2415705,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q2478213,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q2504292,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q2552898,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q2607673,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q2621965,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q3271973,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q3394291,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q3676388,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q3735685,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q3772738,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q3920209,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q4117010,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q4254120,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q4387071,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q4402286,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q4503131,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q4505355,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q4527926,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q4876278,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q5140747,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q5365989,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q5896426,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q6884091,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q7033141,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q7190749,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q7217739,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q8053000,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q10932294,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q11078474,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q11419538,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q12315032,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q12681143,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q15730890,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q15821113,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q15838079,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q16702163,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q16858883,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q17050661,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q17052579,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q18379531,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q19278066,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q19915336,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q20825920,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q20888426,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q21088778,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q25197329,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q26898037,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q28833369,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q29017165,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q31821011,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q48753534,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q55723727,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q57783046,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q85870419,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q106292565,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q114678127,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q115180394,http://www.wikidata.org/entity/Q1371427
http://www.wikidata.org/entity/Q51415,http://www.wikidata.org/entity/Q1520214
http://www.wikidata.org/entity/Q165371,http://www.wikidata.org/entity/Q1520214
http://www.wikidata.org/entity/Q194448,http://www.wikidata.org/entity/Q1520214
http://www.wikidata.org/entity/Q2409875,http://www.wikidata.org/entity/Q1520214
http://www.wikidata.org/entity/Q191923,http://www.wikidata.org/entity/Q2042898
http://www.wikidata.org/entity/Q7129609,http://www.wikidata.org/entity/Q2042898
http://www.wikidata.org/entity/Q22819,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q38883,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q59671,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q60503,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q61061,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q113204,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q113630,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q122717,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q131081,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q153889,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q175249,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q176020,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q184691,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q184761,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q186370,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q196986,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q204766,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q215144,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q215548,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q220344,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q256253,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q285101,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q286651,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q303928,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q334546,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q338221,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q352719,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q354097,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q365461,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q396762,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q450515,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q451286,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q454697,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q460311,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q466118,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q474306,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q482999,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q499134,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q502323,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q517284,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q518782,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q549309,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q570749,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q579516,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q588083,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q588662,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q592996,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q593362,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q596033,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q618870,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q620537,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q620541,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q623455,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q637934,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q666281,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q667978,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q672632,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q673244,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q680492,http://www.wikidata.org/entity/Q16335296
