,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
13442,afkomst,Q423803,"['groep', 'kantonese', 'etnisch', 'afkomst', 'kantonezen']",0.7774898453894623,0.51795209228147,0.7647772027958085
13485,afkomst,Q9031543,"['categorie', 'wikimedia', 'heiligen', 'afkomst', 'koninklijk', 'zaligen']",0.7727724429864257,0.5280601920829276,0.7610800644399857
13426,afkomst,Q3023540,"['deling', 'ling', 'historica', 'multiraciaal', 'amerikaans', 'afkomst', 'chinezen']",0.7718505284383942,0.6201302373485303,0.784949876570998
13354,afkomsten,,,,,
30629,allochtone,Q55829603,"['organisatie', 'samv', 'allochtoon', 'steunpunt', 'meisje', 'belgië', 'vrouw']",0.7123623363607924,0.5247620423758887,0.6662899825941997
30628,allochtone,Q2098138,"['allochtoon', 'oudere']",0.5919187257633097,0.5690011685269003,0.6048732703460168
30633,allochtonen,Q111256319,"['politiek', 'haagse', 'allochtoon', 'lokaal', 'nederlands', 'partij']",0.7541649281103107,0.6687003865110629,0.7640478982809343
30627,allochtoner,,,,,
30630,allochtonere,,,,,
30635,allochtoon,Q2008347,"['groep', 'sociaal', 'allochtoon', 'mens', 'persoon']",0.94784913673183,0.6164816822981573,0.8522806091279679
30636,allochtoon,Q492145,"['token', 'symbolisch', 'waarbij', 'leveren', 'inclusief', 'tokenisme', 'discriminatie', 'inspanning', 'allochtoon', 'lijden', 'handelwijze', 'plichtmatig', 'slechts', 'minderheidsgroep', 'excuusneger']",0.7542901104762331,0.8024852985540891,0.8421022846250865
30634,allochtoon,Q1979583,"['allochtoon', 'geologie', 'rotsformatie']",0.6484014474291172,0.7217020150679211,0.733742493490028
30626,allochtoons,,,,,
30631,allochtoonst,,,,,
30632,allochtoonste,,,,,
17647,baboe,Q936969,"['bezigheid', 'huishoudelijk', 'baboe', 'kindermeisje', 'beroep', 'kinderjuffrouw', 'hulp', 'kindermeid']",0.9789498655552747,0.570283794450822,0.8649872239079072
17645,baboe,Q28090055,"['studie', 'verburg', 'baboe', 'schilderij']",0.5540484723752702,0.6008574855650683,0.6349998273592308
17646,baboe,Q43088035,"['baboe', 'schilderij', 'harry', 'studie', 'verburg']",0.5284081517255698,0.5577549003656367,0.5957764429819429
17644,baboes,,,,,
28675,barbaar,Q134313,"['barbaars', 'volk', 'barbaar']",0.7713014025356664,0.4758969529064183,0.7660542877690605
28677,barbaar,Q2469867,"['cohen', 'fictief', 'personage', 'mens', 'barbaar', 'schijfwereld']",0.749642072634345,0.5361898665339477,0.7610449404723367
28676,barbaar,Q189169,"['boeken', 'fictief', 'stripfiguur', 'personage', 'mens', 'barbaar', 'conan', 'televisieprogramma', 'literatuur', 'animatiepersonage']",0.6951930726928958,0.6648486048044925,0.7384440566429115
28678,barbaar,Q2498891,"['stripalbum', 'hamme', 'barbaar', 'jean']",0.5199399111107902,0.3139506458294166,0.5139162107999198
28679,barbaar,Q9120427,"['conan', 'categorie', 'barbaar', 'wikimedia']",0.450935106760421,0.5686804263338728,0.4984555085720958
28671,barbaren,Q134313,"['barbaars', 'volk', 'barbaar']",0.7713014025356664,0.4758969529064183,0.7660542877690605
28673,barbaren,Q57506011,"['podiumkunstenproductie', 'theaterproductie', 'barbaar']",0.6285227719886098,0.6054099689067248,0.6605724922805728
28674,barbaren,Q57513626,"['podiumkunstenproductie', 'theaterproductie', 'barbaar']",0.6285227719886098,0.6054099689067248,0.6605724922805728
28672,barbaren,Q55336877,"['tijdelijk', 'tentoonstelling', 'musik', 'barbaar', 'und', 'klassiker', 'für']",0.2849292178576937,0.3155435300940828,0.30924779227042115
14307,batavia,Q1199713,"['indië', 'batavia', 'hoofdstad', 'nederlands', 'indie', 'toponiem']",1.0,0.690120667983931,0.8360089871121484
14390,batavia,Q84322891,"['multifilm', 'gouvernements', 'filmbedrijf', 'batavia', 'filmstudio', 'nederlands', 'indie']",0.7512877743594947,0.4726668119005589,0.6203722544509792
14283,batavia,Q110409649,"['overheidsdienst', 'indië', 'afdeling', 'topographischen', 'nederlandsch', 'batavia', 'nederlands', 'indie', 'dienst', 'topografisch']",0.7474855448050903,0.5971473785386731,0.7052888110470161
14342,batavia,Q2436746,"['amateurvoetbalclub', 'batavia', 'nederland']",0.7149545939672921,0.5067731851023292,0.6257674532779856
14415,batavia,Q2117912,"['amateurvoetbalclub', 'batavia', 'nederland']",0.7149545939672921,0.5067731851023292,0.6257674532779856
14374,batavia,Q66737952,"['vervoersbedrijf', 'indische', 'tramweg', 'maatschappij', 'batavia', 'nederlands']",0.7120943281363957,0.6523297820621834,0.7327925298059607
14412,batavia,Q98550142,"['indische', 'batavia', 'vereeniging', 'nederlands', 'kunstkring']",0.7083440266785502,0.5901519579860519,0.6864452100774853
14277,batavia,Q106686922,"['indië', 'heraldisch', 'wapenen', 'batavia', 'nederlands']",0.6930963242966319,0.6070623161069073,0.6886612103304413
14362,batavia,Q4868680,"['historisch', 'staat', 'administration', 'amerika', 'district', 'verenigen', 'ziekenhuis', 'batavia', 'veterans', 'hospital']",0.6880470506069561,0.7225533493164417,0.7780843196740286
14344,batavia,Q2558220,"['weltevreden', 'batavia', 'voorstad']",0.6849908559188908,0.6887696070909448,0.7511730505581572
3888,bediend,Q1583962,"['mechanisch', 'safety', 'deurtje', 'bedienen', 'hogere', 'persoon', 'palfrenier', 'commercieel', 'rijtuig', 'voorzijde', 'cab', 'bestemmen', 'tweewielig', 'sluiten', 'hansom', 'apart', 'zitbank', 'achterzijde', 'twee', 'vervoeren', 'zitplaats', 'menner']",0.6689910301132401,0.582157545584396,0.6769633710100196
3894,bediend,Q57505957,"['koningin', 'theaterproductie', 'podiumkunstenproductie', 'engeland', 'bedienen']",0.6028142530983442,0.634167983109805,0.6447465033757661
3886,bediend,Q109911250,"['bedieningscentrale', 'centraal', 'leidschendam', 'brug', 'bedienen', 'waaruit']",0.5956302710119983,0.5360288981772139,0.6088510986993522
3893,bediend,Q5012657,"['ruimte', 'waar', 'bedienen', 'gelagkamer', 'café', 'klant']",0.5922083618636036,0.499142224583929,0.5942171999277185
3889,bediend,Q20809242,"['kind', 'schilderij', 'fargue', 'bedienen', 'maria', 'vader', 'interieur', 'kamermeisje']",0.591372001582555,0.6393105551017683,0.6541481181064406
3895,bediend,Q6926105,"['begrip', 'mouseover', 'informatica', 'waar', 'bedienen', 'onmouseover', 'hover', 'computer', 'mouse', 'muis']",0.5684168771219599,0.6067682963347751,0.6091136824981981
3891,bediend,Q48244194,"['tafelen', 'nimf', 'dobbelsteen', 'prent', 'bedienen', 'meester', 'psyche']",0.5641304559146589,0.7022044545403029,0.6452567846372665
3890,bediend,Q27340191,"['musicerende', 'twee', 'page', 'schilderij', 'gerard', 'bedienen', 'borch', 'te', 'jong', 'vrouw']",0.5201793523803807,0.5857579557227899,0.5748144303700656
3892,bediend,Q494829,"['buslijn', 'busstation', 'meerder', 'bedienen', 'station', 'stadsbusstation']",0.4988843052341045,0.4274674729579132,0.4966945598242552
3887,bediend,Q114770657,"['herbergen', 'schilderij', 'bedienen', 'oud', 'vrouw']",0.4323148286999178,0.5495493200135853,0.4967568871025234
4082,bediende,Q833860,"['huishoudster', 'huishoudelijk', 'beroep', 'binnen', 'werkneemster', 'dienstmaagd', 'hulp', 'dienstmeid', 'bedienen', 'huishouding']",0.9578396273627992,0.5958349653237357,0.9172270145452718
3961,bediende,Q106686255,"['directeur', 'verzekering', 'sociaal', 'švenda', 'bedienen', 'eduard', 'slowaaks']",0.7985419064691579,0.506524348171582,0.7605247248887591
4098,bediende,Q99228228,"['belastingdienst', 'distilleerderij', 'alois', 'praag', 'expert', 'bedienen', 'řehák']",0.7740479730402728,0.6088735907413076,0.7687554213723304
3971,bediende,Q106737573,"['binnenlands', 'verner', 'praag', 'bedienen', 'ministerie', 'zaak', 'vladimír']",0.7553082154065189,0.5581919411282116,0.7463156444158927
3923,bediende,Q106246935,"['jaroslav', 'wien', 'kalandra', 'inspecteur', 'praag', 'bedienen', 'postdirecteur', 'financieel']",0.7482166845511802,0.5229791934536179,0.7272680554998641
3974,bediende,Q106767195,"['tsjechisch', 'administratie', 'josef', 'bekera', 'bedienen', 'financieel']",0.7465690975286403,0.5189875800390787,0.7182280775235204
3906,bediende,Q106075658,"['binnenlands', 'fišer', 'josef', 'bedienen', 'tsjechoslowaaks', 'ministerie', 'zaak']",0.7463771695350602,0.5135089636965483,0.7244100633055173
3954,bediende,Q106638705,"['schmaus', 'werken', 'openbaren', 'praag', 'bedienen', 'gustav', 'ministerie', 'wenen']",0.7409760949728229,0.6370826589693304,0.7511726618687359
3951,bediende,Q106595770,"['volksgezondheid', 'praag', 'bedienen', 'preininger', 'ministerie', 'jaromír']",0.7322608326924918,0.5678194796026731,0.7258365474508931
3960,bediende,Q106680617,"['šrámek', 'financiën', 'jindřich', 'praag', 'bedienen', 'ministerie']",0.7265566667483077,0.5168910979450803,0.7053139908938315
3877,bedienden,Q45021418,"['buurtspoorweg', 'centraal', 'vooruitzicht', 'landelijk', 'ziekenfonds', 'vereniging', 'bediende']",0.8077683406627884,0.5376168157607949,0.7840148708192533
3879,bedienden,Q57076065,"['syndicaat', 'reiziger', 'handelaar', 'vakbond', 'bediende', 'patroon', 'algemeen']",0.7800528909920001,0.6028422641431255,0.7843553716183975
3883,bedienden,Q71171864,"['binden', 'categorie', 'kaderlid', 'wikimedia', 'technicus', 'bediende', 'bestuurder']",0.7797496949770001,0.5743555773601308,0.7664356035599621
3875,bedienden,Q2915109,"['binden', 'kaderlid', 'technicus', 'vakbond', 'bediende']",0.7306089171265618,0.4686032521825072,0.6968036620670194
3878,bedienden,Q47458663,"['binden', 'kader', 'syndicat', 'cadres', 'technicus', 'employé', 'des', 'vakbond', 'bediende', 'techniciens']",0.6736428774567736,0.4400608827866216,0.6475089958787756
3882,bedienden,Q63213560,"['voornaam', 'twee', 'schilderij', 'eglon', 'brief', 'neer', 'interieur', 'bediende', 'jong', 'vrouw']",0.6254620496287632,0.658370946556202,0.6883341242491738
3873,bedienden,Q17336148,"['bataviase', 'twee', 'opperkoopman', 'pieter', 'gezin', 'schilderij', 'coeman', 'cornelia', 'jansz', 'gemaakt', 'nijenrode', 'cnoll', 'slavin', 'jacob', 'bediende', 'dochter']",0.5617662783162565,0.6107670003183071,0.6236955549147771
3880,bedienden,Q57076117,"['syndicaat', 'nationaal', 'belgie', 'vakbond', 'bediende', 'belgië']",0.5341551712127003,0.35565658429555663,0.5179046508761076
3874,bedienden,Q29018413,"['artemisia', 'schilderij', 'cleopatra', 'gentileschi', 'ontdekken', 'bediende']",0.5285994534619439,0.6633062479436691,0.6052000078323513
3884,bedienden,Q73668281,"['elegant', 'schilderij', 'eglon', 'gezelschap', 'neer', 'bediende']",0.5119630514864844,0.5594319982581516,0.5604669313468321
3885,bediendes,,,,,
18235,berber,Q2152757,"['jews', 'berber', 'etnisch', 'groep']",0.8441726188086623,0.5751202816650683,0.7547162948941376
18246,berber,Q3807949,"['talen', 'berber', 'dialect', 'jerba']",0.7631946960379631,0.6078362938033056,0.7260250357442873
18233,berber,Q21143451,"['voornaam', 'vrouwelijk', 'berber']",0.6937237164655974,0.6752044825029012,0.7173121397375183
18250,berber,Q818743,"['organisatie', 'berber', 'cultureel', 'academie']",0.6515980057924109,0.5065718671714141,0.6203202433796744
18245,berber,Q375935,"['soedan', 'woonplaats', 'berber', 'nederzetting', 'sudan']",0.6425022920459258,0.5360281857627534,0.6150420609950661
18247,berber,Q4891027,"['berber', 'alfabet', 'arabisch']",0.624614682780424,0.4781412167674859,0.5661118534950204
18232,berber,Q104032418,"['straat', 'duitsland', 'berber', 'waltershausen']",0.6059675574508349,0.5004370225688549,0.5696988153757706
18244,berber,Q37439639,"['familienaam', 'berber', 'achternaam']",0.5693552188710822,0.4996972591107264,0.5552138033149523
18238,berber,Q23820413,"['watergang', 'berber', 'algerije', 'oued']",0.5596066849781021,0.6046603121784584,0.6085851867499156
18239,berber,Q23837321,"['bergen', 'berber', 'djebel', 'algerije']",0.5587335213632488,0.6091421312595605,0.6039332240486034
18228,berbers,Q45315,"['tamazgha', 'groep', 'berbers', 'wereld', 'imazighen', 'berber', 'etnisch', 'afkomst', 'amazigh', 'stammen', 'talen']",0.9676927936833756,0.7706570180089477,0.92890537683219
18229,berbers,Q55355256,"['landelijk', 'tijdelijk', 'tentoonstelling', 'berber', 'marokko', 'cultuur', 'magisch']",0.7464077567498502,0.7488692910250065,0.7988493471971293
18225,berbers,Q2712462,"['wangeloven', 'amazighische', 'berber', 'religie', 'mythologie']",0.6931573044893332,0.6450674341823077,0.7017331327728723
18223,berbers,Q100340157,"['tijdelijk', 'tentoonstelling', 'berber', 'marokko']",0.6543069786101148,0.6722263972583767,0.6950092708814966
18227,berbers,Q33061123,"['categorie', 'wikimedia', 'berber', 'naamwoord', 'zelfstandig']",0.6292791272102983,0.581045857584732,0.6421246520440163
18231,berbers,Q99936735,"['familienaam', 'berber', 'achternaam']",0.5693552188710822,0.4996972591107264,0.5552138033149523
18224,berbers,Q2670121,"['serie', 'strijden', 'berber', 'roodbaard', 'stripalbum']",0.5516592305617835,0.5621654670193751,0.5824121468567719
18230,berbers,Q6236938,"['categorie', 'wikimedia', 'berber', 'berbèr', 'categoria']",0.5115486305468842,0.4079174086481139,0.4737221787814873
18226,berbers,Q307312,"['ali', 'mumim', 'abd', 'minnen', 'berber', 'ibn', 'soeverein']",0.4237940503144624,0.42869489744805706,0.436161793177818
37,birma,Q836,"['staat', 'azië', 'mmr', 'myanmar', 'birma', 'soeverein', 'land']",1.0,0.6042727565188623,0.8547631875411859
28,birma,Q704358,"['historisch', 'staat', 'land', 'birma']",0.8972349053996506,0.7265527758096814,0.8870267417323037
16,birma,Q2376315,"['historisch', 'vazalstaat', 'dominion', 'kolonie', 'birma', 'brits', 'land']",0.8339697096779729,0.7631936397300458,0.8817203571345679
23,birma,Q2667140,"['olympisch', 'zomerspelen', 'birma', 'spel', 'land']",0.697209140147945,0.605121179988654,0.715686346692415
33,birma,Q776524,"['olympisch', 'zomerspelen', 'birma', 'spel', 'land']",0.697209140147945,0.605121179988654,0.715686346692415
22,birma,Q2666080,"['olympisch', 'zomerspelen', 'birma', 'spel', 'land']",0.697209140147945,0.605121179988654,0.715686346692415
21,birma,Q2666064,"['olympisch', 'zomerspelen', 'birma', 'spel', 'land']",0.697209140147945,0.605121179988654,0.715686346692415
20,birma,Q2664807,"['olympisch', 'zomerspelen', 'birma', 'spel', 'land']",0.697209140147945,0.605121179988654,0.715686346692415
19,birma,Q2664805,"['olympisch', 'zomerspelen', 'birma', 'spel', 'land']",0.697209140147945,0.605121179988654,0.715686346692415
18,birma,Q2563642,"['olympisch', 'zomerspelen', 'birma', 'spel', 'land']",0.697209140147945,0.605121179988654,0.715686346692415
13592,blank,Q2072081,"['gekleurde', 'witten', 'persoon', 'blanken']",0.82939489318995,0.7804679834716677,0.8326792001193206
13597,blank,Q2560112,"['politiek', 'suprematie', 'blanken', 'sociaal', 'beweging', 'blank', 'seperatisme']",0.7923344379795562,0.7529237412500651,0.8152780580345966
13668,blank,Q107405878,"['witten', 'debat', 'blanken', 'discussie', 'gebruik', 'betreffen', 'term', 'nederlands', 'dilemma', 'talen', 'racistisch']",0.7917893358583729,0.7709883429408041,0.8212572798902411
13599,blank,Q278929,"['politiek', 'nationalisme', 'power', 'blanken', 'sociaal', 'eufemisme', 'etnisch', 'pan', 'beweging', 'ideologie', 'white', 'racistisch']",0.7654930849243083,0.7205345915907685,0.7856029440079538
13624,blank,Q104252739,"['mens', 'blanken', 'selma', 'blanck']",0.7654073995559787,0.5971413580347346,0.7323100287122445
13576,blank,Q1077496,"['overheidsbeleid', 'australië', 'blanken']",0.7573776550466063,0.7198373723011188,0.7764452360197629
13622,blank,Q739672,"['blanken', 'dichtvorm', 'vers', 'blank', 'verversen']",0.7544995901921228,0.7160855497475364,0.7646831160927929
13625,blank,Q105301515,"['hans', 'blanken', 'keizerrijk', 'oostenrijk', 'jurist', 'plank', 'mens']",0.7332371517137403,0.6229110897745912,0.7225311107531829
13603,blank,Q3393325,"['staat', 'blanken', 'amerika', 'point', 'muziekgroep', 'verenigen']",0.7312936202822863,0.6607954279006123,0.735730430437145
13660,blank,Q110023886,"['staat', 'blanken', 'amerika', 'point', 'verenigen', 'gebouw']",0.7274092381764433,0.6784973989967713,0.74029866660437
13522,blanke,Q49078,"['witten', 'groep', 'etnisch', 'blanke', 'blank', 'amerikaan']",0.8043321243794714,0.6736687652869761,0.7780635610989529
13523,blanke,Q59786221,"['blank', 'natuurmonument', 'duitsland', 'hellen']",0.7889993857543801,0.7391569304811854,0.7993272668349715
13526,blanke,Q698752,"['politiek', 'nationalisme', 'suprematie', 'blanken', 'discriminatie', 'ideologie', 'racisme', 'blank', 'racistisch']",0.7691629966631193,0.6997623243260934,0.7795889543894863
13527,blanke,Q739672,"['blanken', 'dichtvorm', 'vers', 'blank', 'verversen']",0.7544995901921228,0.7160855497475364,0.7646831160927929
13500,blanke,Q110441926,"['blank', 'bezigheid', 'nationalist']",0.7438450776730753,0.7033494528549749,0.7621142515871103
13512,blanke,Q26234043,"['overheersing', 'categorie', 'afrika', 'wikimedia', 'resolutie', 'blank']",0.7363104976393219,0.6546188948259702,0.7366987732580927
13499,blanke,Q110271191,"['blank', 'handelen', 'slavin']",0.7361933825213542,0.6366222538368925,0.7277038212741201
13531,blanke,Q948520,"['frans', 'witten', 'katholiek', 'willem', 'rooms', 'blois', 'champagne', 'mens', 'blank', 'kardinaal', 'bisschop', 'hand']",0.7289425151922488,0.6391288114190987,0.7215254721293507
13529,blanke,Q785378,"['nationaal', 'groep', 'afrikaan', 'etnisch', 'zuid', 'blank', 'minderheid']",0.7284046655092407,0.6186508647359642,0.7191694636355443
13510,blanke,Q19845340,"['witten', 'film', 'agnes', 'slaaf', 'korten', 'blank', 'stom']",0.7026968436962528,0.6156421567916156,0.68733122892297
13559,blanken,Q235155,"['witten', 'term', 'blanke', 'mens', 'oorsprong', 'zichtbaar', 'menselijk', 'ras', 'europees']",0.9199823858605228,0.7446166219267646,0.8892920720059286
13565,blanken,Q50878538,"['politiek', 'gebruikt', 'enkel', 'boreaal', 'eufemisme', 'blanke', 'bevolken', 'term', 'soms']",0.8029821714201589,0.7461613182506798,0.8168459445622653
13558,blanken,Q22909760,"['blanke', 'witten', 'genocide', 'complottheorie']",0.7907884963104929,0.7155644025449465,0.7841610773994167
13546,blanken,Q111545624,"['digital', 'waarbij', 'blackface', 'gebruikmaken', 'blanke', 'gif', 'digitaal', 'zwarte', 'mens', 'zelfexpressie', 'praktijk', 'afbeelding']",0.7656439853924526,0.6992252863730186,0.7730354529898206
13554,blanken,Q1957446,"['zangeres', 'blanke', 'peter', 'mens', 'blank', 'nederlands']",0.7191114693025028,0.5221915634806095,0.6695823524112849
13563,blanken,Q30688247,"['duitsland', 'beieren', 'blanke', 'heuvel', 'bergen']",0.6573093221688181,0.6247363024911093,0.6649401255344981
13557,blanken,Q2127199,"['blanke', 'oostenrijk', 'bergen', 'ragazer']",0.6310883811322792,0.5652384009670905,0.6242553754758301
13560,blanken,Q2376733,"['radioprogramma', 'blanke', 'elkaar']",0.6209963752968222,0.5402317146692305,0.6096443814030744
13562,blanken,Q30688160,"['duitsland', 'nedersaksen', 'blanke', 'heuvel', 'bergen']",0.5931062909325446,0.5355686805403311,0.5881026987482043
13555,blanken,Q19638794,"['straat', 'blanke', 'ruin', 'nederland']",0.5895412520945277,0.44989559973609095,0.55207533444788
13534,blanker,Q104191213,"['duitsland', 'straat', 'posten', 'blank', 'neustrelitz']",0.6683077763531095,0.6149253691857,0.6696605401423885
13536,blanker,Q106353507,"['blank', 'familienaam', 'achternaam']",0.5999142254084653,0.5029107724710403,0.5860680450407219
13535,blanker,Q106024580,"['sankt', 'duitsland', 'weg', 'hans', 'straat', 'peter', 'blank', 'ording']",0.4936949916351598,0.4122492738740517,0.4743875275832382
13533,blankere,,,,,
13542,blanks,Q3640863,"['staat', 'amerika', 'blanks', 'muziekgroep', 'verenigen']",0.7205556360757829,0.6632173121868785,0.730878889249498
13543,blanks,Q37431942,"['familienaam', 'blanks', 'achternaam']",0.5764511637068782,0.5084687626498939,0.5754888485481858
13541,blanks,Q22256353,"['beeldhouwwerk', 'awning', 'noland', 'cady', 'blanks', 'sculptuur']",0.5754578309678584,0.5808026216156379,0.6029227177616027
13540,blanks,Q21939083,"['mountain', 'australië', 'bergen', 'blanks']",0.5488428479543339,0.4874384858778201,0.5411705478298561
13539,blanks,Q2165726,"['billy', 'sportdiscipline', 'blanks', 'tae']",0.5223818549379491,0.39391644783906943,0.488361273525611
13538,blanks,Q1544664,"['staat', 'the', 'amerika', 'blanks', 'muziekgroep', 'verenigen']",0.4281836751816145,0.3604881007626893,0.4218744021841763
13537,blanks,Q15054687,"['versie', 'boeken', 'dunnigan', 'editie', 'shooting', 'blanks', 'vertaling', 'jim']",0.3787560436554137,0.43391290696645374,0.4225988877903806
13497,blankst,,,,,
13532,blankste,,,,,
13683,bombay,Q1156,"['twee', 'stad', 'mombay', 'india', 'groot', 'metropool', 'mombai', 'mumbay', 'cluster', 'bombay', 'mumbai', 'maharashtra', 'hoofdstad', 'miljoenenstad', 'bombai', 'plaats', 'bevolken']",1.0,0.809428248429848,0.9506941196932044
13753,bombay,Q61445,"['stad', 'india', 'groot', 'nieuw', 'nederzetting', 'bombay', 'gemeenschap', 'navi', 'mumbai', 'new', 'miljoenenstad', 'plannen']",0.8132885656243066,0.8126747188843697,0.8472302313151824
13856,bombay,Q2550212,"['woonplaats', 'nederzetting', 'nederland', 'bombay', 'uithorn']",0.6811347901935391,0.7144640515427552,0.7119028317123274
13737,bombay,Q5003979,"['byculla', 'india', 'wijken', 'bombay']",0.658830298515816,0.5893286757044801,0.6538989082072394
13720,bombay,Q3632559,"['india', 'colaba', 'wijken', 'bombay']",0.658830298515816,0.5893286757044801,0.6538989082072394
13769,bombay,Q7685715,"['tardeo', 'india', 'wijken', 'bombay']",0.658830298515816,0.5893286757044801,0.6538989082072394
13704,bombay,Q1934607,"['worli', 'india', 'wijken', 'bombay']",0.658830298515816,0.5893286757044801,0.6538989082072394
13864,bombay,Q5100150,"['india', 'wijken', 'bombay', 'chinatown']",0.6587973166430292,0.5678471710546582,0.6340150778063978
13730,bombay,Q4856518,"['buitenwijk', 'india', 'bombay']",0.658225086125745,0.5434867278156629,0.6246358656150184
13684,bombay,Q12413015,"['buitenwijk', 'india', 'bombay', 'andheri']",0.6582250747708724,0.5434867499111483,0.6246359204915297
14425,boslandcreolen,,,,,
14426,boslandcreool,Q445485,"['boslandcreool', 'groep', 'marons', 'etnisch', 'maroon', 'vluchten', 'slaaf', 'marron', 'zuid', 'amerika', 'bosneger', 'mens', 'afrikaanse', 'nakomeling', 'wikipedia', 'woordenboekpagina']",1.0,0.8241423304045965,0.97246076790904
