,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
87332,aboriginals,Q170355,"['aboriginal', 'inhabitant', 'strait', 'group', 'consisting', 'people', 'type', 'islander', 'ethnic', 'indigenous', 'australian', 'population', 'torres', 'native', 'continent', 'island', 'aborigine', 'human']",0.9203299119533012,0.8322869574658598,0.9218455596059396
87346,aboriginals,Q65047988,"['south', 'aboriginal', 'parliament', 'territory', 'created', 'people', 'australian', 'northern', 'life', 'control', 'act', 'mechanism']",0.8825448748274075,0.7657101226675921,0.8835454037902403
87336,aboriginals,Q4668360,"['aboriginal', 'western', 'australia', 'community', 'west', 'indigenous', 'settlement', 'australian', 'human']",0.8733680027984995,0.8204606014358026,0.8761189057959483
87335,aboriginals,Q376608,"['history', 'aboriginal', 'religion', 'people', 'australia', 'indigenous', 'australian', 'traditional', 'mythology', 'ritual']",0.8599640665439445,0.8281530757695811,0.8653410858138613
87329,aboriginals,Q12060728,"['aboriginal', 'term', 'group', 'refer', 'ethnic', 'indigenous', 'australian', 'used', 'aborigine']",0.8415949430576191,0.7833821289045563,0.8442189849777916
87331,aboriginals,Q16873103,"['advise', 'upon', 'aboriginal', 'appointed', 'moseley', 'treatment', 'royal', 'held', 'western', 'australia', 'aborigine', 'report', 'relation', 'commission', 'condition', 'matter', 'investigate']",0.8351980002231182,0.7654515286577475,0.8415835125396496
87337,aboriginals,Q4668400,"['movement', 'opium', 'aboriginal', 'land', 'sale', 'queensland', 'people', 'controlled', 'protection', 'law', 'activity', 'act', 'restriction']",0.8300772949077299,0.7399820287855159,0.834332916349332
87347,aboriginals,Q864079,"['aboriginal', 'police', 'unit', 'native', 'australian', 'consisting']",0.829029891959963,0.7560511860581705,0.8326059226092951
87345,aboriginals,Q56751248,"['aboriginal', 'parliament', 'australia', 'registered', 'constitution', 'alteration', 'currently', 'act']",0.8215971876712754,0.7500212129197719,0.8264636363737724
87343,aboriginals,Q5456272,"['governing', 'military', 'plan', 'aboriginal', 'five', 'taiwanese', 'japanese', 'occupation', 'submit', 'aborigine', 'year']",0.8179745870040009,0.7128726403826668,0.8156488305591221
27666,allochtoon,Q2008347,"['meaning', 'allochtoon', 'group', 'originating', 'another', 'literally', 'country', 'social', 'human']",1.0,0.6289925810104308,0.9259538563666933
27665,allochtoons,,,,,
57824,baboo,Q111826998,"['dwarkanauth', 'medal', 'court', 'presented', 'director', 'tagore', 'baboo']",0.0,0.4404314575947336,0.4404314575947336
57825,baboo,Q112002393,"['village', 'hotel', 'madagascar', 'baboo']",0.0,0.2311407129449091,0.2311407129449091
57852,baboo,Q86317467,"['directed', 'category', 'dinesh', 'wikimedia', 'baboo', 'film']",0.0,0.44050142331723136,0.44050142331723136
57851,baboo,Q70019342,"['post', 'khajuri', 'branch', 'office', 'baboo']",0.0,0.5399317040773465,0.5399317040773465
57850,baboo,Q70016422,"['post', 'pakri', 'branch', 'office', 'baboo']",0.0,0.5399317040773465,0.5399317040773465
57849,baboo,Q70016171,"['post', 'branch', 'office', 'baboo', 'laxmipur']",0.0,0.5399317040773465,0.5399317040773465
57848,baboo,Q70015768,"['post', 'branch', 'deoria', 'office', 'baboo']",0.0,0.5399317040773465,0.5399317040773465
57847,baboo,Q70015590,"['post', 'belwa', 'branch', 'office', 'baboo']",0.0,0.5399317040773465,0.5399317040773465
57846,baboo,Q70014583,"['post', 'marwatia', 'branch', 'office', 'baboo']",0.0,0.5399317040773465,0.5399317040773465
57845,baboo,Q67070201,"['khan', 'primary', 'school', 'haji', 'government', 'boy', 'gbps', 'baboo']",0.0,0.4218910744478359,0.4218910744478359
57823,baboos,,,,,
3241,barbarian,Q134313,"['slur', 'primitive', 'person', 'perceived', 'stereotype', 'uncivilized', 'barbarian', 'people', 'ethnic', 'either', 'based']",0.8961420555093872,0.6674491783050913,0.8888808747185443
3291,barbarian,Q3030751,"['sino', 'chinese', 'barbarian', 'xenophobia', 'hua', 'people', 'elitism', 'distinction', 'foreigner', 'ethnocentrism', 'ancient', 'dichotomy']",0.8293478870839881,0.6906661306830739,0.8345409085441151
3254,barbarian,Q15944418,"['barbarization', 'chinese', 'document', 'barbarian', 'historical', 'reversal', 'civilised', 'china', 'metamorphosis', 'written', 'civilized', 'kai', 'hentai', 'transformation', 'work']",0.7806403186737989,0.7715869921565522,0.8175435670879783
3320,barbarian,Q5402094,"['post', 'series', 'kingdom', 'state', 'barbarian', 'historical', 'primarily', 'western', 'northern', 'realm', 'founded', 'dominated', 'european', 'empire', 'medieval', 'unrecognized', 'roman', 'collapse', 'early', 'germanic', 'tribe']",0.7748291165539158,0.744863064072072,0.8023583367120314
3345,barbarian,Q64140395,"['streamer', 'barbarian', 'american', 'barbarousking', 'human']",0.7691553360422935,0.6393705489939889,0.7741850884629312
3351,barbarian,Q660643,"['supervised', 'tibetan', 'tulergi', 'territorial', 'administration', 'jasaqu', 'qing', 'jurgan', 'barbarian', 'dependency', 'administrative', 'dynasty', 'lifan', 'törü', 'jamun', 'principality', 'tibet', 'national', 'colonial', 'lǐfànyuàn', 'outlying', 'region', 'frontier', 'yamen', 'ministry', 'empire', 'court', 'dasara', 'mongolian', 'yuan', 'monggo', 'inner', 'government', 'asia', 'oversaw', 'jabudal', 'golo', 'agency', 'minority', 'board', 'affair', 'entity', 'mongγul', 'mongol', 'appointment', 'ambans', 'department', 'control', 'γadaγdu', 'office', 'relation', '理藩院']",0.7395710238898937,0.7381513456403858,0.7773772202720307
3246,barbarian,Q15093669,"['city', 'state', 'barbarian', 'romance', 'dalmatian', 'population', 'invasion', 'locality', 'survived', 'local']",0.7378682561290202,0.6777837396113977,0.7598480361561879
3238,barbarian,Q131192,"['migration', 'european', 'history', 'rome', 'barbarian', 'period', 'invasion', 'century', 'germanic', 'great']",0.7328804607563618,0.7447042427796464,0.7687406852733407
3302,barbarian,Q4000582,"['turcilingi', 'people', 'barbarian', 'europe', 'century']",0.7114819307150273,0.6212267664351466,0.7214632781459316
3318,barbarian,Q5158173,"['appeared', 'medium', 'robert', 'conan', 'barbarian', 'different', 'many', 'librarian', 'howard', 'parody', 'perennial']",0.7085978540545342,0.6618757985157486,0.7311138500456127
3055,barbarians,Q15944418,"['barbarization', 'chinese', 'document', 'barbarian', 'historical', 'reversal', 'civilised', 'china', 'metamorphosis', 'written', 'civilized', 'kai', 'hentai', 'transformation', 'work']",0.7806403186737989,0.7715869921565522,0.8175435670879783
3184,barbarians,Q96464545,"['gate', 'rome', 'fear', 'barbarian', 'published', 'part', 'immigration', 'today', 'inside', 'ancient', 'essay']",0.7682232307324991,0.7528884576977423,0.8018098164542109
3091,barbarians,Q25230522,"['aspect', 'empire', 'byzantine', 'barbarian', 'geographic', 'region']",0.7606724390253999,0.7434332307531318,0.7912980247271921
3185,barbarians,Q96464582,"['gate', 'immigrant', 'labor', 'barbarian', 'discontent', 'published', 'part', 'inside', 'essay']",0.7504843539183045,0.7546208357611814,0.7898978578116527
3116,barbarians,Q5366110,"['chinese', 'four', 'various', 'dongyi', 'barbarian', 'bordering', 'group', 'western', 'derogatory', 'northern', 'siyi', 'people', 'china', 'name', 'ancient', 'xirong', 'southern', 'namely', 'eastern', 'ethnic', 'beidi', 'nanman']",0.7489567980184371,0.6863157752166745,0.7694486699785363
3037,barbarians,Q110730295,"['genius', 'drawing', 'barbarian', 'fallen', 'composition', 'allegorical', 'minerva']",0.7368335755347778,0.6527921304357082,0.7509496166617847
3045,barbarians,Q114350623,"['upon', 'particularly', 'john', 'observation', 'barbarian', 'western', 'book', 'english', 'civilization', 'swazey']",0.7237481067061199,0.7196369982575771,0.7568887504786772
3049,barbarians,Q11624254,"['emperor', 'fujimoto', 'barbarian', 'expel', 'kibidanshi', 'tesseki', 'shinnosuke', 'respect', 'sonnō', 'jōi', 'shinkin', 'tetsumon', 'penman', 'japanese', 'chūko', 'patriot', 'painter', 'tomon', 'tekkanshi']",0.7200688207659903,0.6270208580265063,0.7276790777977321
3079,barbarians,Q19904661,"['barbarian', 'ulpiano', 'invasion', 'painting', 'checa']",0.7180495470897639,0.6748700338420491,0.7373057711930537
3083,barbarians,Q2037294,"['kingdom', 'invaded', 'barbarian', 'historical', 'dynasty', 'non', 'group', 'waged', 'western', 'hua', 'han', 'sixteen', 'establisehd', 'luan', 'jin', 'five', 'period', 'ancient', 'war', 'eastern', 'ethnic', 'century']",0.7167487656326016,0.6529539552120203,0.7321764252351715
131,batavia,Q1199713,"['city', 'indie', 'east', 'capital', 'toponym', 'jakarta', 'batavia', 'dutch']",1.0,0.73307297390461,0.8787509652809431
184,batavia,Q23043356,"['dutch', 'fortification', 'indie', 'east', 'waterkasteel', 'batavia', 'northernmost']",0.8543037757761094,0.6172489550759498,0.780536596709663
389,batavia,Q96242430,"['indie', 'east', 'amsterdam', 'joannes', 'batavia', 'dutch', 'abeleven']",0.8115412232246672,0.4685647973764672,0.669573987837621
419,batavia,Q1150578,"['dutch', 'city', 'pacinan', 'chinese', 'present', 'murder', 'indie', 'pogrom', 'east', 'chinezenmoord', 'jakarta', 'port', 'ethnic', 'day', 'batavia', 'mass', 'geger', 'massacre']",0.8087395412137588,0.7471845646508171,0.818725878754223
194,batavia,Q25388662,"['city', 'mixed', 'skyscraper', 'jakarta', 'center', 'batavia', 'indonesia']",0.8044155118550136,0.7054041190656081,0.7771396398551959
436,batavia,Q28163844,"['indie', 'hotel', 'marine', 'building', 'east', 'batavia', 'dutch']",0.8005730133513098,0.624551936230764,0.7522635193109691
157,batavia,Q17340464,"['jeronimus', 'town', 'becx', 'painting', 'east', 'india', 'arm', 'company', 'batavia', 'dutch']",0.7857493848163518,0.6679780910921932,0.7674629602316471
77,batavia,Q110939710,"['tolling', 'indie', 'east', 'egidia', 'feb', 'cornelia', 'batavia', 'dutch']",0.7797003321197241,0.5114484176836853,0.6898504510776617
278,batavia,Q48728178,"['stadsherberg', 'tavern', 'indie', 'building', 'east', 'batavia', 'office', 'inn', 'dutch']",0.7779987094522863,0.6029334899552352,0.7199810438923882
125,batavia,Q116046852,"['dutch', 'indie', 'east', 'apr', 'jacobus', 'batavia', 'pedel', 'taiwan']",0.7748968112359068,0.4482320071208756,0.6455811980723348
0,batavias,,,,,
72080,berber,Q45315,"['imazighen', 'berber', 'group', 'afroasiatic', 'people', 'amazigh', 'africa', 'ethnic', 'indigenous', 'north', 'tribe']",0.922619743122848,0.6109692422503645,0.8355276508074659
71888,berber,Q1541828,"['rif', 'riff', 'riffian', 'berber', 'group', 'rifia', 'people', 'ethnic', 'cabezones', 'heritage', 'riyafa', 'ruafa', 'morocco', 'north', 'irifiyen']",0.9080083253505196,0.5825025224761221,0.8112028090485375
71903,berber,Q19835346,"['culture', 'jewellery', 'berber', 'jewelry', 'people', 'western', 'africa', 'traditional', 'north']",0.8766188908841975,0.6651507581816903,0.8300296968408827
72225,berber,Q25031017,"['berber', 'category', 'people', 'american', 'wikimedia', 'north', 'descent']",0.8694647875342306,0.6936484340550049,0.8446897935641271
71964,berber,Q25448,"['berber', 'language', 'ber', 'afroasiatic', 'family', 'tamazight', 'africa', 'indigenous', 'north', 'dialect']",0.8628040343243517,0.6375628462680959,0.8078790351370875
71877,berber,Q1267932,"['shilha', 'berber', 'group', 'chleuh', 'shluh', 'people', 'ethnic', 'morocco']",0.8427619541172244,0.5664931674240378,0.783802812765702
71955,berber,Q2511788,"['egypt', 'berber', 'language', 'family', 'group', 'eastern', 'subfamily', 'libya', 'spoken']",0.8427021876183682,0.6698729637335435,0.8177862214365428
72020,berber,Q3071332,"['fibula', 'culture', 'berber', 'amazigh', 'traditional', 'brooch', 'north', 'african']",0.8422837362570662,0.6181776104968653,0.7840827917762835
71901,berber,Q18148983,"['berber', 'group', 'ethnic', 'canadian', 'descent']",0.8422066496921932,0.6072987844772249,0.7978738510192996
72035,berber,Q3328601,"['culture', 'berber', 'amaziγ', 'group', 'tmazight', 'amazigh', 'music', 'africa', 'ethnic', 'musique', 'amazighe', 'musical', 'genre', 'muziget', 'aẓawan', 'north']",0.8294906851460112,0.6093508903604011,0.7911495788913929
71772,berbers,Q45315,"['imazighen', 'berber', 'group', 'afroasiatic', 'people', 'amazigh', 'africa', 'ethnic', 'indigenous', 'north', 'tribe']",0.922619743122848,0.6109692422503645,0.8355276508074659
71741,berbers,Q16148121,"['berber', 'ethnic', 'group', 'france']",0.8507160727687095,0.6155674051972032,0.8113787556107089
71742,berbers,Q16209031,"['history', 'aspect', 'berber', 'converted', 'people', 'africa', 'islam', 'north']",0.8464922926935586,0.7004934841506306,0.8384979215438577
71751,berbers,Q22948447,"['berber', 'group', 'ethnic', 'ethnicity', 'mauritania']",0.8266323352110212,0.5698804784928578,0.7725685600849704
71769,berbers,Q33274,"['shawi', 'shawiya', 'zenati', 'language', 'berber', 'algeria', 'tamazight', 'eastern', 'spoken', 'region', 'tachawit', 'shy', 'variety', 'awras']",0.8210456423035626,0.706123594384077,0.818645010497488
71744,berbers,Q21029694,"['berber', 'ethnic', 'group', 'morocco']",0.8112447568854882,0.5140944824582527,0.7332547985537354
71752,berbers,Q22948456,"['berber', 'ethnic', 'group', 'tunisia']",0.8025471827554237,0.5291196479344956,0.7372420578058739
71771,berbers,Q410453,"['egypt', 'god', 'much', 'historical', 'ethiopia', 'devout', 'close', 'considered', 'sub', 'never', 'aethiopia', 'saharan', 'africa', 'greco', 'region', 'term', 'land', 'tunisia', 'roman', 'inclusive', 'mythology', 'berber', 'black', 'almost', 'modern']",0.7903229499216334,0.7906267866667096,0.8577059999076949
71745,berbers,Q21039413,"['berber', 'mali', 'group', 'ethnic']",0.7716006124479571,0.5106683142236339,0.7125766378151753
71746,berbers,Q21829586,"['subject', 'berber', 'area', 'wikiproject', 'wikimedia', 'collaboration']",0.7115202873928247,0.6748674112523846,0.7496987169288244
114680,black,Q817393,"['woman', 'mid', 'color', 'racialized', 'race', 'category', 'based', 'complexion', 'human', 'dark', 'man', 'person', 'specific', 'people', 'categorization', 'classification', 'population', 'skin', 'brown', 'black', 'usually', 'political']",0.9322159917036592,0.7875473935521464,0.9253094338499592
116122,black,Q105069642,"['descent', 'history', 'saharan', 'aspect', 'african', 'group', 'people', 'black', 'ethnic', 'racial', 'sub', 'human']",0.9126048508022772,0.8434639817619672,0.909725598668738
119836,black,Q96649416,"['nowhere', 'solitude', 'person', 'belonging', 'feeling', 'historical', 'black', 'leading', 'social', 'racialized', 'process', 'concept']",0.9122340672357,0.7951673082815379,0.9133498594575252
114490,black,Q3007177,"['symbolism', 'culture', 'african', 'state', 'cultural', 'pattern', 'black', 'american', 'associated', 'united', 'activity', 'identity', 'human']",0.910309347156054,0.8347301383934368,0.9094697313214706
123264,black,Q29097370,"['association', 'history', 'regard', 'especially', 'discrimination', 'together', 'society', 'black', 'brings', 'oppression', 'highlighting', 'learned', 'american', 'organization', 'view', 'exploitation', 'anthropologist', 'african']",0.9002367937829789,0.8274777902165853,0.902998658236741
117623,black,Q2415143,"['hebrew', 'verified', 'affiliation', 'record', 'account', 'rabbi', 'confirmed', 'american', 'traced', 'lineage', 'religious', 'group', 'elder', 'new', 'african', 'movement', 'semitic', 'indigenous', 'myriad', 'ancient', 'claiming', 'black', 'community', 'ancestral', 'organization', 'israelite']",0.8989666321990455,0.8291319792661143,0.9033294874825352
116327,black,Q3075017,"['multi', 'african', 'group', 'people', 'black', 'ethnic', 'population', 'france', 'immigration', 'racial', 'human']",0.891540723544894,0.8157054405443456,0.8876440683432884
116314,black,Q2903671,"['movement', 'descent', 'thought', 'african', 'anarchist', 'identify', 'group', 'people', 'black', 'anarchism', 'ideology', 'school', 'principle', 'political', 'applied']",0.8880600984467996,0.8219635089739755,0.8929043013068726
121021,black,Q38007013,"['closely', 'various', 'making', 'red', 'whose', 'figure', 'style', 'group', 'called', 'apulian', 'human', 'working', 'unknown', 'similar', 'name', 'vase', 'rela', 'fury', 'painter', 'distinctive', 'black', 'small', 'rather']",0.8866654944156184,0.7894042268549302,0.8903339756027258
115456,black,Q410453,"['egypt', 'god', 'much', 'historical', 'ethiopia', 'devout', 'close', 'considered', 'sub', 'never', 'aethiopia', 'saharan', 'africa', 'greco', 'region', 'term', 'land', 'tunisia', 'roman', 'inclusive', 'mythology', 'berber', 'black', 'almost', 'modern']",0.8844924508980205,0.7723066479931795,0.8827784965151474
114224,blacker,Q75653458,"['peerage', 'person', 'blacker', 'catherine', 'madisson', 'human']",0.7738679379214051,0.6351469105244286,0.7707442699851033
114170,blacker,Q107430326,"['introduction', 'ornithology', 'bibliography', 'zoology', 'literature', 'mcgill', 'montreal', 'emma', 'based', 'university', 'osleriana', 'shearer', 'title', 'chiefly', 'casey', 'bibliotheca', 'vertebrate', 'library', 'blacker', 'wood']",0.7734667388064904,0.7331126584395066,0.7883433292612575
114174,blacker,Q107729886,"['holding', 'archive', 'blacker', 'administration', 'record', 'unit', 'infantry', 'file', 'charles', 'national', 'naid', 'misc', 'collection', 'colored']",0.7636809176338544,0.6960227457074908,0.7724263864848976
114172,blacker,Q107728802,"['holding', 'archive', 'blacker', 'administration', 'record', 'unit', 'infantry', 'file', 'charles', 'national', 'naid', 'collection', 'colored']",0.7617760319763363,0.6873882592528883,0.7695117863171305
114219,blacker,Q75653282,"['sheepshank', 'peerage', 'rosemary', 'blacker', 'person', 'human']",0.7595993720896312,0.6229326280816068,0.7554614798670686
114226,blacker,Q75653483,"['peerage', 'person', 'blacker', 'dowdall', 'alicia', 'human']",0.7559396277708684,0.6346309673880755,0.7541806228883371
114206,blacker,Q59646378,"['catastrophic', 'thesis', 'blacker', 'greece', 'robertson', 'hamlin', 'henry', 'change', 'northwest', 'doctoral', 'aoos', 'voidomatis', 'flooding', 'environmental', 'basin']",0.7541629922969241,0.6619267294441676,0.7592708323890863
114173,blacker,Q107728803,"['holding', 'archive', 'blacker', 'administration', 'record', 'robert', 'unit', 'infantry', 'file', 'national', 'naid', 'collection', 'colored']",0.7522258727494431,0.6839111411809271,0.7608605865165862
114229,blacker,Q75653554,"['peerage', 'person', 'blacker', 'sloane', 'anne', 'human']",0.7512247260251496,0.6336334230904771,0.7512247866801736
114221,blacker,Q75653339,"['peerage', 'person', 'blacker', 'hamlin', 'mary', 'human']",0.7508947576887571,0.6299197478302219,0.7479997002310308
114239,blackest,Q13427561,"['nigrita', 'area', 'territory', 'blackest', 'historical', 'guinea', 'negroland', 'considering', 'africa', 'idea', 'region', 'land', 'arab', 'calque', 'nitgritia', 'sudan', 'black', 'darkest', 'sahara', 'coast']",0.7859228352011282,0.6909961969562822,0.7824507918914926
114240,blackest,Q1443912,"['limited', 'series', 'night', 'blackest', 'comic', 'crossover']",0.6061948134886223,0.5221688826788189,0.6065692475600276
114235,blackest,Q107300913,"['death', 'group', 'blackest', 'musical', 'german', 'metal', 'album', 'dawn']",0.5701437380996349,0.5255570485772506,0.5728132832572251
114237,blackest,Q114493842,"['television', 'series', 'prince', 'valiant', 'blackest', 'legend', 'poison', 'episode']",0.545017632017616,0.5104199724035505,0.5510799366480331
114243,blackest,Q96408477,"['blackest', 'lana', 'musical', 'day', 'song', 'del', 'composition', 'work', 'rey']",0.542647970215579,0.4381344917216156,0.5359496635040378
114236,blackest,Q114488053,"['television', 'series', 'night', 'justice', 'blackest', 'league', 'episode']",0.5413231319912981,0.4846847613672344,0.5436547999193116
114238,blackest,Q114538610,"['television', 'series', 'night', 'justice', 'blackest', 'league', 'episode']",0.5413231319912981,0.4846847613672344,0.5436547999193116
114241,blackest,Q19112705,"['night', 'sable', 'wore', 'blackest']",0.490253860222557,0.4388584133296901,0.4884852872894347
114242,blackest,Q20899619,"['nako', 'eye', 'play', 'blackest', 'extended', 'aye']",0.4787058106670429,0.3665144772066571,0.47134602848324103
114134,blacks,Q817393,"['woman', 'mid', 'color', 'racialized', 'race', 'category', 'based', 'complexion', 'human', 'dark', 'man', 'person', 'specific', 'people', 'categorization', 'classification', 'population', 'skin', 'brown', 'black', 'usually', 'political']",0.9322159917036592,0.7875473935521464,0.9253094338499592
114131,blacks,Q79117444,"['diaspora', 'american', 'dispersed', 'vanderbilt', 'world', 'africa', 'study', 'experience', 'african', 'university', 'throughout', 'continent', 'aads', 'cross', 'cultural', 'black', 'lived', 'focused', 'comparative', 'department', 'interdisciplinary']",0.8808525793321921,0.7956430297237885,0.8797653430892487
113792,blacks,Q111507927,"['state', 'african', 'group', 'identifies', 'black', 'census', 'population', 'american', 'united', 'according', 'human']",0.8547216145808499,0.7922607869860839,0.8532877407507562
114150,blacks,Q96280198,"['european', 'nazi', 'era', 'non', 'hitler', 'historical', 'black', 'victim', 'american', 'experience', 'work', 'fiction', 'african']",0.8512547772162982,0.8161803906433187,0.8548843456579456
113817,blacks,Q112952497,"['thesis', 'case', 'junjie', 'university', 'auckland', 'sport', 'branding', 'black', 'master', 'towards', 'perspective', 'network', 'jia']",0.8509196353541011,0.7571371103314829,0.85606929666403
114108,blacks,Q67539526,"['cont', 'holding', 'archive', 'freedom', 'administration', 'record', 'people', 'national', 'contribution', 'black', 'program', 'american', 'theatre', 'naid', 'exhibition', 'item', 'collection']",0.8492980202731827,0.7482361056701831,0.8492849036832208
114133,blacks,Q80079543,"['state', 'freedom', 'excluded', 'american', 'life', 'time', 'regular', 'eighty', 'party', 'created', 'people', 'joined', 'danny', 'alternative', 'first', 'mississippi', 'lyon', 'vote', 'democratic', 'black', 'plaque', 'photograph', 'thousand']",0.8485902603782665,0.738723071922922,0.8471289608907273
114105,blacks,Q67539507,"['holding', 'archive', 'freedom', 'administration', 'record', 'people', 'national', 'contribution', 'black', 'music', 'program', 'american', 'naid', 'exhibition', 'item', 'collection']",0.8423294645047492,0.7456271922956759,0.8417897074740841
113793,blacks,Q111637086,"['thesis', 'death', 'dissertation', 'ritualization', 'politicized', 'white', 'faith', 'rural', 'authority', 'black', 'doctoral', 'power', 'identity', 'evangelical']",0.8410793346545176,0.8068314477844275,0.8534768840578784
113785,blacks,Q108563005,"['right', 'clark', 'segregated', 'article', 'exploited', 'section', 'black', 'market', 'universal', 'civil', 'builder', 'inc', 'relief', 'housing']",0.8406307472195094,0.7656729220928818,0.8438282751353184
66464,bombay,Q1156,"['city', 'mumbai', 'million', 'megacity', 'state', 'cluster', 'india', 'capital', 'big', 'second', 'maharashtra', 'metropolis', 'largest', 'locality', 'business', 'bombay']",0.9467100137139528,0.7330422281338996,0.9242624178911492
66519,bombay,Q3621720,"['mumbai', 'area', 'india', 'metropolitan', 'mmr', 'maharashtra', 'region', 'greater', 'bombay']",0.8686548659765118,0.7190488168006005,0.8520448069873372
66583,bombay,Q61445,"['million', 'city', 'navi', 'mumbai', 'planned', 'big', 'community', 'satellite', 'new', 'bombay']",0.8204339771252265,0.6491942021663496,0.7986879795859517
66538,bombay,Q4940528,"['railway', 'india', 'central', 'transport', 'company', 'business', 'baroda', 'bombay']",0.8197215236365981,0.7157194209464764,0.8269103521188527
66588,bombay,Q646414,"['bombay', 'city', 'mumbai', 'system', 'metro', 'india', 'rail', 'rapid', 'maharashtra', 'serving', 'transit']",0.8180382878395925,0.6815756039903185,0.7989634567755299
66962,bombay,Q59546705,"['city', 'thesis', 'urban', 'reference', 'growth', 'christine', 'india', 'western', 'leadership', 'special', 'doctoral', 'dobbin', 'bombay']",0.8133851972984479,0.8213490172885207,0.8622957309028186
66566,bombay,Q54888757,"['city', 'state', 'jersey', 'enclave', 'united', 'new', 'indian', 'bombay']",0.8127756432715286,0.7822184112737692,0.8313893254334215
66598,bombay,Q7525357,"['fort', 'sion', 'south', 'mumbai', 'together', 'building', 'east', 'side', 'india', 'portuguese', 'whole', 'hillock', 'remains', 'situated', 'north', 'ancient', 'bombay', 'hill']",0.8070404150117072,0.7017036011112499,0.8119827610152158
66513,bombay,Q32135712,"['auckland', 'region', 'locality', 'zealand', 'new', 'bombay']",0.8050468665454684,0.7438808469354932,0.8300347095668923
66493,bombay,Q2395774,"['town', 'designated', 'state', 'place', 'ghost', 'imperial', 'county', 'census', 'beach', 'united', 'california', 'bombay']",0.8047582041434282,0.7790615158264889,0.8294519729027165
66423,bombays,,,,,
150061,burma,Q836,"['mya', 'southeast', 'state', 'bur', 'sovereign', 'myanmar', 'country', 'asia', 'republic', 'union', 'burma']",0.907695786524256,0.6873434498584952,0.8792280949716222
149666,burma,Q13072974,"['southeast', 'socialist', 'state', 'bspp', 'historical', 'country', 'period', 'asia', 'republic', 'union', 'burma']",0.8636124005523954,0.7539771742897582,0.8795308475679471
149845,burma,Q4694017,"['territory', 'myanmar', 'country', 'agriculture', 'burma']",0.8576305591116612,0.7284763225545406,0.8647196378027059
150975,burma,Q35730552,"['state', 'summit', 'america', 'united', 'mountain', 'burma']",0.8467302834373419,0.6684796963764467,0.8319136087801244
149680,burma,Q1365392,"['demographic', 'myanmar', 'country', 'region', 'asia', 'burma']",0.8361096967678024,0.6499056818539602,0.8170978668988701
150170,burma,Q1651832,"['city', 'existed', 'sadhuim', 'kingdom', 'state', 'mon', 'centered', 'suvannabhumi', 'lower', 'believed', 'thuwunnabumi', 'least', 'century', 'middle', 'thaton', 'sudhammapura', 'burma']",0.8348197583523369,0.7771759047062043,0.8709905302976393
