,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
54,barbarian,attila.n.01,"['hun', 'empire', 'scourge_of_the_gods', 'attila', 'successful', 'scourge_of_god', 'king', 'attila_the_hun', 'roman', 'invader', 'barbarian']",0.6831003607250236,0.6005209901158755,0.6881838996907597
50,barbarian,savage.n.01,"['savage', 'barbarian', 'uncivilized', 'people', 'member']",0.8060002188472809,0.5844654054415291,0.7883058470445216
51,barbarian,peasant.n.03,"['ill', 'tike', 'boor', 'crude', 'lacking', 'goth', 'bred', 'uncouth', 'refinement', 'peasant', 'tyke', 'person', 'churl', 'barbarian', 'culture']",0.9106035052585252,0.5775232087065222,0.878845568979051
49,barbarians,sack.v.01,"['sack', 'rome', 'capture', 'town', 'barbarian', 'sacked', 'plunder']",0.515291994324993,0.4979841389349982,0.5296067186919243
1,batavia,,,,,
0,batavias,,,,,
3033,berber,berber.n.02,"['northern', 'major', 'mostly', 'cluster', 'spoken', 'egypt', 'west', 'language', 'morocco', 'africa', 'related', 'berber', 'dialect']",0.8417858283314874,0.7524454347416659,0.8503549862794398
3035,berber,almoravid.n.01,"['warrior', 'almoravid', 'muslim', 'northwestern', 'spain', 'member', 'flourished', 'established', 'africa', 'dominance', 'berber', 'political', 'dynasty']",0.8354008423500451,0.6818954767413317,0.8214335352925585
3036,berber,moor.n.01,"['islam', 'conqueror', 'converted', 'muslim', 'mixed', 'spain', 'century', 'north', 'one', 'moor', 'descent', 'africa', 'berber', 'people', 'arab']",0.7678786299746083,0.6493297406674167,0.7595156953239588
3032,berber,berber.n.01,"['northern', 'indigenous', 'africa', 'berber', 'people', 'member']",0.9020669240606208,0.6426651975118219,0.8366449457256355
3038,berber,riff.n.01,"['northern', 'living', 'riff', 'morocco', 'berber', 'riffian']",0.7034219023416262,0.5215955725404312,0.6421870097507975
3037,berber,tuareg.n.01,"['nomadic', 'tuareg', 'berber', 'sahara', 'people', 'member']",0.7633025681272516,0.5189401978621532,0.7037315315019508
3034,berber,tuareg.n.02,"['berber', 'dialect', 'tuareg', 'spoken']",0.5262939011242708,0.430666982034692,0.5155070699021073
3030,berbers,berbers.n.01,"['northern', 'living', 'arab', 'minority', 'ethnic', 'africa', 'berber', 'descended']",0.8615459702037781,0.6647786847901092,0.8230793749951459
4502,black,black.n.05,"['negro', 'negroid', 'pejorative', 'american', 'archaic', 'person', 'african', 'ancestry', 'today', 'black']",0.8712640014766395,0.8807857057449041,0.8773162782640778
4507,black,black.a.02,"['dignity', 'especially', 'king', 'martin', 'civilization', 'injected', 'sub', 'black', 'racial', 'people', 'group', 'luther', 'new', 'african', 'belonging', 'meaning', 'vein', 'great', 'saharan', 'origin']",0.9589808838765796,0.8386684985154439,0.9543706799479368
4793,black,euarctos.n.01,"['ursus', 'bear', 'euarctos', 'american', 'genus_euarctos', 'classification', 'genus', 'separate', 'black']",0.7975758975406083,0.8048269232299516,0.8072984764949409
4903,black,negritude.n.01,"['negritude', 'hold', 'valid', 'heritage', 'affirmation', 'ideological', 'term', 'independent', 'african', 'cultural', 'culture', 'position', 'black']",0.8714826569686029,0.7930809149236254,0.8725648218345559
4944,black,ku_klux_klan.n.01,"['state', 'united', 'suppress', 'terrorist', 'kkk', 'black', 'used', 'slave', 'ku_klux_klan', 'people', 'southerner', 'emancipation', 'secret', 'tactic', 'white', 'formed', 'resist', 'century', 'klan', 'society']",0.8587110015220406,0.7863774929287313,0.8612837701787144
4951,black,nation_of_islam.n.01,"['group', 'militant', 'american', 'profess', 'religious', 'nation_of_islam', 'advocate', 'independence', 'islamic', 'belief', 'black']",0.8351345013193955,0.7854878818809097,0.8377938177145261
4595,black,black-and-white.s.03,"['situation', 'mutually', 'area', 'divided', 'world', 'certainty', 'sharply', 'exclusive', 'grey', 'rejected', 'white', 'category', 'either', 'black']",0.8903547255082553,0.7826715743208488,0.8889377078264156
4615,black,slave_trade.n.01,"['slave_trade', 'especially', 'century', 'african', 'black', 'traffic', 'transported', 'slave_traffic', 'america', 'slave']",0.8051281802835825,0.7808424216159279,0.8078483885174119
4630,black,whydah.n.01,"['mostly', 'weaverbird', 'widow_bird', 'whydah', 'african', 'whidah', 'black']",0.7237175011320657,0.7726420064026669,0.728529245352015
4610,black,whitelash.n.01,"['advance', 'whitelash', 'backlash', 'white_backlash', 'white', 'civil', 'racist', 'right', 'black']",0.7538821775922571,0.7691308145305291,0.7638709040899057
4495,blacker,,,,,
4497,blackest,black.s.12,"['carson', 'ignominious', 'defeat', 'rachel', 'display', 'man', 'black', 'used', 'retreat', 'cowardice', 'conduct', 'human', 'record', 'destroyer', 'island', 'oceanic', 'shameful', 'inglorious', 'opprobrious', 'monument', 'shame', 'bringing', 'blackest', 'deserving', 'disgraceful', 'disgrace', 'greed', 'one', 'written', 'character']",0.8091866281587249,0.7214572213219741,0.8141385936764869
4496,blackest,coal-black.s.01,"['sooty', 'pitchy', 'jet', 'color', 'coal', 'similar', 'blackest', 'black']",0.5962289025897699,0.5565774408028276,0.5954687881986775
4492,blacks,black_muslim.n.01,"['islam', 'group', 'nation', 'largely', 'american', 'black_muslim', 'called', 'activist', 'member', 'black']",0.8137191011244271,0.7722915161564048,0.8160767334610863
4490,blacks,spiritual.n.01,"['state', 'kind', 'spiritual', 'religious', 'united', 'southern', 'negro_spiritual', 'song', 'originated', 'black']",0.8468616310005705,0.7711658718565184,0.8469276050399536
4489,blacks,color_bar.n.01,"['jim_crow', 'color_line', 'various', 'preventing', 'colour_line', 'color_bar', 'participating', 'white', 'colour_bar', 'barrier', 'activity', 'black']",0.8463507679126807,0.7559816083035139,0.8456969108007611
4488,blacks,color_barrier.n.01,"['various', 'preventing', 'participating', 'white', 'color_barrier', 'barrier', 'activity', 'black']",0.846350724118248,0.7559814897643763,0.845696887979639
4491,blacks,civil_rights_movement.n.01,"['civil_rights_movement', 'state', 'individual', 'establish', 'citizen', 'led', 'civil', 'united', 'beginning', 'movement', 'effort', 'right', 'primarily', 'black']",0.8148413610157936,0.7130834280845926,0.8133234644888581
4493,blacks,king.n.07,"['state', 'charismatic', 'minister', 'campaigned', 'segregation', 'martin_luther_king', 'king', 'united', 'martin_luther_king_jr', 'baptist', 'civil', 'right', 'leader', 'black']",0.7801754209163635,0.6923385741930722,0.7804337606643789
4487,blacks,exploitation.n.02,"['treat', 'unfairly', 'act', 'working', 'form', 'victimisation', 'le', 'exploit', 'using', 'exploitation', 'charging', 'paying', 'class', 'victimization', 'victimizes', 'capitalistic', 'someone', 'black']",0.7921588691763483,0.6791238497612925,0.7913836505033804
4494,blacks,sickle-cell_anemia.n.01,"['mostly', 'crescent', 'form', 'congenital', 'characterized', 'cell_anaemia', 'cell_anemia', 'drepanocytic_anaemia', 'cell_disease', 'sickle', 'drepanocytic_anemia', 'occurring', 'blood', 'cell', 'anemia', 'abnormal', 'shape', 'black']",0.7434091544107756,0.6224953110332915,0.7408546315636672
3020,bombay,gujarat.n.01,"['gujarat', 'western', 'state', 'includes', 'india', 'part', 'bombay', 'gujerat', 'industrialized']",0.8352776838298592,0.7445044875976595,0.8547795315655229
3021,bombay,farsi.n.01,"['many', 'emigrated', 'farsi', 'near', 'person', 'descent', 'iranian', 'india', 'bombay']",0.7414014406742098,0.7260009778517054,0.7737818914923916
3019,bombay,mumbai.n.01,"['deep', 'western', 'calcutta', 'harbor', 'mumbai', 'largest', 'natural', 'arabian', 'sea', 'coast', 'water', 'bombay', 'india', 'city']",0.8972351049207031,0.6496103127010652,0.8601827824179766
3018,bombays,,,,,
5340,burma,kamarupan.n.01,"['kamarupan', 'burman', 'adjacent', 'western', 'spoken', 'region', 'burma', 'india', 'tibeto', 'language', 'northeastern']",0.820053174123307,0.7352119909886243,0.8434517584923238
5343,burma,loloish.n.01,"['northern', 'area', 'hill', 'spoken', 'burma', 'loloish', 'language', 'tribe', 'neighboring']",0.7772733613704391,0.7287463907405006,0.8131622850954341
5346,burma,naga.n.01,"['kamarupan', 'western', 'naga', 'spoken', 'burma', 'india', 'language', 'northeastern']",0.7713834059312141,0.7063048645762114,0.7997255956058771
5339,burma,theravada.n.01,"['form', 'school', 'adheres', 'lanka', 'myanmar', 'scripture', 'burma', 'buddhism', 'lao', 'effort', 'personal', 'self', 'ceylon', 'conservative', 'cambodia', 'purification', 'pali', 'nirvana', 'thailand', 'theistic', 'doctrine', 'ideal', 'religion', 'emphasizing', 'sri', 'buddhist', 'theravada', 'dominant', 'non', 'salvation', 'great', 'one', 'two', 'theravada_buddhism']",0.6470603477971554,0.6925808952927127,0.7138789377038341
5348,burma,stilwell.n.01,"['uncle_joe', 'state', 'commanded', 'china', 'world', 'vinegar_joe_stilwell', 'allied', 'joseph_warren_stilwell', 'burma', 'united', 'war', 'stilwell', 'india', 'force', 'general']",0.7742713333979305,0.6899545776580509,0.7945525162488458
5344,burma,kachin.n.01,"['burman', 'kachin', 'northernmost', 'adjacent', 'china', 'kachinic', 'spoken', 'burma', 'india', 'tibeto', 'language']",0.7516523088484333,0.6829554440611553,0.7769978950838043
5345,burma,kuki.n.01,"['chin', 'kamarupan', 'western', 'kuki', 'spoken', 'burma', 'easternmost', 'india', 'bangladesh', 'language']",0.7621633324756998,0.6676516341536737,0.7771769204509852
5342,burma,burmese.n.02,"['burmese', 'language', 'official', 'burma']",0.5288657543671612,0.6676424947080013,0.6271514511842889
5341,burma,lolo-burmese.n.01,"['burman', 'northern', 'spoken', 'burma', 'burmese', 'lolo', 'tibeto', 'language', 'yunnan']",0.6571012433168705,0.6544666887316241,0.7039478122798292
5336,burma,myanmar.n.01,"['southeastern', 'much', 'opium', 'bengal', 'union_of_burma', 'grown', 'myanmar', 'burma', 'asia', 'republic', 'mountainous', 'bay']",0.9204240549542124,0.6252856287065062,0.8607302101542859
2382,bush negro,,,,,
2380,bush negroes,,,,,
2381,bush negros,,,,,
5228,calcutta,siraj-ud-daula.n.01,"['alliance', 'bengal', 'noble', 'defeated', 'known', 'hole', 'plassey', 'daula', 'black', 'many', 'siraj', 'calcutta', 'battle', 'became', 'captured', 'opposed', 'group', 'indian', 'crowded', 'england', 'suffocated', 'prisoner', 'general', 'colonization', 'nawab', 'clive', 'robert', 'room', 'india']",0.7512848217828777,0.7775124375926316,0.8050733426057044
5223,calcutta,kolkata.n.01,"['overcrowding', 'calcutta', 'suffers', 'world', 'city', 'poverty', 'located', 'one', 'kolkata', 'india', 'largest', 'eastern']",0.9386892935176221,0.7544925006074478,0.925647763568474
5224,calcutta,calcuttan.a.01,"['calcutta', 'characteristic', 'calcuttan', 'relating', 'inhabitant']",0.6886347762662247,0.7270279688111422,0.7510144616691395
5227,calcutta,mumbai.n.01,"['deep', 'western', 'calcutta', 'harbor', 'mumbai', 'largest', 'natural', 'arabian', 'sea', 'coast', 'water', 'bombay', 'india', 'city']",0.7739728023953701,0.6496103127010652,0.7678139747895049
5226,calcutta,black_hole_of_calcutta.n.01,"['many', 'calcutta', 'english', 'black_hole_of_calcutta', 'siraj', 'still', 'next', 'dungeon', 'foot', 'square', 'prisoner', 'overnight', 'morning', 'daula', 'alive', 'fort', 'held']",0.6672481970384242,0.6424463528645071,0.6941403835406409
5225,calcutta,jokingly.r.01,"['calcutta', 'jestingly', 'thought', 'could', 'peshawar', 'express', 'asked', 'jokingly', 'jest', 'drive', 'whether']",0.4764819753761907,0.5424568840472834,0.5303633534652891
5229,calcutta,originate.v.03,"['calcutta', 'originate', 'train', 'bus', 'trip', 'begin', 'certain', 'point', 'originates', 'etc', 'plane', 'flight']",0.567619354790688,0.5306583514363201,0.5870068608776152
5222,calcuttas,,,,,
2105,caucasian,half-breed.n.01,"['group', 'caucasian', 'indian', 'racial', 'half', 'parent', 'especially', 'american', 'offensive', 'term', 'ancestry', 'offspring', 'breed', 'different']",0.8824467633321547,0.8452882412401356,0.8897936581397422
2094,caucasian,caucasian.a.01,"['caucasian', 'relating', 'geographical', 'caucasia', 'region', 'language', 'caucasic']",0.8700268704329921,0.8441303904643427,0.8797358545193286
2093,caucasian,caucasian.n.02,"['caucasian', 'caucasian_language', 'caucasus', 'unrelated', 'spoken', 'elsewhere', 'number', 'language']",0.7985236542787436,0.8016019331746567,0.8117671301394616
2095,caucasian,caucasian.s.02,"['relating', 'caucasian', 'people', 'caucasoid']",0.7981185874061606,0.7650186309609983,0.8044235947768894
2102,caucasian,aryan.n.01,"['caucasian', 'nazi', 'aryan', 'jew', 'person', 'nordic', 'according', 'doctrine', 'descent']",0.7463076004270129,0.7436265909857773,0.7579299491905629
2100,caucasian,georgian.n.03,"['caucasian', 'million', 'speaker', 'georgian', 'long', 'literary', 'tradition', 'southern', 'language']",0.8246651189255272,0.7306767271225912,0.8191701419574201
2106,caucasian,metis.n.01,"['western', 'caucasian', 'metis', 'indian', 'canada', 'american', 'person', 'ancestry']",0.8163779451437019,0.7286404144608938,0.8112388297540485
2098,caucasian,chechen.n.02,"['northern', 'caucasian', 'spoken', 'chechen', 'language']",0.7264997608390251,0.6837416003827942,0.7292171718234431
2099,caucasian,circassian.n.03,"['northern', 'caucasian', 'spoken', 'circassian', 'language']",0.7206436310705824,0.6794910713806795,0.7237933414056987
2101,caucasian,ubykh.n.01,"['caucasian', 'exclusively', 'spoken', 'extinct', 'turkey', 'language', 'ubykh']",0.7154871925076067,0.6782646461132988,0.7186402507224632
2091,caucasians,,,,,
4152,colored,motley.s.02,"['coloured', 'motley', 'varicoloured', 'usually', 'painted', 'color', 'dress', 'pied', 'patch', 'colored', 'dressed', 'varicolored', 'section', 'brightly', 'jester', 'particolored', 'piebald', 'differently', 'calico', 'colour', 'multicolor', 'multicolour', 'multi', 'daisy', 'desert', 'particoloured', 'horse', 'multicoloured', 'multicolored']",0.7875262480789159,0.8101142258531999,0.8103198230950691
4342,colored,granny's_bonnets.n.01,"['state', 'columbine', 'european', 'common', 'purple', 'red', 'spurred', 'blue', 'short', 'united', 's_bonnets', 'aquilegia_vulgaris', 'colored', 'white', 'granny', 'naturalized', 'variously', 'flower']",0.8388852386603449,0.8055823776565384,0.8444730102434199
4476,colored,color.v.01,"['colourise', 'colour', 'color_in', 'tree', 'colorize', 'child', 'colorise', 'fall', 'drawing', 'colourize', 'color', 'colour_in', 'colored', 'white', 'film', 'add', 'black']",0.7544322472014791,0.7927486079016154,0.7810064800668868
4253,colored,charolais.n.01,"['france', 'charolais', 'large', 'colored', 'white', 'breed', 'cream']",0.8041620937912972,0.7922287798079125,0.8184043490622138
4462,colored,orthoclase.n.01,"['feldspar', 'monoclinic', 'orthoclase', 'colored', 'white']",0.7477902465315525,0.7903680496119692,0.7689170857896648
4153,colored,fluorescent.s.02,"['fluorescent', 'apparently', 'light', 'color', 'colored', 'brilliantly', 'giving']",0.8017651600773615,0.7822003171683279,0.8161191602414514
4139,colored,bleached.s.02,"['used', 'dyed', 'coloured', 'natural', 'blonde', 'bleached', 'color', 'produced', 'colored', 'artificially']",0.8307090158905066,0.7767640427454486,0.8284023802198969
4136,colored,colored.a.01,"['used', 'combination', 'amber', 'coloured', 'paper', 'color', 'certain', 'colored', 'film', 'head', 'colorful', 'sometimes', 'grain', 'crepe']",0.8360191763550642,0.7761477093039506,0.8358919088002321
4149,colored,straw.s.01,"['straw', 'yellow', 'like', 'color', 'pale', 'colored']",0.7277829771930746,0.7729607597995891,0.7470245860423322
4155,colored,light.a.02,"['used', 'light', 'relatively', 'blue', 'small', 'color', 'amount', 'agent', 'coloring', 'colored', 'pastel', 'powder']",0.8442825886589181,0.7698409218976782,0.8383339344421379
4135,coloreds,,,,,
488,coolie,coolie.n.01,"['asian', 'unskilled', 'coolie', 'offensive', 'slur', 'cooly', 'ethnic', 'name', 'laborer']",0.928767040389986,0.6275888775444974,0.8867718002916021
487,coolies,,,,,
2112,descent,origin.n.02,"['come', 'good', 'property', 'extraction', 'descent', 'ancestry', 'attributable', 'origin']",0.9218625751800524,0.7537947804582488,0.9225370393366928
2139,descent,laser-guided_bomb.n.01,"['used', 'light', 'us', 'guided', 'lgb', 'cloudy', 'reflected', 'smart', 'cannot', 'laser', 'descent', 'correct', 'seek', 'bomb', 'weather', 'target', 'guided_bomb']",0.6959236822483013,0.7355191830133838,0.7358933137873666
2138,descent,relative.n.02,"['plant', 'bear', 'membership', 'congener', 'another', 'common', 'relationship', 'relative', 'animal', 'descent', 'congenator', 'related', 'congeneric', 'genus']",0.8810473792878447,0.7282734744791864,0.8835534748758604
2176,descent,polack.n.01,"['descent', 'person', 'polack', 'polish']",0.7837487521704098,0.703287896166894,0.7991199207359467
2188,descent,tay-sachs_disease.n.01,"['disorder', 'frequently', 'hereditary', 'jewish', 'nervous', 'early', 'tay', 'lipid', 'occurring', 'europe', 'accumulation', 'tissue', 'sachs_disease', 'death', 'individual', 'result', 'childhood', 'infantile_amaurotic_idiocy', 'sachs', 'descent', 'metabolism', 'eastern']",0.8434688759779272,0.6870083157739317,0.8434496762914077
2113,descent,descent.n.03,"['location', 'downward', 'act', 'descent', 'direction', 'changing']",0.7787310668680341,0.6713771897984636,0.7875069415001447
2152,descent,generation.n.02,"['group', 'related', 'constituting', 'line', 'genetically', 'single', 'step', 'descent', 'organism', 'generation']",0.8669817187508797,0.6685207515372307,0.8580399730718391
2114,descent,descent.n.04,"['individual', 'lineage', 'kinship', 'progenitor', 'filiation', 'descent', 'line_of_descent', 'relation']",0.920859975662848,0.6669548628809074,0.9011435950668628
2146,descent,sinking.n.01,"['still', 'sinking', 'especially', 'titanic', 'descent', 'water', 'liquid', 'talk']",0.7324844725420697,0.663674574723658,0.7483643679829736
2119,descent,ancestral.s.01,"['legal', 'home', 'usually', 'monarchy', 'lore', 'patrimonial', 'transmissible', 'inherited', 'ancestral', 'hereditary', 'descent', 'inheritable', 'tradition', 'rule', 'established', 'estate']",0.8731039546145085,0.6621741716127244,0.8614756888408206
3271,developing nation,,,,,
3272,developing nations,external.s.03,"['external', 'nation', 'commerce', 'need', 'country', 'trade', 'help', 'developing', 'outside', 'international']",0.7645371769882336,0.7685220331712814,0.7954768689511457
3273,developing nations,international_bank_for_reconstruction_and_development.n.01,"['guaranteed', 'nation', 'international_bank_for_reconstruction_and_development', 'assist', 'government', 'united', 'loan', 'world_bank', 'ibrd', 'agency', 'developing', 'member', 'created']",0.7114310739995416,0.6922362688959497,0.7375937636108114
3045,disabled,disabled.s.01,"['disabled', 'mental', 'functioning', 'injury', 'handicapped', 'restricted', 'consequence', 'illness', 'physical']",0.9212654943748324,0.8650670385580613,0.9221192835689498
3055,disabled,living_will.n.01,"['terminal', 'living', 'requesting', 'allowed', 'severely', 'suffering', 'living_will', 'someone', 'drew', 'disabled', 'still', 'document', 'capable', 'legally', 'subsequently', 'discovered', 'aid', 'die', 'written', 'illness']",0.8925621751732821,0.827389814162375,0.8973134797390668
3050,disabled,personal_care.n.01,"['cooking', 'disabled', 'bodily', 'otherwise', 'including', 'personal_care', 'managing', 'care', 'someone', 'bathing', 'function', 'unable']",0.912573397222422,0.820908263748076,0.9125672383289538
3048,disabled,permanently.r.01,"['disabled', 'long', 'for_good', 'permanently', 'essential', 'change', 'time', 'without']",0.8607143115843711,0.8155768818061309,0.869550977227889
3044,disabled,disabled.n.01,"['elderly', 'disabled', 'technology', 'physically', 'collectively', 'otherwise', 'help', 'handicapped', 'crippled', 'people']",0.9142210864068128,0.8152977461354216,0.9097098864894944
3049,disabled,physical_rehabilitation.n.01,"['providing', 'disabled', 'physical_restoration', 'help', 'physical_rehabilitation', 'person', 'therapeutic_rehabilitation', 'disability', 'reduction', 'removal']",0.9089595877918374,0.810637842121479,0.9034138915679444
3058,disabled,disability_check.n.01,"['disabled', 'work', 'made', 'payment', 'become', 'disability_payment', 'someone', 'monthly', 'disability_check', 'unable']",0.8377247822677787,0.7705962811646043,0.8391076618603358
3053,disabled,sheltered_workshop.n.01,"['disabled', 'sheltered_workshop', 'offer', 'physically', 'developmentally', 'job', 'workshop', 'member', 'population']",0.7987213819483281,0.7241198723658626,0.7958979062973701
3051,disabled,disability_insurance.n.01,"['social', 'disabled', 'disability_insurance', 'insurance']",0.8003546070991397,0.7216932335576531,0.7925997670296847
3059,disabled,disable.v.02,"['injure', 'disable', 'disabled', 'incapacitate', 'accident', 'permanently', 'handicap', 'invalid', 'car']",0.7829136578439143,0.6968908095423085,0.7735368094366168
3043,disableds,,,,,
2231,discover,trace.v.01,"['closely', 'follow', 'discover', 'course', 'development', 'trace', 'something', 'progress', 'cuba', 'one', 'ancestry', 'student', 'must', 'ascertain', 'economic']",0.7538097028670195,0.8394310512825001,0.8526144873261301
2210,discover,search_mission.n.01,"['search_mission', 'something', 'discover', 'mission']",0.7372792122280034,0.8323213329442911,0.8297091843970656
2226,discover,analyze.v.01,"['canvas', 'feature', 'examine', 'analyze', 'motif', 'subject', 'real', 'trial', 'order', 'evidence', 'study', 'detail', 'discover', 'criminal', 'essential', 'sonnet', 'shakespeare', 'meaning', 'analysis', 'consider', 'analyse']",0.6892385927593287,0.8216585061638527,0.8071809041356608
2218,discover,scout.n.03,"['discover', 'recruit', 'world', 'sport', 'especially', 'person', 'talented', 'scout', 'employed', 'someone', 'talent_scout', 'entertainment']",0.6807806708759849,0.7848516470121649,0.7866677706278841
2202,discover,discover.v.03,"['found', 'discover', 'discovered', 'believe', 'new', 'discovery', 'make', 'elementary', 'physicist', 'ray', 'particle', 'roentgen', 'finding', 'find']",0.8407877733265394,0.7794120360234417,0.8347789465761486
2216,discover,co-discoverer.n.01,"['discover', 'something', 'discoverer', 'first', 'someone', 'people', 'two']",0.7226983743976927,0.7694459252562995,0.7969818454189921
2223,discover,data_mining.n.01,"['data_mining', 'way', 'sophisticated', 'discover', 'algorithm', 'database', 'meaning', 'processing', 'using', 'search', 'pattern', 'large', 'statistical', 'preexisting', 'new', 'capability', 'data', 'correlation']",0.6289349851350677,0.7647307116956149,0.7469340692791657
2205,discover,unwrap.v.02,"['newspaper', 'uncover', 'public', 'let_out', 'price', 'gogh', 'known', 'bring', 'president', 'illegal', 'actress', 'information', 'truth', 'news', 'dealing', 'let_on', 'old', 'unwrap', 'make', 'van', 'divulge', 'disclose', 'evidence', 'people', 'uncovered', 'house', 'reveal', 'discover', 'break', 'secret', 'give_away', 'expose', 'would', 'kept', 'bring_out', 'previously', 'sold', 'meant', 'auction', 'case', 'murder', 'broke']",0.7616322769967048,0.7584566890009878,0.8044991434609012
2200,discover,detect.v.01,"['found', 'discover', 'detected', 'lead', 'fact', 'trace', 'detect', 'existence', 'paint', 'determine', 'high', 'presence', 'level', 'water', 'notice', 'observe', 'find', 'drinking']",0.8061848301730214,0.7544637513706444,0.8187711096556891
2206,discover,discover.v.07,"['discover', 'discovered', 'discovery', 'pole', 'make', 'north', 'see', 'first', 'time']",0.9533161484010569,0.7506826308388279,0.8908040626326941
5304,dwarf,primordial_dwarf.n.01,"['defect', 'hypoplastic_dwarf', 'result', 'mental', 'achondroplastic', 'development', 'normal', 'small', 'sexual', 'primordial_dwarf', 'true_dwarf', 'genetic', 'normal_dwarf', 'body', 'part', 'size', 'whose', 'dwarf']",0.8260784176814849,0.8125613389556228,0.8624468871816564
5310,dwarf,dryadella.n.01,"['dryadella', 'plant', 'comprises', 'usually', 'unifoliate', 'masdevallia', 'american', 'specie', 'short', 'tropical', 'placed', 'genus_dryadella', 'tufted', 'genus', 'solitary', 'stem', 'dwarf', 'flower']",0.739691071137982,0.7780175306882884,0.7856808727735229
5291,dwarf,dwarf.n.01,"['markedly', 'midget', 'small', 'person', 'nanus', 'dwarf']",0.9468199059826978,0.7773231553026128,0.9070821595873488
5293,dwarf,dwarf.n.03,"['plant', 'atypically', 'small', 'animal', 'dwarf']",0.8066139578290693,0.7590533983152742,0.817138926509863
5303,dwarf,pituitary_dwarf.n.01,"['hormone', 'factor', 'caused', 'pituitary_dwarf', 'achondroplastic', 'levi', 'growth', 'deficiency', 'genetic', 'condition', 'rather', 'hypophysial_dwarf', 'case', 'lorrain_dwarf', 'whose', 'dwarf']",0.7769679585676073,0.7576554125268169,0.8067972847448234
5298,dwarf,microcephalic.a.01,"['abnormally', 'underdeveloped', 'nanocephalic', 'microcephalic', 'microcephalous', 'small', 'head', 'brain', 'dwarf']",0.7934348027066429,0.7364014078347545,0.8044297930814464
5308,dwarf,genus_krigia.n.01,"['closely', 'chicory', 'dandelion', 'herb', 'small', 'genus_krigia', 'related', 'dwarf']",0.7247459939227969,0.7324086605915618,0.7557449493169984
5327,dwarf,wild_thyme.n.01,"['state', 'common', 'bank', 'hillside', 'united', 'aromatic', 'thymus_serpyllum', 'creeping_thyme', 'europe', 'naturalized', 'wild_thyme', 'dwarf', 'shrub']",0.7337868972320959,0.7242050579715061,0.7541873762043092
5317,dwarf,one-flowered_wintergreen.n.01,"['terminal', 'pyrola_uniflora', 'flowered_wintergreen', 'placed', 'genus', 'flower', 'delicate', 'region', 'north', 'dwarf', 'evergreen', 'white', 'solitary', 'pyrola', 'herb', 'flowered_pyrola', 'one', 'moneses_uniflora', 'sometimes', 'temperate']",0.7691849386741978,0.7218635822845564,0.7719227098799192
5319,dwarf,dutch_elm.n.01,"['ranging', 'tree', 'european', 'various', 'shade', 'ulmus_hollandica', 'dutch_elm', 'hybrid', 'ornamental', 'dwarf', 'tall']",0.659889127867128,0.7136629482919558,0.6923662541273321
5286,dwarfer,,,,,
5290,dwarfest,,,,,
