,resource,lang,lemma,entity_id,property,value,implicit_marker,level
10,aat,nl,afkomst,300185762,scopeNote,"Bepaalde handgeweven of handgeknoopte pooltapijten die oorspronkelijk werden geproduceerd in bepaalde regio's in Azië, Afrika en Europa. Gebruik bij voorkeur een meer specifieke beschrijving of naam van de plaats of cultuur van afkomst van de tapijten.",Gebruik bij voorkeur een meer specifieke,1
11,aat,nl,stam,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.","Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke",2
12,aat,nl,stam,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.",verouderde benaming,2
13,aat,nl,stam,300249545,scopeNote,"Wordt algemeen gebruikt voor verschillende soorten woningen en rituele gebouwen van Noord-Amerikaanse indianen, meestal met betrekking tot stammen van prairie-indianen. Geen Nederlands equivalent; gebruik een specifiekere term.",gebruik een specifiekere,1
14,aat,nl,stam,300386485,scopeNote,"Stijl en cultuur van een van de grootste Indiase geregistreerde stammen, een inheems volk uit de regio Choṭa Nāgpur in de Indiase deelstaat Bihar. Ze noemen zichzelf Kurukh. Vroeger woonden ze verder naar het zuidwesten op het Rohtasplateau, maar ze zijn door andere volkeren verdreven en vertrokken naar Choṭa Nāgpur, waar ze zich vestigden in de nabijheid van Munda-sprekende stammen.",noemen zichzelf,2
15,aat,nl,stam,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",Gebruik in plaats daarvan de meest specifieke,2
16,aat,nl,stam,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",verouderde benaming,2
17,aat,nl,traditioneel,300056138,scopeNote,"Verwijst in algemene zin naar de traditionele primaire pigmentkleuren rood, geel en blauw, welke niet door vermenging van andere kleuren kunnen worden geproduceerd en waarmee in theorie alle pigmentkleuren kunnen worden vervaardigd. Het resultaat van vermenging van twee primaire kleuren is een secundaire kleur; een voorbeeld is oranje, dat uit een combinatie van rood en geel ontstaat. Gebruik 'psychologische primaire kleuren' of 'fysieke primaire kleuren' voor primaire kleuren binnen de specifieke context van kleurenwaarneming.",Gebruik 'psychologische primaire kleuren' of 'fysieke primaire kleuren' voor primaire kleuren binnen de specifieke,1
18,aat,nl,traditioneel,300020112,scopeNote,"Verwijst naar de stijl die wordt toegeschreven aan de tweede van de drie Griekse architectuurordes en die later samen met de Dorische, Corinthische, Toscaanse en Composite stijl de vijf traditionele klassieke architectuurordes vormde die door de Romeinen, in de Renaissance en ook daarna nog werden gebruikt. De stijl kwam tot ontwikkeling op de oostelijke Egeïsche eilanden van Griekenland en op de kust van Klein-Azië, waarschijnlijk onder invloed van de joodse en Fenicische architectuur waarin gebruik werd gemaakt van zogenaamde lily capitals. Stenen versies uit de 6de eeuw v. Chr. werden gevonden in Griekenland, maar  mogelijk waren er eerder al houten voorbeelden. Het  kenmerkt zich in de oude Griekse architectuur door een vorm die fijner is dan Dorisch, een kapiteel dat is opgebouwd uit twee zijkrullen, een pilaar die dikwijls een Attische voet heeft en een schacht  met dikwijls 24 halfronde groeven met stroken ertussen. Het entablement is afwisselender dan bij Dorisch het geval is, zoals een architraaf met overlappende lijnen, decoratieve mallen aan de bovenzijde en een doorlopende, gebeeldhouwde fries en/of rij kalfstanden onder de deklijst. In de Romeinse en de latere architectuur werd de stijl vaak aangepast, en is voornamelijk herkenbaar aan de krullen van de kapiteel. De stijl onderscheidt zich van de Ionische orde omdat een architectonische orde strikt verwijst naar een specifieke assemblagemethode die is gebaseerd op uniforme, vastgelegde regels en verhoudingen, bepaald door de rol die elk onderdeel moet vervullen.","gebruik werd gemaakt van zogenaamde lily capitals. Stenen versies uit de 6de eeuw v. Chr. werden gevonden in Griekenland, maar  mogelijk waren er eerder al houten voorbeelden. Het  kenmerkt zich in de oude Griekse architectuur door een vorm die fijner is dan Dorisch, een kapiteel dat is opgebouwd uit twee zijkrullen, een pilaar die dikwijls een Attische voet heeft en een schacht  met dikwijls 24 halfronde groeven met stroken ertussen. Het entablement is afwisselender dan bij Dorisch het geval is, zoals een architraaf met overlappende lijnen, decoratieve mallen aan de bovenzijde en een doorlopende, gebeeldhouwde fries en/of rij kalfstanden onder de deklijst. In de Romeinse en de latere architectuur werd de stijl vaak aangepast, en is voornamelijk herkenbaar aan de krullen van de kapiteel. De stijl onderscheidt zich van de Ionische orde omdat een architectonische orde strikt verwijst naar een specifieke",1
19,aat,nl,traditioneel,300264737,scopeNote,"Verwijst naar schilderijen, beeldhouwwerken, grafische kunst en architectuur die in het recente verleden of het heden zijn vervaardigd. Het verschil met moderne kunst is dat de term 'hedendaagse kunst' niet de betekenis van een niet-traditionele stijl in zich draagt, maar uitsluitend verwijst naar de periode waarin een werk is gemaakt. De begrippen 'modern' en 'hedendaags' zijn dan ook impliciet aan verandering onderhevig. Het woord 'hedendaags' wordt soms in specifiekere zin gebruikt om de kunst tussen circa 1960 of 1970 tot het heden aan te duiden. Om de huidige tijdsperiode aan te duiden zonder relatie tot een kunststijl, gebruik 'hedendaags (generieke tijdsspanne)'.","specifiekere zin gebruikt om de kunst tussen circa 1960 of 1970 tot het heden aan te duiden. Om de huidige tijdsperiode aan te duiden zonder relatie tot een kunststijl, gebruik",1
20,aat,nl,traditioneel,300266745,scopeNote,"Specifiek, de ceremoniële theekom die men gebruikt bij Japanse theeceremonies. Het zijn kleine vaten zonder oren en vaak met een onregelmatige of anderszins imperfecte vorm. Traditioneel gemaakt van aardewerk en geglazuurd in zachte tinten. Gebruik ���theekommen' voor vaten met een vergelijkbare vorm die zijn bedoeld om thee uit te drinken, maar niet binnen de context van de Japanse theeceremonie ��� zoals kommen die in de achttiende eeuw in Europa werden vervaardigd, al dan niet met schotel.","Specifiek, de ceremoniële theekom die men gebruikt bij Japanse theeceremonies. Het zijn kleine vaten zonder oren en vaak met een onregelmatige of anderszins imperfecte vorm. Traditioneel gemaakt van aardewerk en geglazuurd in zachte tinten. Gebruik",1
21,aat,nl,primitief,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.","Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke",2
22,aat,nl,primitief,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.",verouderde benaming,2
23,aat,nl,primitief,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",Gebruik in plaats daarvan de meest specifieke,2
24,aat,nl,primitief,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",verouderde benaming,2
25,aat,nl,pygmee,300016430,scopeNote,"Te gebruiken om werken te beschrijven van bepaalde Afrikaanse volkeren die leven in Kameroen, Equatoriaal-Guinea, de Democratische Republiek Congo, Congo, de Centraal-Afrikaanse Republiek, Rwanda en Burundi. De term Pygmee heeft soms een negatieve bijklank. Waar mogelijk verdient het gebruik van de specifieke naam van een subgroep de voorkeur.",negatieve bijklank,3
26,aat,nl,pygmee,300016430,scopeNote,"Te gebruiken om werken te beschrijven van bepaalde Afrikaanse volkeren die leven in Kameroen, Equatoriaal-Guinea, de Democratische Republiek Congo, Congo, de Centraal-Afrikaanse Republiek, Rwanda en Burundi. De term Pygmee heeft soms een negatieve bijklank. Waar mogelijk verdient het gebruik van de specifieke naam van een subgroep de voorkeur.",gebruik van de specifieke,3
27,aat,nl,gekleurd,300266377,scopeNote,"Verwijst in specifieke zin naar foto's die zijn gemaakt op basis van een met de hand gekleurd positief beeldprocedé, zoals dat vanaf de jaren 80 van de 19de eeuw tot en met 1920 in gebruik was. Het bedoelde effect is dat van een schilderij op glas. Een albuminedruk wordt gehecht aan een gebogen stuk glas en het papier aan de achterzijde wordt tot aan de emulsielaag weggeschuurd. Dan wordt er een laagje olie aangebracht om het geheel doorschijnend te maken, waarna op de achterzijde de kleuren in detail worden aangebracht. Na het drogen wordt een tweede laag gebogen glas toegevoegd en met kleuren in brede banen beschilderd. Daarachter wordt een laag wit materiaal bevestigd, waarna het geheel aan elkaar wordt gelijmd. Het glas, de oplossingen en de kleefmiddelen waren tot aan de Eerste Wereldoorlog vrij in de handel verkrijgbaar. Het procedé was gebaseerd op 18de-eeuwse met de hand gekleurde gravures, de zogeheten mezzotintschilderijen.","specifieke zin naar foto's die zijn gemaakt op basis van een met de hand gekleurd positief beeldprocedé, zoals dat vanaf de jaren 80 van de 19de eeuw tot en met 1920 in gebruik",1
28,aat,nl,primitivisme,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",Gebruik in plaats daarvan de meest specifieke,2
29,aat,nl,primitivisme,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",verouderde benaming,2
30,aat,nl,eskimo,300017447,scopeNote,"Wordt gebruikt met betrekking tot de inheemse Arctische cultuur vóór contact met Europa. Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke, hedendaagse inheemse volkeren.","Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke",3
31,aat,nl,wit,300266377,scopeNote,"Verwijst in specifieke zin naar foto's die zijn gemaakt op basis van een met de hand gekleurd positief beeldprocedé, zoals dat vanaf de jaren 80 van de 19de eeuw tot en met 1920 in gebruik was. Het bedoelde effect is dat van een schilderij op glas. Een albuminedruk wordt gehecht aan een gebogen stuk glas en het papier aan de achterzijde wordt tot aan de emulsielaag weggeschuurd. Dan wordt er een laagje olie aangebracht om het geheel doorschijnend te maken, waarna op de achterzijde de kleuren in detail worden aangebracht. Na het drogen wordt een tweede laag gebogen glas toegevoegd en met kleuren in brede banen beschilderd. Daarachter wordt een laag wit materiaal bevestigd, waarna het geheel aan elkaar wordt gelijmd. Het glas, de oplossingen en de kleefmiddelen waren tot aan de Eerste Wereldoorlog vrij in de handel verkrijgbaar. Het procedé was gebaseerd op 18de-eeuwse met de hand gekleurde gravures, de zogeheten mezzotintschilderijen.","specifieke zin naar foto's die zijn gemaakt op basis van een met de hand gekleurd positief beeldprocedé, zoals dat vanaf de jaren 80 van de 19de eeuw tot en met 1920 in gebruik",1
32,aat,nl,inheems,300017447,scopeNote,"Wordt gebruikt met betrekking tot de inheemse Arctische cultuur vóór contact met Europa. Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke, hedendaagse inheemse volkeren.","Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke",3
33,aat,nl,inheems,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.","Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke",2
34,aat,nl,inheems,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.",verouderde benaming,2
